gene_id	withinSubset	lncRnaName	Comp.1	Comp.2	Comp.3	Comp.4	Comp.5	Comp.6	Comp.7	Comp.8	Comp.9	Comp.10	Comp.11	Comp.12	Comp.13	Comp.14	Comp.15	Comp.16	Comp.17	Comp.18	Comp.19	Comp.20	Comp.21	Comp.22	Comp.23	Comp.24	Comp.25	Comp.26	Comp.27	Comp.28	Comp.29	Comp.30
ENSG00000236269.1	rest	ENSG00000236269	61.144065921394	11.6182971054711	20.4573212314207	18.5484332273467	8.25845488579362	14.4799790544139	11.3297630831985	7.33094620342312	32.7344726464699	7.43391576262028	8.15783621379124	14.1950444718539	6.32542400557013	3.08910189793553	7.9670514746687	3.83778999646639	33.2195170004994	4.53481463587545	9.70814635857207	6.79611154027418	2.05619921155654	3.17459106409904	9.79369143658481	1.85267499161167	7.13504833965172	1.91874179755275	1.95609508244696	1.6848586288548	1.57860129491981	1.14744538868929
ENSG00000236305.1	rest	ENSG00000236305	61.1642227035357	11.6510630636743	20.4405165904802	18.5884932002197	8.30021787224352	14.491746092798	11.2909265775462	7.35386551889872	32.6747058273595	7.39058168705139	8.18619333005145	14.2352572818168	6.32719774618425	3.09773918769778	7.94607975294905	3.86682324927542	33.2520723582519	4.55395749948712	9.70956627497883	6.80589904425974	2.01964807227751	3.20359028108005	9.79076740793266	1.85380283621881	7.14575640983872	1.914088077996	1.95618511905195	1.68590539052	1.57461916990831	1.14532947702075
ENSG00000236308.1	rest	ENSG00000236308	61.1894034771344	11.6269207065934	20.4783694116991	18.5574859261653	8.27109217663226	14.4873983159949	11.2856832815242	7.35982460251985	32.6757223456863	7.40428985669163	8.16960733300014	14.2248484861541	6.32495198836643	3.074228528666	7.96244297526183	3.88441172874735	33.2510181531631	4.54873461951636	9.70701092387066	6.80518109125349	2.01749984350534	3.20178589776893	9.79248701113361	1.85289526950383	7.14329589121998	1.91302692989054	1.9564524641023	1.68585219004616	1.57402742358974	1.14508377136494
ENSG00000236318.1	rest	ENSG00000236318	61.1969888014072	11.6108734117082	20.4886364532492	18.5655159081309	8.30986997092933	14.4806863511098	11.2887789983488	7.35697686222222	32.6788436313218	7.40741093673371	8.18515662812017	14.2282146350149	6.33164594753002	3.07366214108246	7.95408681041491	3.87259549395653	33.243955334796	4.54688836061616	9.70229268329492	6.80597997404953	2.01884850205254	3.20227541614604	9.79181504404313	1.85259351459522	7.14381776693207	1.91330614825495	1.95583122501957	1.68583737128642	1.5741404723447	1.14530626927875
ENSG00000236333.1	rest	ENSG00000236333	60.9710622011632	11.7324190607312	20.5997748277513	18.4668907708745	8.4433880350157	14.4416317485	11.2164978354019	7.43406307099143	32.7684238176112	7.28946920973384	8.16656867723919	14.1175328027144	6.23301079768846	3.1288803568265	7.92507290249346	3.90133900429309	33.2376755875492	4.57540614600274	9.87678052071343	6.68651654734545	2.01095511123965	3.20110923273645	9.77536232348359	1.84633293241868	7.14847787521439	1.92190952714639	1.95635241223173	1.68685131652194	1.5763751661835	1.14504862063969
ENSG00000236337.1	rest	ENSG00000236337	61.1993040137504	11.6318034114718	20.483927311223	18.5604679764965	8.28961913764855	14.4893752897522	11.2898365169075	7.35616542876469	32.6850028611108	7.39322292388513	8.18571621110842	14.2300548497096	6.33656061623799	3.07401143539682	7.96003119263677	3.87985014470903	33.2422770136756	4.54926707141156	9.70554332745368	6.80713940283497	2.01799013710772	3.20151525756241	9.79050478454419	1.85346655931762	7.14386819275572	1.91261050345778	1.95620020744465	1.68586335015494	1.57391644951176	1.14511331655485
ENSG00000236345.1	rest	ENSG00000236345	61.0500938273112	11.6682122131313	20.5423278323979	18.5500131941656	8.36504587633517	14.6326609059011	11.3170478502855	7.35399319358653	32.6174300232879	7.53022628420411	8.21633326560685	14.3777439341675	6.36105123649095	3.17287976182352	8.1983924391071	3.91555345679286	33.1945996134693	4.57504332690883	9.70201610500097	6.80201038215369	2.02226801219046	3.20023150406054	9.79484406329331	1.85255205809916	7.13748950135422	1.91046947576939	1.95078674167771	1.68476500386191	1.57248913180971	1.14067721262724
ENSG00000236347.1	rest	ENSG00000236347	61.1920571847741	11.6453279981692	20.4769535697359	18.5651472623278	8.27847446664478	14.4726474982295	11.3177329044097	7.36880517462186	32.6120820877702	7.39453409681879	8.22450166069489	14.1720078572006	6.33390017954785	3.09091854675464	7.96967440944974	3.85645006621437	33.2392221860195	4.54984428897461	9.71050289020898	6.80658753475701	2.01814166852992	3.21736712880741	9.78960997846393	1.85429684765862	7.14180760915192	1.91378323587458	1.95692630248292	1.68526223194067	1.57371630065774	1.14499847357362
ENSG00000236352.1	rest	ENSG00000236352	61.1641564580988	11.4683879238683	20.4806130754625	18.5862951999273	8.34859381765285	14.4548128602377	11.2971492150302	7.35182997245513	32.6827620634708	7.40285131507657	8.18463144328027	14.2251925743466	6.32981999730944	3.07942722261941	7.97289485141108	3.87621627711878	33.2386899325081	4.54474421738009	9.70006212997131	6.79597820833473	2.02059888275611	3.19964702817095	9.79550327466166	1.85045357711727	7.1445336317321	1.91305230130524	1.95562395440746	1.68628940265131	1.57417046460708	1.14507381838237
ENSG00000236358.1	rest	ENSG00000236358	61.1808887276772	11.5897477366394	20.4874804710539	18.5751943798721	8.30513399295621	14.4968012289672	11.3072348468418	7.35713981182869	32.6820517353419	7.3948221800056	8.17732784091418	14.2221683128504	6.34424229965978	3.08036906211973	7.95943174511015	3.87223949896013	33.2414131264356	4.54737151765383	9.70081073844609	6.79556948959673	2.02566656566117	3.20470841728991	9.79083911816072	1.85570068168923	7.1439296503994	1.91680581106982	1.9557582260355	1.68513740443155	1.57510514845551	1.14502658095885
ENSG00000236377.1	rest	ENSG00000236377	61.2010398483141	11.6383213050895	20.4836558158121	18.5682746870692	8.29468766191897	14.4873616593214	11.2813904165838	7.35312646525171	32.6827730476135	7.39762955591831	8.18539946357555	14.2257349585556	6.33143659264107	3.07744956387129	7.96336922601807	3.87364843203433	33.2426668020016	4.54779642227512	9.70706550495116	6.80818539713601	2.01844614660717	3.20262700009165	9.79071323454708	1.85353996228459	7.14429126735802	1.91266995800641	1.95616476574172	1.68563578555025	1.57380770717962	1.14507954545533
