gene_id	withinSubset	lncRnaName	Comp.1	Comp.2	Comp.3	Comp.4	Comp.5	Comp.6	Comp.7	Comp.8	Comp.9	Comp.10	Comp.11	Comp.12	Comp.13	Comp.14	Comp.15
ENSG00000100181.14	true	ENSG00000100181	22.3783232673517	3.17593630901242	2.35250803478143	6.3788898980027	2.35928459971185	2.18215402010143	3.63046287675151	4.73765241935654	3.88138972653749	2.81962177701856	1.60651385844077	1.4767100699778	4.2146643662784	2.48937690573058	1.28397589184633
ENSG00000115934.11	rest	ENSG00000115934	22.9663820448623	2.33026719415772	2.52754005676977	7.21681286851783	2.47111177193141	2.27760422940037	3.70239498514539	4.71968576400034	3.76531823350287	2.76792842403862	1.60046525035379	1.47784368089643	4.22302056268148	2.43359603964953	1.32004198329874
ENSG00000124915.6	rest	ENSG00000124915	22.9668340776263	2.32648180771853	2.53709018351761	7.22304066421951	2.47297135669462	2.27744241332467	3.70328041345472	4.71873199281994	3.76474928178916	2.76688806407384	1.59960820097629	1.47736592978285	4.22414047701125	2.43376690605996	1.32002319798225
ENSG00000163364.4	rest	ENSG00000163364	22.3504814755485	2.59940140409011	2.23946182620746	8.00834502770817	2.59984890218528	2.02609077338931	4.3884308364829	5.64959280946467	4.11136570815724	2.87468384320444	1.67816783343105	1.27463050929207	4.45083043367795	2.59230739138295	1.31296224322291
ENSG00000170590.4	rest	ENSG00000170590	22.912295471784	2.33693880810843	2.52071309286824	7.24550718780976	2.46707206839514	2.28425625724239	3.71263260275787	4.73948520985952	3.77764019105214	2.75744634278478	1.60239303663709	1.47034215401469	4.22389903959581	2.43392210326553	1.31840708499007
ENSG00000175701.6	rest	ENSG00000175701	22.5324672343448	2.32213346812816	2.48706105758721	7.24434601410835	2.36932392869029	2.40592694158165	3.7971037846719	4.63311341495537	3.72400911635159	2.65511751626267	1.54782358243999	1.37766940304061	4.22421735867592	2.48483776652937	1.27567138037972
ENSG00000175873.3	rest	ENSG00000175873	22.8601201641686	2.31593685584744	2.52734364600263	7.24817944186611	2.43536710312138	2.28727531566725	3.71130416563839	4.72196979679897	3.77194045131109	2.75275902655439	1.60359194127359	1.47105639263518	4.21658755864958	2.44137382607354	1.32573811316368
ENSG00000176320.2	rest	ENSG00000176320	22.9682318679852	2.32405617014615	2.52850099609973	7.22184574948154	2.47255733429308	2.27759440767838	3.70295023005342	4.71939492244416	3.76455919231969	2.76820259727555	1.60051078769574	1.4786631118468	4.22046380829347	2.43344771079199	1.31975304981106
ENSG00000176840.6	true	ENSG00000176840	22.961359797213	2.32892774687137	2.52439689269344	7.2330232103041	2.4758443252485	2.27364354731246	3.7140373319544	4.73320029311087	3.77140510746894	2.76948848392905	1.60270180392937	1.47477166300928	4.22804931464681	2.43546395081877	1.31983790812608
ENSG00000177133.5	rest	ENSG00000177133	22.9597054837854	2.33144793044308	2.52308133462181	7.23848677335461	2.47733942037396	2.26889595327774	3.68887992327413	4.69982528217319	3.77682671776536	2.75799909524126	1.59040187821664	1.47808116604501	4.22302346039315	2.43379889030672	1.32071342195075
ENSG00000177338.7	rest	ENSG00000177338	22.9679638726927	2.32512481119184	2.52870861587141	7.22319639771474	2.47275162196233	2.27693740466492	3.7029260385951	4.71713824319108	3.76566495217117	2.76625239976746	1.59962372339556	1.47796751490789	4.22429964860999	2.43391242751565	1.32013626798951
ENSG00000177757.1	rest	ENSG00000177757	22.9586965396407	2.31780914857237	2.52845344405677	7.21866790740121	2.47348323025413	2.27508578555526	3.70321914202592	4.71946388527423	3.76464091788798	2.76827456434946	1.6011860139976	1.48242270248285	4.2214655230716	2.43884867409098	1.32063901021419
ENSG00000178457.3	rest	ENSG00000178457	22.9524129626048	2.33348405028653	2.51980854018135	7.24564638569088	2.47818715701604	2.26937011429938	3.7255376655218	4.74880687957622	3.77957844356108	2.77162768545717	1.60449159216007	1.47261216676143	4.23255822691263	2.43749316422533	1.31916329971201
ENSG00000178947.7	rest	ENSG00000178947	22.8755331122516	2.31954620913951	2.51238545146416	7.23178736705708	2.44221596748008	2.34917646980319	3.95329215098893	4.54270884868197	3.74514571807093	2.74243396518982	1.59424011372674	1.45321753649889	4.21109908188675	2.4879315892731	1.31611298111287
ENSG00000178977.3	rest	ENSG00000178977	22.921249776159	2.33424072204645	2.5373144906782	7.24497974784178	2.47446224935255	2.28666689469379	3.69860420876702	4.71602452406196	3.7587054831366	2.77627315083705	1.64767166257884	1.46721207389111	4.23129866825923	2.4343895841573	1.32064193068067
ENSG00000179136.1	rest	ENSG00000179136	22.9558561220876	2.31555157615143	2.52705444723181	7.21969582649405	2.47546127410497	2.29423265089048	3.69657396463368	4.72136963938474	3.76849361090466	2.766794562404	1.59717488199329	1.46999083544787	4.22507831599398	2.43128708349157	1.31966479776221
ENSG00000179219.5	rest	ENSG00000179219	22.9584763938838	2.32364546879317	2.52698168593687	7.22034441576152	2.47242804832672	2.27762327922015	3.70290453016577	4.72055102187238	3.76376028777566	2.7650642954101	1.6008483411383	1.47907057793463	4.22087984172681	2.43573724923312	1.319550184706
ENSG00000179406.6	rest	ENSG00000179406	22.8284294505172	2.36674751735713	2.52012381839484	7.25631826249269	2.45185065052333	2.27161601165165	3.77663639633402	4.70408857127356	3.78072692970516	2.74873320634544	1.60011008158406	1.45528415001786	4.22637139356741	2.42734573905848	1.3183234246894
