gene_id	withinSubset	lncRnaName	Comp.1	Comp.2	Comp.3	Comp.4	Comp.5	Comp.6	Comp.7	Comp.8	Comp.9	Comp.10	Comp.11	Comp.12	Comp.13	Comp.14	Comp.15
ENSG00000227310.1	rest	ENSG00000227310	16.2411520120858	5.10558073379828	2.76398056197087	7.19821003320069	8.6487003103732	2.23563656544758	2.36720539544659	1.47580041082146	5.03214457281316	3.08132914601083	4.52439158926647	3.95169567680222	2.50681189530574	1.45702835645883	1.14292075400953
ENSG00000227354.1	rest	ENSG00000227354	16.1917511704739	5.0687052495592	2.76602640895904	7.20513292786175	8.64747679756205	2.23312951776147	2.35875657241288	1.47498537247861	5.02753452563636	3.08182546960526	4.52428630250345	3.95133015960801	2.50570678398728	1.45598506406488	1.14409913751159
ENSG00000227359.1	rest	ENSG00000227359	16.2228258026317	5.11447529003958	2.76623439581756	7.19703146527251	8.64216520760554	2.23331839119595	2.35549824308426	1.47567716244427	5.03021357728084	3.07825910901162	4.52503962549365	3.95062449014622	2.50833977245709	1.45686953571892	1.1439272225691
ENSG00000227363.1	rest	ENSG00000227363	16.2459392540343	5.09956679179434	2.76538441689076	7.19787098871639	8.64768422010264	2.2365769028625	2.36053329301268	1.47585894784704	5.03177206301224	3.08105377492337	4.52396182168915	3.95124861114736	2.50672808157388	1.45683658710112	1.14292997631517
ENSG00000227372.4	rest	ENSG00000227372	15.7047950921199	5.07641657622121	2.66991655077872	7.23955367013696	8.73959020266803	2.18858514573227	2.32986428138279	1.45691280885365	5.02180711573238	3.06975088692476	4.53833752999197	3.96412690136673	2.50665998572905	1.45489022331371	1.14334486779063
ENSG00000227374.1	rest	ENSG00000227374	16.2135645881046	5.10424087315526	2.7556609925892	7.20045897711166	8.65013216527386	2.23885113912014	2.36257088778322	1.47506477086144	5.03003662037367	3.08115059259383	4.52648299694492	3.95137029119143	2.50705705168419	1.45677829809678	1.14288452106316
ENSG00000227375.1	rest	ENSG00000227375	16.241283097502	5.09975529259016	2.76472213586972	7.19848920008478	8.64861240162183	2.23636742459382	2.36193915763759	1.47578107433437	5.03179260492902	3.08104836736019	4.5243873959211	3.95147506717998	2.50671023255326	1.45673068037872	1.14290255644721
ENSG00000227388.1	rest	ENSG00000227388	16.1913020432371	5.10323665487803	2.7822008600413	7.21196810073014	8.64726829721258	2.23572647421996	2.35559493786102	1.47410946185382	5.02938616923287	3.07511339933442	4.51686436751731	3.94412870469284	2.50863190366343	1.45543372494553	1.14338468130824
ENSG00000227398.2	rest	ENSG00000227398	16.2226682148603	5.09093640735617	2.77031095234669	7.19684971553017	8.63981398789886	2.23492982946141	2.3579726173254	1.48275374478942	5.02775515677006	3.07845236940778	4.51976884285637	3.95331218722084	2.50696061162138	1.45644301685155	1.14818882003062
ENSG00000227400.2	rest	ENSG00000227400	16.2425256032171	5.10140005874008	2.77637003963439	7.20633767664588	8.64833569939748	2.23642975316812	2.36036236961728	1.47466573119873	5.03194556853156	3.08237092490793	4.52392846326973	3.95127477072612	2.506748205183	1.4566153550332	1.14301934532039
ENSG00000227403.1	rest	ENSG00000227403	16.1284446146633	5.12028302482097	2.77766183570249	7.24295190217685	8.67125912069563	2.23475023867597	2.36212336566843	1.46716271867742	5.03708902413909	3.08803832022915	4.52060787043979	3.94621800356871	2.51028860697611	1.4514694582511	1.14342519214177
ENSG00000227467.3	rest	ENSG00000227467	16.1277674696882	5.18684998269879	2.73894861801506	7.20305282758701	8.67836157142229	2.2359920975873	2.31595583946732	1.46795257471554	5.02906534670325	3.07905735995779	4.5315296390911	3.95292305138958	2.50890675028767	1.4565011971509	1.14476497598899
ENSG00000227479.1	rest	ENSG00000227479	16.2318916210789	5.1111737965218	2.76320958389594	7.19802823253598	8.65199947108145	2.23795410639153	2.3438831510545	1.4745410467164	5.03090633239884	3.08025835575577	4.52534183449594	3.95096380544809	2.50699394150889	1.4564982757883	1.14291326065093
ENSG00000227482.1	rest	ENSG00000227482	16.2367407484137	5.10476220053524	2.76432167823848	7.19773892899945	8.64206247325197	2.23445567072097	2.35910268894965	1.47467752112517	5.0314972063076	3.07835284195468	4.52443905290981	3.95097848529143	2.50689102344605	1.45672132961403	1.14291635472759
ENSG00000227484.1	rest	ENSG00000227484	16.2428225530928	5.09970835507742	2.78111641922492	7.20669588776334	8.64829243178465	2.23623483668356	2.36122051762037	1.47443016504435	5.03207481493883	3.08359273588353	4.52413290185913	3.95140636942683	2.50657537361068	1.45651753307713	1.1430197927359
ENSG00000227486.1	rest	ENSG00000227486	16.225209351923	5.07663494687076	2.78513184289408	7.22158294562381	8.64746184398968	2.23303388777153	2.3622468407763	1.47285397342039	5.0307138850497	3.08285176170422	4.5236515292291	3.95207835210376	2.50580989291317	1.45609307686876	1.14203575207453
ENSG00000227495.1	rest	ENSG00000227495	16.2407779988229	5.1051442675806	2.76596351965658	7.19936452408554	8.64827435734505	2.23579257494705	2.36437623755828	1.47691544922579	5.03126369592834	3.08165908286244	4.52494149532053	3.9513976322016	2.50739463668928	1.45700465658754	1.14306916263051
ENSG00000227502.1	rest	ENSG00000227502	16.2065300562921	5.11465722125805	2.81893886661362	7.24360397285102	8.65746435558796	2.23795621186827	2.32982503157339	1.46544200267961	5.03187263794684	3.08800716022454	4.52448524948154	3.95027099697554	2.50677810625511	1.45491101540695	1.14326637168449
ENSG00000227533.1	rest	ENSG00000227533	16.2074305436321	5.07386990983022	2.77205493577706	7.18531668222039	8.64676709055063	2.23199442144344	2.36052138211379	1.47304264608374	5.03102879437727	3.08112283202858	4.52482930923835	3.95075382954529	2.50511958369298	1.45548360635717	1.14264605263943
ENSG00000227540.1	rest	ENSG00000227540	16.2102762134789	5.0867609600748	2.76741546992741	7.19194204550709	8.65184417834584	2.23397702341975	2.36737103904345	1.4748555981976	5.03061451850004	3.08171648162481	4.52354414798314	3.94967146155732	2.50773750105566	1.45669904934391	1.14296006527501
ENSG00000227542.1	rest	ENSG00000227542	16.1617536020932	5.06652818445721	2.7387200225891	7.20717484814324	8.64519029492872	2.25160991178317	2.35980186502148	1.49666553081529	5.02326462761265	3.08159818875819	4.52376113258978	3.94350003729071	2.50505215373901	1.44878758554927	1.14406611123037
