"","missing"
"1","ENSG00000222041"
"2","ENSG00000229807"
"3","ENSG00000235576"
"4","ENSG00000254339"
"5","ENSG00000253522"
"6","ENSG00000214548"
"7","ENSG00000214049"
"8","ENSG00000254277"
"9","ENSG00000225210"
"10","ENSG00000186594"
"11","ENSG00000251562"
"12","ENSG00000247844"
"13","ENSG00000245532"
"14","ENSG00000249790"
"15","ENSG00000234883"
"16","ENSG00000237643"
"17","ENSG00000172965"
"18","ENSG00000230937"
"19","ENSG00000254934"
"20","ENSG00000232388"
