"","missing"
"1","ENSG00000224093"
"2","ENSG00000224738"
"3","ENSG00000254682"
"4","ENSG00000249572"
"5","ENSG00000223482"
"6","ENSG00000249532"
"7","ENSG00000224597"
"8","ENSG00000225733"
"9","ENSG00000226779"
"10","ENSG00000255495"
"11","ENSG00000254911"
"12","ENSG00000237298"
"13","ENSG00000229874"
"14","ENSG00000236933"
"15","ENSG00000235123"
"16","ENSG00000253352"
"17","ENSG00000228989"
"18","ENSG00000239906"
"19","ENSG00000247092"
"20","ENSG00000229953"
