gene_id	withinSubset	lncRnaName	Comp.1	Comp.2	Comp.3	Comp.4	Comp.5	Comp.6	Comp.7	Comp.8	Comp.9	Comp.10	Comp.11	Comp.12	Comp.13	Comp.14	Comp.15
ENSG00000004142.6	rest	ENSG00000004142	50.2447192916492	11.3560804149432	18.782070337071	9.05663546365869	5.97083225316468	26.2261892425594	12.5202039134983	7.03454577135046	116.110660164992	5.19556302857208	38.5077908824479	72.5139248693546	3.93453819151493	4.44512960588284	73.6868606719112
ENSG00000006534.11	rest	ENSG00000006534	57.9995378981806	9.3892742416222	18.9759435842378	8.16684613307989	7.35293354150278	27.3065071585839	13.2591003950149	7.45320093477037	116.176730929094	5.14389588204297	38.2477024123411	72.977590546431	3.66839130658044	4.98371062297577	73.1183149446817
ENSG00000085365.12	rest	ENSG00000085365	56.0020606776426	9.41505995300756	18.8854009377191	8.41235093866137	6.69446436418896	27.1617080958077	13.1646108417266	7.60351988799842	115.945101750068	5.11574521180477	38.3227875286017	72.8419398444259	3.36244333968332	4.70230735247512	73.1465227675045
ENSG00000088970.10	rest	ENSG00000088970	58.2680307881272	8.89906194784146	18.5673613598946	8.29588482416759	6.72294461178875	27.6423827816992	12.936001913687	7.74963755575097	116.406146347993	6.10873170175278	38.5299843457493	72.9034030126791	3.54072077156699	4.48519279595817	73.0003248075438
ENSG00000100181.14	true	ENSG00000100181	58.459775001951	8.11913618470825	18.2314990634938	7.39745786573645	6.71119743700626	26.8757233023468	12.950813535967	7.45889811314857	116.044645850088	5.34585385867509	38.5203123935432	73.0450712496255	3.36181046179516	4.83350524037983	73.0938836707809
ENSG00000104691.10	rest	ENSG00000104691	58.4037257641538	8.69301507945428	18.5888616420164	8.0351894810914	6.77564462179593	27.2560045612301	13.0326183481676	7.55076334008427	115.992874647968	5.28382978736768	38.4860491086014	73.0919484776136	3.46961124649698	4.76748338229692	73.0760723384283
ENSG00000108819.9	rest	ENSG00000108819	57.7542927474117	8.9366560231014	18.9053936748457	8.48025517026996	6.67880495917122	27.0803394978152	12.6926306821046	7.7126979592463	115.723676328496	5.23347002184977	38.6041400389377	73.082250797296	3.45515564898592	4.80035538091759	73.1726026569086
ENSG00000110347.7	rest	ENSG00000110347	59.04992547191	8.81426939758784	18.6318829670647	8.23530534909892	6.79657336704648	27.2310506961132	12.9796704824207	7.56783571712199	116.046281549021	5.22481985173567	38.5305532837666	73.1093597477124	3.39329955109545	4.80070730041365	73.0544394460516
ENSG00000115934.11	rest	ENSG00000115934	59.0587440466056	8.80949193891075	18.6251339912857	8.22726248633718	6.79784617705902	27.231530028559	12.9734494038975	7.54598768233976	116.04663949347	5.23394982771586	38.5220816244862	73.1107923554824	3.39219573709819	4.80152936788424	73.053619780378
ENSG00000126749.7	rest	ENSG00000126749	56.2863008504398	9.34157479957369	18.343231680994	8.40228012797231	5.83477848553425	27.3031675428584	13.2043639173044	6.96170431298359	116.005002226615	5.20645640660519	38.785159291407	73.3527948268247	3.60412339161508	4.51050253931851	73.293575502116
