gene_id	withinSubset	lncRnaName	Comp.1	Comp.2	Comp.3	Comp.4	Comp.5	Comp.6	Comp.7	Comp.8	Comp.9	Comp.10	Comp.11	Comp.12	Comp.13	Comp.14	Comp.15	Comp.16	Comp.17	Comp.18	Comp.19	Comp.20	Comp.21	Comp.22	Comp.23	Comp.24	Comp.25	Comp.26	Comp.27	Comp.28	Comp.29	Comp.30
ENSG00000234449.1	rest	ENSG00000234449	55.8526975612869	17.1404124629738	13.2401279873655	10.1883147951136	22.1434496473754	16.0291697018481	7.57574858403476	11.5260174314637	11.6878914905161	65.8601408184345	5.92502215016588	2.5813292602697	10.8772768790637	119.177199533996	56.0514505482763	29.1846822748407	6.72546923548829	8.09999238281866	8.2820508728565	17.0607276969104	5.57218690258054	7.08195251910319	3.4956641252177	11.3045857612059	1.52518544425242	12.968388148111	2.39297202601994	3.32303871635825	4.05475134339069	1.06524760483257
ENSG00000234456.2	rest	ENSG00000234456	56.5678674178294	16.9504946063276	14.6581307953938	11.5458782707382	19.7133760416153	16.5485745488926	7.4075156183565	11.4736047000404	11.9311621464185	65.2137204297838	6.14809099994782	2.41442323557013	10.9974480795516	119.178427526783	55.7427490810344	29.1478756031021	6.98020680181905	7.86431837276853	7.26820906299271	17.1244182660982	5.65482614570356	7.09734049986209	3.50064436783947	11.3335126128285	1.52581601138619	12.9458963472211	2.38016117790665	3.32465617555005	4.04125871707482	1.08231265526623
ENSG00000234722.2	rest	ENSG00000234722	57.8902960275899	17.288951708863	14.3826760224077	10.1484163300613	20.3149414083157	16.6843445193711	7.68869968271717	11.8751198129546	11.6855176264286	66.0317005965479	6.1020809056861	2.42555917608885	10.9540242774698	118.768235090543	55.8149266479775	28.9100500030387	7.39601410424539	7.9439130142484	7.70822580254563	17.066749308645	5.61798647459236	7.08801064203273	3.52065499419762	11.3277630794239	1.54722240595245	12.9498551006304	2.39911527650367	3.32831666921679	4.04749303266316	1.0705298527858
ENSG00000234741.2	true	ENSG00000234741	53.7368405775055	16.6887358327298	13.2769607262565	8.93423400361386	20.6189403815149	17.9588937506838	7.78783701452696	11.7979527880499	12.0736943697615	66.2649988950542	6.53687987155374	3.26862840784598	10.6048808790406	118.907222034822	55.5723839438803	29.0015432861422	7.57966979860932	7.73800564105872	7.77084715589416	16.8917396910495	5.85181513185616	7.09960906430649	3.52903879780654	11.280003780399	1.52079877931429	12.8967367219196	2.40356949282251	3.33198168204915	4.05627621135086	1.08249685790639
ENSG00000234883.1	true	ENSG00000234883	56.7535092002419	23.478521877858	5.52560976606752	13.114367943285	18.5638959278893	17.1940442882209	8.67048149321216	13.3829192553576	10.8089911019155	65.6941462415776	6.49797884111834	2.60761234076861	10.8196996293201	118.817009737075	55.8009107465664	28.7807060359863	7.43811720143196	7.82415007761521	7.8806194604114	17.6083993040983	5.59083192433972	7.04277333569513	3.50544519872112	11.3047104038335	1.50634543278073	12.9542009470844	2.39955561569235	3.33246723764305	4.05403613871274	1.07354874085563
ENSG00000234978.1	rest	ENSG00000234978	57.6260266181112	17.4125086556547	14.3223657721637	9.96883454944189	20.3119426830276	16.7040012204824	7.63564120755627	11.7418076551642	11.7770512716808	66.0084349581734	6.12348260025061	2.39065380147092	10.9568377680809	118.77068309269	55.8065549325597	28.8608725552809	7.44596039214078	7.94935049269704	7.74381173360134	17.0819017167354	5.61689335196089	7.08781706736173	3.51452386246093	11.3239649089173	1.5590455145248	12.9518039063222	2.39436645726143	3.32857629280615	4.04841472842438	1.07109884303669
ENSG00000235152.1	rest	ENSG00000235152	58.0407847678449	16.3972390241032	13.8765736838915	10.8026468375899	20.2720467777906	16.7762146297233	7.58732035306574	11.9281797141569	11.7630280334809	66.0444564206031	6.12935896675291	2.59257370785045	10.3957922969807	118.717375122003	55.2281888287605	28.9638153361918	7.3358106225805	7.93992190924352	7.77626808718488	17.077405384183	5.61827389574202	7.08883001923998	3.52025716255869	11.3400755313338	1.54319338318527	12.9603806547856	2.39788371215265	3.32116042689052	4.04543650659888	1.06736247194519
ENSG00000235162.2	rest	ENSG00000235162	22.9473966821949	16.5232447738415	18.348150743029	22.0462387616117	9.67871922892976	9.28102913600874	1	16.141956987859	6.42262443914829	66.990717428553	2.89732490611099	1	10.8888325757547	113.237144592831	55.9546062069545	27.7076100395467	1	5.13101439867224	1.31814930399787	17.3012317501927	6.77195260796877	7.36056636580203	3.77286978977514	11.3035520635285	1.28818239737452	13.9774364567286	1.98180081749711	3.20500911640185	3.83274485328515	1.0823927844909
ENSG00000235385.1	rest	ENSG00000235385	57.9941575554903	17.055031842441	14.2554194378764	11.0049453250533	20.3809484159857	16.8434462449997	7.52483759609808	11.5377392387242	11.9549129245301	66.1756953346239	5.88811892920071	2.32351895218363	10.9543746680602	118.868096114671	55.7466379982677	28.9108035806515	7.41555484495402	7.98279980881327	7.74868306827666	17.1118947350067	5.62671095767518	7.08658427943058	3.51774278572836	11.3306643542987	1.57730156021306	12.9547112951986	2.39636350306382	3.32597378167233	4.04984512182773	1.0741459171975
ENSG00000235398.1	rest	ENSG00000235398	57.4091294081922	16.9931113678671	13.8144145039451	10.9867870743093	20.7062156544975	16.7139403700763	7.60098585727038	12.0032002617028	11.7660026819589	65.954168328511	6.21835412464092	2.31972454466056	10.9173250353281	118.813587984547	55.8136740264963	28.7699930775291	7.57285335274428	7.8876084179114	7.65352180951902	17.0185179418127	5.61455028828434	7.11178849645077	3.51713769188839	11.3113801026785	1.53184841646456	12.998692491883	2.41395213018775	3.32562505569593	4.04850351488637	1.06787464106203
ENSG00000235576.1	rest	ENSG00000235576	57.4922674059523	20.2280859931069	9.93424290109026	12.0251868250525	19.4928487878316	17.0338615609086	8.1526770199654	12.6674690446279	11.2692136679098	65.948366436956	6.28638413443685	2.46773673150519	10.9368926079468	118.790510716552	55.7534283741872	28.8360348645843	7.379797749141	7.91174156253835	7.80026056776292	17.5056192761319	5.61319767811302	7.0644144776395	3.51455864620329	11.3109246973738	1.54766578345797	12.9594589328066	2.40142671769901	3.3313069131346	4.05086118206878	1.07320702559902
