"","missing"
"1","ENSG00000130600"
"2","ENSG00000130600"
"3","ENSG00000256329"
"4","ENSG00000235162"
"5","ENSG00000228474"
"6","ENSG00000228474"
"7","ENSG00000251562"
"8","ENSG00000251562"
"9","ENSG00000175061"
"10","ENSG00000226950"
