"","missing"
"1","ENSG00000250961"
"2","ENSG00000188338"
"3","ENSG00000231698"
"4","ENSG00000230937"
"5","ENSG00000085365"
"6","ENSG00000223380"
"7","ENSG00000227674"
"8","ENSG00000236673"
"9","ENSG00000250763"
"10","ENSG00000247556"
"11","ENSG00000130600"
"12","ENSG00000247844"
"13","ENSG00000175061"
"14","ENSG00000226950"
"15","ENSG00000249790"
"16","ENSG00000196756"
"17","ENSG00000255717"
"18","ENSG00000234741"
"19","ENSG00000147676"
"20","ENSG00000004142"
