transcript_id HELAS3 GM12878 H1HESC HEPG2 K562
ENST00000533327.1 0 0 0 0 0
ENST00000530525.1 0 0 0.002885 0 8.45e-05
ENST00000524987.1 0 0 0 0 0
ENST00000526174.1 0.0006655 0 0 0.0001225 0
ENST00000527232.1 0 0.000112 0.000143 0.000155 0.0001575
ENST00000528607.1 0.0003165 0 0 0.0013415 0.0002105
ENST00000531426.1 0.000712 0.0001345 0.0015215 0.000375 0.0011055
ENST00000526017.1 0 0 0 0 0
ENST00000324630.5 0 0 0 0 0
ENST00000530690.1 0.0045695 0.000676 0.0026545 0.0001255 3.3e-05
ENST00000500185.2 0.007263 0.0008625 0.001916 0.006551 0.003092
ENST00000524619.1 0.003018 0.0010905 0.001056 0.0021405 0.002801
ENST00000445532.1 0 0 0.002347 0.003442 0
ENST00000445654.1 0.001442 0 0 0 0
ENST00000429561.1 0 0 0.000142 0 0
ENST00000429268.1 0 0 0.00088 0 0
ENST00000307548.2 0 0 0 0 0
ENST00000529369.1 0.168807 0.796758 1.31222 0.407417 1.81058
ENST00000527566.1 0 0 0 0 0
ENST00000532530.1 0 0.000775 0 0 0.0003265
ENST00000511954.1 0.00197 0.001181 0.0039465 0.003482 1.05e-05
ENST00000524714.1 0 0 0.000767 0 0
ENST00000508969.2 0.001268 0.002708 0.0009955 0.0028735 2.7e-05
ENST00000502284.1 0.0054245 0.005858 0.000611 0.00735 0.001462
ENST00000378140.3 0 0.0001685 0 0 0
ENST00000546065.1 0 0.000267 0.000425 0 0.001404
ENST00000544195.1 0 0 0 0 0
ENST00000537727.1 0 0 0 0 0
ENST00000544959.1 0.001231 0.0001635 0 0 0
ENST00000450804.3 0.218408 6.55e-05 0 0.0675825 0
ENST00000545254.1 0.0079085 0.000242 0.0226305 0.003184 0
ENST00000540912.1 0.0008365 0 0 0.001584 0
ENST00000542022.1 0 0 0 0 0
ENST00000500163.2 0.000166 0 0 6.55e-05 0
ENST00000538111.1 0 0 0.0008695 0.0003025 0
ENST00000541254.1 0 0.079848 0 0.000743 0
ENST00000400985.3 0.0006505 0 0 0.0009125 0
ENST00000546324.1 0.008967 0.000365 0.001588 0.0107435 0.0001415
ENST00000544674.1 0.002442 0.0013695 0.002127 0.0079905 0.000319
ENST00000542598.1 0.000255 0.0002685 0 0 0
ENST00000536855.1 0.0003095 0.0002705 0 0 0.000398
ENST00000538624.1 0 0 0 0 0
ENST00000540547.1 0.011628 0.0011985 0.0100625 0.0038455 0.0013395
ENST00000421949.3 0 0.0004565 0 0 6.05e-05
ENST00000535936.1 0.006119 0.005183 0.0118145 0.002119 0.004174
ENST00000537019.1 0.000563 6.35e-05 0.015282 0.000829 8.5e-05
ENST00000540886.1 0 0 0 0 0
ENST00000502071.2 0 0 9.55e-05 0 0
ENST00000531906.1 0 0 0 0 0
ENST00000533008.1 0 0 0 0 0
ENST00000524441.1 0 0 0 0 0.0001045
ENST00000530510.1 0 0 0 0 0
ENST00000530550.1 0 0 0 0 0.0004525
ENST00000530792.1 0 0 0 0 0.000229
ENST00000529491.1 0 0 0.000291 0 0
ENST00000529215.1 0 0 0 0 0
ENST00000529304.1 0.000701 0 0 0 0
ENST00000533740.1 0.003472 0 0 0 0
ENST00000534545.1 0 0 0 0 0
ENST00000531652.1 0.0001215 0 0.000169 0 9.2e-05
ENST00000525418.1 0 0 0.000403 0 0
ENST00000527803.1 0.000271 0 0.0015755 0.0006995 0.0011475
ENST00000532553.1 0 0 0 0 0
ENST00000530435.1 0 0 0 0 0
ENST00000499390.2 0.0002855 0.0002095 0.00125 0.001285 0
ENST00000524768.1 0.0040875 0.0047885 0.0020665 0.0029165 2.95e-05
ENST00000534354.1 0.0009035 0.001922 0 0.0012125 0
ENST00000533945.1 0.0005075 0.0004705 0 0 0.0006
ENST00000533590.1 0.0001125 0.000954 0.0004945 0 0
ENST00000525580.1 0 0 0 0 0
ENST00000527219.1 0 0 0.0003435 0.00016 0.000332
ENST00000531263.1 0.0059635 0.005374 0.0022875 0.004127 0
ENST00000529719.1 0.0003135 0 0 0 0
ENST00000531215.1 0.0033035 0.0097205 0.000838 0.002346 0.003587
ENST00000529298.1 0 0 0 0 0
ENST00000527314.1 0 0 0 0 0
ENST00000531538.1 0.004218 0 0.0055585 0.0008605 0
ENST00000530759.1 0.25562 0.242983 0.574331 0.157359 0.3441
ENST00000528781.1 0.0004635 0.0015725 0 0.000223 0.0005615
ENST00000532413.1 0 0 0 0 0.000843
ENST00000531511.1 0 0.0001235 0.0017375 0 0.0007585
ENST00000447519.1 0.0001235 0 0.001881 0.000312 0.000159
ENST00000533588.1 0 0 0 0 0.000941
ENST00000525328.1 0.14457 0.0001855 0 0.0507485 0
ENST00000533437.1 0.012763 0 0.003102 0.0107685 0
ENST00000528075.1 0.0067 0 0 0.000457 0.0009055
ENST00000526585.1 0.0015075 0 0 0.0004 0.001331
ENST00000527778.1 0.001878 0 0.0003515 0 0.001473
ENST00000530190.1 0 0 0 0 0
ENST00000525450.1 0 0 0 0 0
ENST00000532906.1 0 0 0 0 0
ENST00000529777.1 0 0 0 0 0
ENST00000529656.1 0.001558 0.003156 0.003233 0.0019145 0.0054695
ENST00000528233.1 0.00187 0.0026695 0.00314 0.0019405 0.0101655
ENST00000525594.1 0.002445 0.0012185 0.0004085 0.001903 0.0015365
ENST00000527012.1 0 0.0003265 0.0007955 0.0011845 0.0023715
ENST00000530972.1 0.0048675 0.0086885 0.003799 0.007421 0.0141035
ENST00000533697.1 0 0.004695 0.0018655 0 0.007358
ENST00000526730.1 0 0.0006475 0.0005655 0.0044035 0.001228
ENST00000532831.1 0.046047 0.02153 0.023288 0.0389385 0.081648
ENST00000523626.2 0.0036565 0.0076145 0.003473 0.0018765 0
ENST00000530261.1 0.00221 9.05e-05 0.0011335 0.002213 0.001897
ENST00000500113.1 0.0113265 0.0052565 0.008227 0.020402 0.0255055
ENST00000527321.1 0.0073015 0.0013615 0.002622 0.0053395 0.0061575
ENST00000528468.1 0.0051385 0.000392 0.00022 0.004319 0.002324
ENST00000534168.1 0 0 0 0 0
ENST00000527030.1 0 0.0002425 0 0 0
ENST00000513207.2 0.0122865 0.010345 0.0186835 0.0158725 0.018131
ENST00000526976.1 0 0 0 0 0
ENST00000526741.1 0 0 0 0 0
ENST00000525952.1 0 0.000357 0 0 0
ENST00000534593.1 0 0 0 0 0.000333
ENST00000526091.1 0 0.0010965 0 5.85e-05 6e-05
ENST00000527440.1 0 0 0 0 0
ENST00000526851.1 0 0 0 0 0
ENST00000532605.1 0 0 0 0 0
ENST00000526840.1 5.45e-05 0.0002045 0 0 0
ENST00000530896.1 0 0 0 0 0
ENST00000500502.1 0 0 0 0 0
ENST00000526154.1 0 0.039746 0 0 0
ENST00000532217.1 0 0 0 0 0
ENST00000527364.1 0 0 0 0 0
ENST00000526305.1 0 0 0 0 0
ENST00000530030.1 0 0 0 0 0.0001515
ENST00000527550.1 0.000905 0.000813 0 0.0003545 0.0001075
ENST00000501011.2 0.151595 0.0438605 0.0287595 0.0505435 0.120506
ENST00000527627.1 0.002904 0.0125615 0.0081395 0.005767 0.0137985
ENST00000526795.1 0.024466 0.057206 0.014168 0.013311 0.030347
ENST00000533528.1 0.0089395 0.014185 0.0040885 0.0199205 0.0159495
ENST00000533708.1 0.027959 0.0344955 0.0096905 0.0168765 0.038794
ENST00000534499.1 0.054471 0.0127885 0.0117935 0.0487515 0.0129645
ENST00000528156.1 0.05055 0.0454325 0.0261765 0.029112 0.0343945
ENST00000530270.1 0.030838 0.0209055 0.006801 0.0087745 0.0492255
ENST00000533329.1 0 0.0003535 0.0007185 0 0
ENST00000528133.1 0.01357 0.011191 0.004287 0.004711 0.0081905
ENST00000528524.1 0.0411855 0.0111665 0.011304 0.032792 0.0097505
ENST00000530825.1 0.0051465 0.0030875 0 0.0123535 0
ENST00000529031.1 0.0026005 0 0.004027 0.0045165 0.001466
ENST00000529811.1 0.025087 0.006821 4.95e-05 0.016335 0.0134165
ENST00000529607.1 0.0021035 0.001102 0.000574 0.004549 0.0029515
ENST00000500634.2 0.10804 0.025211 0.029636 0.0636735 0.0447545
ENST00000528083.1 0.012738 0.0005815 0.013778 0.0023185 0.007734
ENST00000531869.1 0.001489 0.000637 0 0.0014525 0
ENST00000530045.1 0.0104765 0.002237 0.00211 0.009003 0.0004005
ENST00000534572.1 0.0010385 0.000145 0 0.0017725 0
ENST00000531424.1 6.3e-05 0 0 0 0
ENST00000533669.1 0.000833 0 0 0 0
ENST00000533101.1 0.0100565 0 0 0.0009185 0
ENST00000526344.1 0.002088 0 0 0.0018145 0
ENST00000534275.1 0 0 0 0 0
ENST00000532123.1 0 0 0 0 0
ENST00000531414.1 0.000338 0 0 0.000405 0.000439
ENST00000530126.1 0 0.005118 0 0 0
ENST00000524610.1 0 0 0 0 0.0001625
ENST00000526206.1 0.0033545 0 0 0 0
ENST00000532979.1 0.0008765 0 0 0 0
ENST00000528660.1 0.004934 0 0.0075515 0.014164 0.011005
ENST00000533672.1 0 0 0 0 0
ENST00000499504.2 0.009578 0 0.005713 0.010636 0.0032365
ENST00000531827.1 0.0066195 0.000108 0.001954 0.010825 0.0032995
ENST00000532606.1 0 0 0.0018455 0 0
ENST00000532849.1 0 0 0.00054 0 0
ENST00000531454.1 0 0.000363 0 0 0
ENST00000528458.1 0 0 0 0 0
ENST00000526448.1 0 0 0.0010275 0 0
ENST00000531994.1 0 0 0.004809 0 0
ENST00000527332.1 0 0 0 0 0
ENST00000526509.1 0 0 0 0 0
ENST00000531176.1 0 0 0 0 0
ENST00000529884.1 0 0.000529 0 0 0
ENST00000532770.1 0 0 0 0 0
ENST00000531846.1 0 0 0 0 0
ENST00000530422.1 0.488865 1.08369 0.318007 0.421581 1.03771
ENST00000506309.2 0 0 0.0021545 0 0.0002195
ENST00000515097.2 0.0006135 0.0012835 0.0204185 0 0
ENST00000541092.1 0.0864915 0.172333 0.0540125 0.115308 0.115372
ENST00000542198.1 0 0 0 0 0
ENST00000536540.1 0 0.0002725 0 0 0
ENST00000537874.1 0 0 0 0 0
ENST00000438416.2 0 0 0.0001445 0 0.001718
ENST00000544019.1 0 0 0.029601 0 6.15e-05
ENST00000541293.1 0 0 0.0329085 0 0.0006585
ENST00000540151.1 0 0 0.0221255 0 0.003609
ENST00000542479.1 0 0 0 0 0.0002655
ENST00000545958.1 0.0001625 0 0 0 0
ENST00000501356.1 0.00015 0.000954 0.000774 9.8e-05 0.0001185
ENST00000534864.1 0 0.0011835 0.002254 7.15e-05 0
ENST00000545216.1 0 0.0005125 0 0 0
ENST00000534891.1 0 0.0009395 0 0 8.45e-05
ENST00000536683.1 0 0.0008245 0.0021835 0 8.9e-05
ENST00000543150.1 0.000325 0.0071445 0.007126 0 0.000187
ENST00000540692.1 0 0.004897 0.003756 0.0002985 0.0001675
ENST00000543573.1 0.0008085 0.0287725 0.026641 0.001754 0.0008005
ENST00000511947.2 0 0 0 0 0
ENST00000545912.1 0 0 0 0 0
ENST00000511243.2 0 0 0 0 0.000595
ENST00000543403.1 0 0 0 0 0
ENST00000527528.1 0 0 0.004484 0 0
ENST00000529088.1 0 0 0 0 0
ENST00000526385.1 0 0 0 0 0.000122
ENST00000527281.1 0 0 0 0 0
ENST00000532109.1 0 0 0.00268 0 0
ENST00000527345.1 0 0 0 0 0
ENST00000501397.1 0.006267 0.0005635 0.013876 0.0029115 0.0059405
ENST00000526310.1 0 0 0 0 0
ENST00000528717.1 0.0049435 0.0061955 0.0022885 0.014084 0.003148
ENST00000544115.1 0 0.0003275 0 0.000161 0
ENST00000542119.1 0 0.000739 0 0 0
ENST00000533459.1 0 0 0 0 0
ENST00000527804.1 0 0 0 0 0
ENST00000536529.1 0 0 0 0 0
ENST00000538641.1 0 0 0 0 0
ENST00000545630.1 0 0 0.0001765 0 0
ENST00000528811.1 0 0 0 0 0.004505
ENST00000532422.1 0 0 0 0 0
ENST00000527594.1 0 0 0 0 0
ENST00000524966.1 0 0 0 0 0
ENST00000525548.1 0.0001995 0.0004425 0.0005095 0.0007475 0.000304
ENST00000526041.1 0 0 0 0 0
ENST00000532992.1 0 0.000149 0 0 0.00021
ENST00000532929.1 0 0 0 0 8.15e-05
ENST00000534252.1 0.000314 0.0002625 0 0 0.0008615
ENST00000526605.1 0.0101355 0.0021595 0 0.0038975 0
ENST00000526703.1 0.004429 0 0.000221 0 0
ENST00000528614.1 0.000264 0.0048245 0 0.0008955 0
ENST00000531009.1 0 0.0006175 0 0 0
ENST00000540312.1 0 0 0.002373 0 0
ENST00000530283.1 0 0.000715 0 0 0
ENST00000529841.1 0.0021185 0.000394 0.0005135 0.0139605 0.0009455
ENST00000534218.1 0.0047355 0.000149 0 0.020799 0.000518
ENST00000531305.1 0.001751 0.0008435 0.0002635 0.000804 0.0009545
ENST00000530733.1 0 0 0 0 0
ENST00000527589.1 0 0 0 0 0
ENST00000504610.2 0.001594 0.002681 0.001322 0.004752 0.003846
ENST00000532168.1 0.0007125 0.0005 0.00058 0 0.003277
ENST00000419895.3 0.0015405 0.0005055 0.0056875 0.000777 0.0006765
ENST00000529938.1 0.003819 0.003529 0.004555 0.001497 0.0029535
ENST00000527511.1 0.000665 0.000724 0.0018285 0.000773 0.0037075
ENST00000528496.1 0 0.0001035 0.000264 0.0004195 0.00014
ENST00000529238.1 0 0 0 0 0
ENST00000529827.1 0 0 0 0 0
ENST00000525984.1 0 0 0.0004505 0 0
ENST00000524772.1 0 0 0 0 0
ENST00000500537.2 0 0 0.002292 6.2e-05 0
ENST00000532002.1 0 0 0.0001255 0 0
ENST00000533638.1 0 0 0 0 0
ENST00000526229.1 0 7.15e-05 0.0005575 0 0
ENST00000529416.1 0 0.002293 0.0017845 0 0
ENST00000526487.1 0 0 0.003501 0 0
ENST00000533504.1 0 0.0024745 0.009165 0.0001755 0.0013535
ENST00000546284.1 0.0001835 0 0 0 0
ENST00000543486.1 0.003736 0.0025665 0.002445 0.0017005 0.006111
ENST00000399123.2 0 0 0 0 0
ENST00000544925.1 0 0 0 0 0
ENST00000534904.1 0.000179 9.35e-05 0 4.7e-05 0
ENST00000546273.1 0 0 0 0.0012305 0
ENST00000545593.1 0 0 0 0 0
ENST00000535704.1 0 0 0 0 0
ENST00000543182.1 0 0 0 0 0
ENST00000539685.1 0 0 0 0 0
ENST00000540545.1 0 0 0 0.000167 0
ENST00000544663.1 0 0 0 0 0
ENST00000306533.8 0 0 0 0 0
ENST00000424313.2 0 0 0.0008595 0 0
ENST00000539305.1 0 0 0 0 0
ENST00000499809.1 0 4.65e-05 0.005766 3.6e-05 1.95e-05
ENST00000501294.1 0 0 0.000359 0 0
ENST00000514294.2 0 0 0.0018745 0 0
ENST00000537070.1 0 0 0.0012145 0 0
ENST00000535683.1 0 0 0.0003605 0 0
ENST00000537491.1 0 0.001263 0 0 0
ENST00000539222.1 0 0 0 0 0
ENST00000452629.1 0.001973 0 0.0018075 0.0014275 0
ENST00000444123.1 0 0 0 0 0
ENST00000439483.1 0 0 0 0 0
ENST00000439104.1 0.004432 0.0039115 0.002259 0.0048045 0.003927
ENST00000366405.2 0.013059 0.012287 0.059188 0.026449 0.009646
ENST00000457746.1 0.0009095 0 0 0.0055275 0
ENST00000444200.1 0.001076 0.000274 0.0017095 0.0021885 0
ENST00000454832.1 0.002753 0.0097985 0.0079925 0.002579 0.005988
ENST00000442124.1 0.0001995 0.000479 0.0029035 0.0032935 0
ENST00000527329.1 0 0 0 0 0
ENST00000527695.1 0 0 0 0 0
ENST00000532597.1 0 0 0 0 0
ENST00000525992.1 0.00087 0.0010305 0 0 0.000377
ENST00000528578.1 0 0 0 0 0
ENST00000530198.1 0.004401 0.000108 0.0386515 0.010498 0.0114775
ENST00000526274.1 0 0 0 0 0
ENST00000531087.1 0 0 0.000235 0 0
ENST00000531886.1 0.000586 0.0001345 0.0004695 0.000544 9.85e-05
ENST00000532153.1 0.0003385 5.25e-05 0.0014035 0.0002095 3e-05
ENST00000533253.1 0.003321 0.0108995 0.021956 0 0
ENST00000534055.1 0 0 0 0 0
ENST00000526934.1 0 0 0 0 0
ENST00000524708.1 0 0 0 0 0
ENST00000501964.1 0.00467 0.053885 0.0028415 0.0228915 0
ENST00000529160.1 0 0 0 0 0
ENST00000530955.1 0.000255 0 0 0 0
ENST00000532319.1 7.1e-05 0 0 0 0
ENST00000531470.1 0 0 0 0 0
ENST00000531381.1 0.0434255 0 0.0008165 0.0008805 0
ENST00000529823.1 0 0 0 0 0
ENST00000524376.1 0.0203235 0 0.000729 0.000316 0
ENST00000528986.1 0.0020455 0 0.0029885 0.003305 0
ENST00000531071.1 0 0 5.95e-05 0 0
ENST00000534195.1 0 0 0 0 0
ENST00000532890.1 0 0 0.0001375 0 0
ENST00000532315.1 0.0050875 0 0.0005065 0.006057 0
ENST00000530072.1 0.0002695 0 0 0 0
ENST00000531629.1 0.0008535 0 0.0003305 0 0
ENST00000532350.1 0.0061525 0 0 0 0
ENST00000533109.1 0 0 0 0 0
ENST00000534782.1 0.011993 0 0 0 0
ENST00000534496.1 0.032336 0 0.001742 0.0313855 0
ENST00000527474.1 0.014472 0 0 0.0037945 0
ENST00000529804.1 0.003252 0 0 0.001428 0
ENST00000529733.1 0 0 0 0.0013735 0
ENST00000528381.1 0.008857 0 0 0.0010965 0
ENST00000526674.1 0.022366 0 0 0.002167 0
ENST00000526777.1 0 0 0.0016695 0 0
ENST00000531681.1 0 0 0 0 0
ENST00000527533.1 0 0 0 0 0
ENST00000527774.1 0 0 0 0 0
ENST00000525757.1 0.104915 0.010389 0.0039545 0.0230115 0
ENST00000532961.1 0 0.0001345 0 0 0
ENST00000531241.1 0.0039025 0.0070565 0 0.0015005 0
ENST00000504932.2 0.014197 0.0036255 0 0.002544 0.001611
ENST00000532579.1 0.0301365 0.0099735 0 0.0051395 0.006683
ENST00000499143.2 0.002159 0.0021805 0.004432 0.002147 0.0006655
ENST00000529392.1 0.0082645 0.014187 0.0150575 0.0157085 0.001685
ENST00000524453.1 0 0 0.0036345 0.0005705 0
ENST00000532316.1 0 0 0.0034625 0 0
ENST00000532866.1 0.0370105 0.0330905 0.0263695 0.0774185 0.036176
ENST00000533378.1 0.022686 0.0153935 0.034336 0.0224815 0.0039685
ENST00000501321.1 0.0974375 0.014443 0.014675 0.0292505 0.0491545
ENST00000499602.1 0.032204 0.006413 0.0111075 0.0072795 0.025356
ENST00000530572.1 0 0 0.000895 0 0
ENST00000532988.1 0 0 0 0 0
ENST00000525678.1 0 0 0.000142 0 0
ENST00000530177.1 0 0 0 0 0
ENST00000531784.1 0 0 0 0 0
ENST00000532563.1 0 0 0 0 0
ENST00000526269.1 0 0.0007805 0.000319 0 0
ENST00000530583.1 0.0122005 0.0087715 0.0114235 0.0120245 0.005565
ENST00000538996.1 0 0 0.0023735 0 0
ENST00000525716.1 0.012295 0.01222 0.022847 0.0033975 0.008093
ENST00000441665.1 0 0.0149995 0.000162 0 0
ENST00000447864.1 0 0 0 0 0
ENST00000441638.1 0 0 0 0 0
ENST00000416553.1 0 0 1.82266 0 0
ENST00000443319.1 0 0 0 0 0
ENST00000414466.1 0 0 0 0.000154 0
ENST00000414856.1 0 0 0 0 0
ENST00000421650.1 0 0 0 0 0
ENST00000419440.1 0 0 0 0 0
ENST00000446631.1 0 0 0.0188905 0 0
ENST00000421651.1 0 0 0.005017 0 0
ENST00000533260.1 0 0 0 0 0
ENST00000533859.1 0 0.0007395 0.005053 0 0
ENST00000526254.1 0 0 0 0 0
ENST00000530621.1 0 0 0 0 0
ENST00000530957.1 0 0.019044 0.152591 0 0.0002935
ENST00000532272.1 0 0 0 0 0
ENST00000533922.1 0 0 0.000347 0 0
ENST00000532706.1 0 0 0.002927 0 0
ENST00000529070.1 0 5.35e-05 0.0035575 7.15e-05 0
ENST00000533091.1 0 0 0.000357 0 0
ENST00000527712.1 0 0 0 0 0
ENST00000526377.1 0 0.000722 0.0097545 0 0
ENST00000531938.1 0 0 0.0020935 0 0
ENST00000532327.1 0 0.000151 0.0051975 0.000316 0
ENST00000531710.1 0 0 0 0 0
ENST00000531319.1 0 0 0.006913 0 0
ENST00000533390.1 0.0005515 0 0 5.2e-05 0.000298
ENST00000528482.1 0.0012435 0 0.00683 0.001158 0.0003765
ENST00000532886.1 0.0023055 5.4e-05 0.0046245 0.00107 0.0001155
ENST00000532652.1 0 0 0 0 0.0013235
ENST00000529417.1 0 0 0 0 0
ENST00000529922.1 0 0 0 0 0
ENST00000513405.1 0 4.2e-05 0.0052055 0 0.002091
ENST00000529881.1 0 0.0003865 0 9.75e-05 0
ENST00000528497.1 0.000347 0 0.0020475 0 0
ENST00000532071.1 0 0 0 0 0
ENST00000504074.1 0 0.000218 0.003171 0.0003225 0.005513
ENST00000546223.1 0 0 0.0020945 0 0.0091495
ENST00000440796.2 0 0 0 0 0.0001085
ENST00000320165.4 0 0 0.0006725 0 0.001535
ENST00000355746.4 0 0 0 0 0
ENST00000540226.1 0 0.010745 0 0 0.001183
ENST00000505893.2 0 0 0 0 4.15e-05
ENST00000508953.2 0 0 0.000113 5.55e-05 0
ENST00000540136.1 0 0 0.000187 0.0008985 0
ENST00000537295.1 0 0 0 0 0
ENST00000537961.1 0 0 0 0 0
ENST00000544067.1 0 0 0 0 0
ENST00000539568.1 0.0001385 0 0.0035065 0 0
ENST00000540868.1 0 0.0001155 0 0 0
ENST00000538943.1 0 0 0 0.0007085 0
ENST00000538067.1 0 0 0 0 0
ENST00000537514.1 0.0190835 0.026982 0.00417 0.005329 0.024828
ENST00000543884.1 0.0046865 0.0058955 0.0029755 0.00286 0.0008865
ENST00000318291.4 0.0286865 0.045864 0.0332945 0.0124595 0.031495
ENST00000541881.1 0 0.001883 0 0 0
ENST00000513082.2 0 0 0 0 0
ENST00000515614.2 0 0.0008275 0 0 0
ENST00000544163.1 0 0 0 0 0
ENST00000418006.1 0 0.0007385 4.4e-05 0.0006105 2.8e-05
ENST00000354425.4 0 0 0.000266 0.00023 0
ENST00000542984.1 0 0.000351 0 0 0
ENST00000541871.1 0 0 0 0 0
ENST00000544415.1 0 0 0 0 0
ENST00000542680.1 0 0 0 0 0
ENST00000543559.1 0 0 0 0 0
ENST00000545526.1 0.0012745 0.0015605 0.116865 0.007154 0.000186
ENST00000501371.1 8.8e-05 8.2e-05 0.001747 0.0004655 0
ENST00000544517.1 0 0 0.0092435 0 0
ENST00000541673.1 0 0 0 0 0
ENST00000540093.1 0 0 0 0 0
ENST00000536497.1 0.0009195 0 0 0.000374 0
ENST00000537710.1 0.009692 0.003019 0.0024715 0.0122645 0.007917
ENST00000540300.1 0 0.000694 0 0 0.002035
ENST00000545509.1 0.01052 0.004745 0.008974 0.019102 0.0032545
ENST00000513358.2 0.0519265 0 0.281608 0.0655625 0.020841
ENST00000539784.1 0.0049565 0 0.001891 0.0032535 0
ENST00000505276.2 0.0001255 0.000134 0.0011465 0 0
ENST00000432994.2 4.05e-05 0.000109 0.000783 0.000153 0
ENST00000543036.1 0.0002235 0 0 0 0
ENST00000542449.1 0 0 0.0035135 0 0
ENST00000546078.1 0 0 0 0 0
ENST00000503679.1 0 0 0.005729 0 0
ENST00000537149.1 0 0 0 0 0
ENST00000545357.1 0 0 0 0 0
ENST00000545163.1 0 0 0 0 0
ENST00000543206.1 0 0 0.0043335 0.0003415 0
ENST00000536141.1 0 0 0.001152 0.000414 0
ENST00000539135.1 0.0001735 0.008696 0.003694 0 0.0017275
ENST00000537370.1 0 0.000434 0 0 0.0003365
ENST00000544380.1 0 0 0 0 0
ENST00000527518.1 0.0003195 0.000142 0.0267665 0 0
ENST00000542988.1 0 0.064471 0.0002735 0 0
ENST00000512511.2 0 0.0022205 0.0017955 0.000279 0
ENST00000540533.1 0 0 0.002441 0 0
ENST00000538202.1 0 0.0004615 0.0078655 0 0
ENST00000544717.1 0 0 0 0 0
ENST00000540619.1 0 0 0 0 0
ENST00000540237.1 0 0 0 0 0
ENST00000536518.1 0 0 0 0 0
ENST00000537192.1 0 0.0001235 0.038505 0 0.0062175
ENST00000544842.1 0 8.95e-05 0.0075735 0 0.002057
ENST00000543308.1 0 0 0.000596 0 0
ENST00000537714.1 0 0 0.0087635 0 0.002751
ENST00000538430.1 0 0.0001275 0.0344875 0 0.0035155
ENST00000539206.1 0.00366 0 0.0005035 0.001193 0
ENST00000541888.1 0.0479485 0 0.0006115 0.030163 0.018236
ENST00000535639.1 0.00527 0.082037 0.008144 0.0243215 0.000224
ENST00000417058.2 0.001591 0.035267 0.01113 0.002254 0.0006385
ENST00000545339.1 0.001183 0.0720055 0.004065 0.0115885 0.00048
ENST00000399492.2 0.0002495 0 0 0 0
ENST00000504270.2 0.007512 0.07568 0.002034 0.0064345 0
ENST00000536388.1 0.0009035 0.035753 0 0.0103695 0
ENST00000447687.2 0.007167 0.01169 0.0050295 0.0007835 0.0033845
ENST00000537003.1 0 0.010987 0.0020615 0.0014975 0
ENST00000538616.1 0.0012495 0.016249 0.0003515 0 0.000102
ENST00000541782.1 11.554 10.5256 5.10152 11.3318 5.72295
ENST00000537921.1 0.0537685 0.08206 0.0433465 0.079158 0.023824
ENST00000499202.2 0 0 0 0.00089 0
ENST00000501075.2 0.010493 0.005376 0.000523 0.008453 0.000936
ENST00000537269.1 0 0.0002205 0.0007985 0 0.000324
ENST00000435921.2 0.0013555 0.001988 0.000572 0.003398 0.0017745
ENST00000541775.1 0.10351 0.111355 0.0169995 0.063701 0.0334535
ENST00000536679.1 0.0557345 0.0067965 0.0010775 0.0402775 0.000607
ENST00000382215.3 0.0101335 0.009203 0.00934 0.0075775 0.0048115
ENST00000545775.1 0 0 0.001328 0 0
ENST00000535078.1 0.0138595 0.007837 0.003237 0.008381 0.0038175
ENST00000544657.1 0.003528 0.0008405 0.006178 0.0207165 0.0032975
ENST00000538062.1 0.004851 0.000241 0.002936 0.0195675 0.002297
ENST00000543061.1 0.001313 0.0051475 0 0 0.0008995
ENST00000545794.1 0 0 0 0 0
ENST00000456135.2 0.000222 0.0013355 0.000693 0.000784 0
ENST00000454799.2 0 0 0.0007545 0 0.0002255
ENST00000544214.1 3.5e-05 0.000295 0.004023 4.05e-05 0
ENST00000541558.1 0 0.0004225 0.004309 9.15e-05 0
ENST00000372173.5 0 0 0 0 0.000219
ENST00000535567.1 0 0.000638 0.0024445 0 0
ENST00000420514.2 0 0.0036975 0.000842 0.000536 0
ENST00000438689.2 0.001571 0.000163 0.0041415 8.95e-05 0
ENST00000540566.1 0 0.000489 0.0020185 0.0003315 0
ENST00000304751.9 0.0009525 0.0304385 0.006051 0.001834 0.0461665
ENST00000399866.3 0 0.0059025 0.0005015 0 0.0028825
ENST00000536034.1 0 0 0.0008035 0 0.002545
ENST00000509919.2 0.0006695 0.000904 0.0217635 0.0014625 0.000938
ENST00000536864.1 0 0 0.01001 7.9e-05 0.000258
ENST00000544461.1 0 2.95e-05 0.017123 0 0.000401
ENST00000537764.1 0 0.000398 0.0002525 0 0.0004635
ENST00000535746.1 0 0.0009785 0 0 0.0041625
ENST00000539795.1 0 0 0 0 0
ENST00000537659.1 0 0 0 0 0
ENST00000539348.1 0 0 0 0 0
ENST00000420040.2 0 0 0.0009565 0 0.000556
ENST00000536560.1 0 0.000318 0 0 0
ENST00000538304.1 8.95e-05 4.1e-05 0.0108855 0 6.1e-05
ENST00000536539.1 0 0 0.0025165 0 0
ENST00000542819.1 0 0 0 0.000198 0
ENST00000539089.1 0.0017 0 0 0 0
ENST00000544922.1 0 0 0 0 0
ENST00000537288.1 0 0 0 0 0
ENST00000422780.3 0.01308 0.0006825 1.5474 0.0203 0.007064
ENST00000540299.1 0.0002565 0 0.109876 0.0034795 0
ENST00000514568.2 0.007499 0.0005355 6.99328 0.037452 0.003886
ENST00000394240.3 0 0 0 0 0
