transcript_id HELAS3 GM12878 H1HESC HEPG2 K562
ENST00000458413.2 0 0 0 0 0
ENST00000453451.1 0.000907 0.0003055 0 0.0003835 0
ENST00000414796.1 0 0 0 0 0
ENST00000433893.1 0.004262 0 0.000896 0.0012135 0.003648
ENST00000419425.1 0 0.0032875 0 0 0.0115705
ENST00000431712.1 0 0 0 0 0.0003125
ENST00000413792.1 0 0 0 0 0
ENST00000446799.1 0 0 0.0001555 0 0
ENST00000418746.1 0 0 0 0 0
ENST00000414365.1 0 0.000293 0 0 0
ENST00000431999.1 0 0 0.0019715 0.000649 0
ENST00000427168.2 0.0013 0 0.0003235 0 0.0003
ENST00000413828.2 0.001206 0.0005445 0.0007615 0.000211 0.000221
ENST00000417213.1 0.0016455 0.0006775 0 0.001902 0
ENST00000450854.1 0.0099235 0 0 0.0130595 0
ENST00000438085.1 0 0 0 0.00088 0
ENST00000417039.1 0 0 0.000267 0.0002865 0.003073
ENST00000457385.1 0 0 0 0 0
ENST00000437979.1 0 0 0 0.000603 0.0105605
ENST00000421463.1 0 0 0 0.000564 0.000913
ENST00000413227.1 0 0 0 0.000333 0.0005705
ENST00000457097.1 0 0 0 0 0
ENST00000446277.1 0.000639 0.000425 0 0 0
ENST00000442829.1 0 0 0 0 0
ENST00000420644.1 0.01394 0.0233035 0.002996 0.0118215 0.0260155
ENST00000426083.1 0.001548 0 0.0038795 0.011298 0.0014255
ENST00000443038.1 0.0005065 0 0.0005595 0.002751 0.000635
ENST00000422128.1 0.01732 0 0.00299 0.008104 0.010924
ENST00000449569.1 0.0015035 0.000261 0.0031665 0.018107 0.0039825
ENST00000445520.1 0.011967 4.05e-05 0.0049325 0.020814 0.0220625
ENST00000366187.2 0.001649 0 0.00132 0.004611 0.0030255
ENST00000446698.1 0 0 0 0.002654 0
ENST00000438649.1 0.002104 0 0.0034185 0.010985 0.0042525
ENST00000425775.1 0.0044865 2.15e-05 0.000488 0.015318 0.000615
ENST00000415640.1 0 0 0 0.0023335 0
ENST00000451547.1 0 0 0 0.003197 0.0017935
ENST00000418854.1 0 0 0 0 0
ENST00000439606.1 0 0 0.0002465 0 0.000212
ENST00000444629.1 0 0 0 0 0
ENST00000435515.1 0 0 0 0 0
ENST00000427354.1 0 0 0.0004635 0.000115 0
ENST00000413479.1 0 0 0 0 0
ENST00000417875.1 0 0 0 0 0
ENST00000420187.1 0.0007015 0 0 0.000638 0
ENST00000431359.1 0 0 0 0 0.000214
ENST00000418836.2 0.0036255 0 0 0.000928 0
ENST00000398796.2 0.0504 4.3e-05 0 0.0135655 6.3e-05
ENST00000442214.1 0.021855 0 0 0.0011625 0
ENST00000427054.1 0.0118725 0.0020415 0.0005755 0 0.000562
ENST00000436551.1 0.0678535 0.001178 0.0002035 0.004775 0
ENST00000451514.1 0 0 0 0 0
ENST00000422013.2 0.000855 0.0023345 0 0.0052365 0
ENST00000458490.1 0.0011765 0.002116 0 0.001808 0
ENST00000423797.2 0.0025235 0 0.0252835 0.0019565 0
ENST00000457457.2 0 0 0 0.0007735 0
ENST00000422351.1 0.000757 0 0 0.0017675 0
ENST00000449766.1 0.0009335 0 0 0.0012455 0
ENST00000425212.1 0.000801 0 0 0.0018135 0.0005515
ENST00000438736.1 0 0 0 0.0019555 0.0007015
ENST00000434020.1 0.002952 0.0013765 0.00131 0.0058265 0.000119
ENST00000423354.1 0.021103 0.057577 0.0857645 0.0420385 0.0250135
ENST00000437916.1 0 0 0 0 0
ENST00000430847.1 0 0 0.0016935 0 0
ENST00000444871.1 0 0.0001675 0 0 0
ENST00000419364.1 0 0 0 0 0
ENST00000456467.1 0 0 0 0 0
ENST00000425325.1 0.000191 0.000914 0.001465 0.0001355 0
ENST00000423433.1 0 0 0.007371 0 0
ENST00000427020.1 0.000122 0.000107 0 0 0.000535
ENST00000442821.1 0.0004825 0 0 0 0
ENST00000413669.1 0 0 0 0 0.000408
ENST00000378479.1 0 0 0 0 0
ENST00000454673.1 0 0 0 0 6.6e-05
ENST00000430650.1 0 0 0 0 0
ENST00000423120.1 0 0.000237 0 0.0002975 0
ENST00000444077.1 0 0 0 0 0
ENST00000450080.1 0 0.000212 0 0 0.001557
ENST00000418415.1 0.011456 0 0.00216 0.0116445 0.0189065
ENST00000517716.1 0.0002415 0 0 0 0.0003005
ENST00000506009.2 0 0.0025435 0.0002105 0.0001195 0.0003485
ENST00000453936.1 0.0013165 0.000275 0.0020715 0 0
ENST00000429761.1 0 0 0 0.0008885 0
ENST00000422201.1 0.002103 0 0.0004875 0.017082 0
ENST00000421759.1 0.018606 0.015261 0.0058715 0.0244785 0.0025415
ENST00000448713.1 0 0 0 0.000356 0
ENST00000441997.1 0.0014695 0 0.000916 0.0078095 0.001025
ENST00000419035.1 0.000112 2e-05 0.0003235 0.00195 0
ENST00000444361.1 0.0001715 0 0 0 0
ENST00000426892.1 0 0 0 0 0
ENST00000450550.1 0 0 0.0049985 0 0
ENST00000418539.1 0.007906 0.000726 0.001279 0.0023835 0.015055
ENST00000413185.2 0.0200275 0.001281 0.0369705 0.0931435 0.0028365
ENST00000449451.2 0 0 0 0 0
ENST00000435331.3 0.0059965 0.001399 0.012378 0.0030925 0
ENST00000439182.2 0.001312 0.000331 0.004141 0.001405 0.000286
ENST00000454137.1 0 0.0004755 0.017375 0 0
ENST00000432064.1 0.0006255 0.0004195 0 0.0005685 0
ENST00000439870.1 0.0042615 0.0072615 0.0052205 1.75e-05 0.0016375
ENST00000417692.1 0.009843 0.008877 0.007069 0.00542 0.0069425
ENST00000447571.1 0.0001675 0.0006895 0.0011315 0.0004035 0.000162
ENST00000440698.1 3.85e-05 0.000156 0.0119005 0 0
ENST00000416262.1 0 0 0 0 0
ENST00000447773.1 0 0 0 0 0
ENST00000435357.1 0 0 0.00196 0 0
ENST00000443926.1 0 0 0.000991 0 0
ENST00000421575.1 0 0 0 0 0
ENST00000443237.1 0.0003765 0 0.0004545 0 0
ENST00000418451.1 0 0 0 0 0
ENST00000458030.3 0.011634 0.00461 0.0116635 0.0356975 0.0063775
ENST00000422521.2 0.003866 0.003824 0.006266 0.005643 0.005679
ENST00000433475.1 0.000329 0.00091 0.000877 0.0003455 0
ENST00000431130.2 0.0039175 0.0039075 0.001174 0.0017145 0.000174
ENST00000456363.1 0 0.000147 0 0 0
ENST00000449838.1 0 0 0 0 0
ENST00000366153.2 0.010227 0.003161 0.004028 0.01258 0.0088485
ENST00000295112.8 0.0069605 0.0527245 0.0387725 0.053483 0.129287
ENST00000366287.3 0.003142 0.001013 0.0068175 0.002728 0.0039535
ENST00000446139.1 0.000597 0 0 0 0
ENST00000451034.1 0 0 0 0 0
ENST00000432793.1 0.0002235 0.000593 0.00044 0 0
ENST00000447423.2 0.000191 0.000474 0.0001515 0 0
ENST00000445599.2 0 0 0.00018 0.000317 0.00379
ENST00000454367.1 0 0 0.000302 0.001346 0
ENST00000422723.1 0 0 0 0 0
ENST00000455219.2 0 0 0.0052815 0 0
ENST00000429095.1 0 0 0.0038885 0 0
ENST00000429664.1 0 0 0.0025105 0 0
ENST00000452840.1 0 0 0.0007305 0 0
ENST00000449448.2 0 0.000414 0.009066 0 0.000468
ENST00000427421.1 0 0 0.0052415 0 0
ENST00000422793.1 0 0.000273 0.0433115 0 2.75e-05
ENST00000409590.1 0 0 0 0 0.009694
ENST00000451416.1 0 0 0 0 0
ENST00000440521.1 0 0 0 0 0
ENST00000443306.1 0 0 0 0 0
ENST00000444001.2 0 0 0 0 0
ENST00000412409.3 0 0 0 0 0
ENST00000434611.1 0 0 0 0 0
ENST00000415159.1 0 0 0 0 0
ENST00000435557.1 0 0 0 0 0
ENST00000457668.1 0 0 0 0 0
ENST00000453476.1 0 0 0 0 0
ENST00000441598.1 0 0 0 0 0
ENST00000444873.1 0 0 0 0 0
ENST00000439412.1 0 0 0 0 0
ENST00000452343.1 0 4.5e-05 0 0 0
ENST00000542553.1 0.06578 0.0055305 0.0114695 0.0496315 0
ENST00000420918.1 0.11891 0.036018 0.0107045 0.042997 9.65e-05
ENST00000417691.1 0.070011 0.01354 0.0316345 0.0542635 0
ENST00000422740.1 0.009292 0.0469075 0 0.018572 0
ENST00000443946.1 0.0673305 0.0411355 0.0150505 0.0488445 0
ENST00000425779.1 0.000986 0.0017755 0 0.000832 0.0014115
ENST00000425966.2 0 0.020445 6.1e-05 0 6.75e-05
ENST00000421323.1 0.000257 0.0400895 0 0.000157 0
ENST00000416845.1 0.000416 0.0044945 0.000579 0.0047415 0.0214115
ENST00000444672.1 0 0 0 0 0
ENST00000416111.1 0 0 0 0 0
ENST00000452397.1 0 0 0 0 0.0004775
ENST00000429952.1 0.000129 3.1e-05 0.000813 7.05e-05 0.0003185
ENST00000437346.1 0 0 0.000112 0 0
ENST00000412297.1 0 0.0002285 0.0016745 0.000229 0.000303
ENST00000413549.1 0.000775 0 0.0005925 7.35e-05 0
ENST00000423539.1 0.000778 0.0035565 0.0014205 0.000651 0.00045
ENST00000438115.1 0 0.0385125 0.0007555 0 0
ENST00000431020.1 0 0.0013425 0.0046105 0 0
ENST00000413030.2 0 0.0088295 0.003312 0 0
ENST00000426365.1 0 0.000958 0.017351 0 0.0043605
ENST00000449678.1 0 0.015984 0.028113 0 0.0074175
ENST00000436950.1 0 0.004844 0.003957 0 0.0041015
ENST00000451350.1 0 0.0659865 0.0331855 0 0.0121345
ENST00000448204.1 0 0 0 0 0
ENST00000424119.1 0 0 0 0 0
ENST00000441630.1 0.0054285 0.013935 0.021263 0.010884 0
ENST00000436433.1 0 0 0 0 0
ENST00000445738.1 0 0.000232 8.85e-05 0 4.75e-05
ENST00000417695.1 0 0.000201 0 0 6.6e-05
ENST00000439964.1 0.001146 0.0055145 0.002437 0 0.0036135
ENST00000445865.1 8.9e-05 0.0069165 0.00129 0.0002605 0
ENST00000449259.1 5.15e-05 0.175602 0.002017 0.000152 8.95e-05
ENST00000415327.1 0.001159 0 0 0.000291 0.001066
ENST00000430134.1 0.007732 0.0050615 0.01185 0.01027 0.0044055
ENST00000419244.2 0.0005795 0 0.000869 0.0014895 0.0011445
ENST00000536804.1 5.4e-05 0 0 0.004215 0.0185755
ENST00000377977.3 0.0051015 0.0012145 0.0007035 0.007633 0.0086725
ENST00000453714.2 0 0 0 0 0
ENST00000420724.1 0 0 0 0.0001445 0
ENST00000414811.1 0 0 0 0 0
ENST00000441506.1 0 0 0 0 0
ENST00000412986.1 0 0 0 0 0
ENST00000411785.1 0 0 0.014061 0 0
ENST00000412313.1 0 0 0 0 0
ENST00000437790.1 0 0 0.002486 0 0
ENST00000449673.1 0 0 0 0 0
ENST00000428647.1 0.001297 0 0.00815 0.0007955 0.000199
ENST00000454167.1 0.002265 0 0 0.001277 0
ENST00000439433.1 0 0 0 0 0
ENST00000454595.1 0 0 0 0 0
ENST00000458376.1 0 0 0 0 0
ENST00000421204.1 0 0 0 0 0
ENST00000433396.1 0 0 0 0.000133 0
ENST00000423168.1 0 0 0 0 0
ENST00000443420.1 0 0 0 0 0
ENST00000435389.1 0 0 0.000574 0 0
ENST00000428590.1 0 0 0 0 0
ENST00000412944.1 0 0 0 0 0
ENST00000433432.1 0 0 0 0 0
ENST00000432410.1 0 0 0 0 0
ENST00000451698.1 0 0 0 0 0
ENST00000426260.1 0 0 0 0 0
ENST00000444266.1 0 0 0 0 0
ENST00000411701.1 0 0 0 0 0
ENST00000427579.1 0 0 0 0 0
ENST00000452716.1 0.002514 0 0 0.000613 0
ENST00000433133.1 8.1e-05 0 0 0 0
ENST00000447453.1 0 0.000118 0.0062095 0 8.75e-05
ENST00000414404.1 0 0.000405 0.0034555 0 0
ENST00000445514.1 0.000285 0 0 5.85e-05 0
ENST00000450294.1 0.000994 0 0 0.0006065 0
ENST00000450944.1 0 0 0 0.001551 0
ENST00000433065.1 0.0006525 0 0 0 0
ENST00000419809.1 0 0 0 0 0
ENST00000457448.1 0 0 0 0 0
ENST00000366218.2 0 0.017206 0.0002215 0 0
ENST00000415138.1 0 0 0 0 0
ENST00000415448.1 0 0 0 0 0
ENST00000457602.1 0 0 0 0 0
ENST00000415342.1 0 0 0 0 0
ENST00000502349.1 0.0004725 0.0111205 0 5.6e-05 0.004088
ENST00000419542.1 0.003494 0.0080915 0.004703 0.010155 0.0060815
ENST00000457076.1 0.019603 0.0315295 0.0180945 0.0123365 0.030545
ENST00000413436.1 0.0111195 0.0102105 0.0166625 0.0085275 0.0064645
ENST00000418564.1 0.0025565 0.004452 0.003845 0.0068085 0.000903
ENST00000415222.1 0.003304 0.0218385 0.025068 0.000613 0.0166615
ENST00000456161.1 0.003706 0.0161435 0.0299925 0.011811 0.0005415
ENST00000419963.1 0.00215 0.004068 0.000512 0 0.0094245
ENST00000418308.1 0.0050365 0.0124195 0.009913 0.00887 0.003245
ENST00000452431.1 0.002349 0.008891 0.0124805 0.0004905 0.0048725
ENST00000423402.1 0.004014 0.0037525 0.005053 0.0087835 0.0071255
ENST00000411429.1 0 0.0014095 0 0.010424 0.0024965
ENST00000420309.1 0.0037685 0.0575985 0.003161 0.003548 0
ENST00000434781.1 0.0044575 0.0010375 0.0136755 0.0022775 0.0022965
ENST00000415742.1 2.55e-05 4.1e-05 0.0031445 0.0023885 0.0011735
ENST00000457770.1 0 0.066512 0.0075445 0 0
ENST00000416395.1 0.0319225 0.071071 0.0229 0.0442435 0.0096015
ENST00000366234.3 0.002424 0.0032125 0.0004465 0.001531 0.002049
ENST00000425333.1 0 0.005681 0.001821 0 0.0073965
ENST00000425601.1 0.0079585 0 0 0.0028305 0
ENST00000449178.1 0 0 0 0.002267 0.0111425
ENST00000458686.1 0.018114 0.006784 0.002904 0.0020315 0.001595
ENST00000421843.1 0.0045805 0.003198 0.0013165 0 0.0020285
ENST00000432604.1 0.029858 0.0060465 0.002819 0.0229285 0.0018165
ENST00000421255.1 0.013356 0.0388595 0.006462 0.011104 0.0158695
ENST00000422515.1 0 0.0044215 0 0.0057085 0.0033855
ENST00000413069.1 0.015737 0.0114465 0.0018005 0.002849 0.0034595
ENST00000444410.1 0.0438965 0.0053955 0.0001605 0.0224665 0.0049125
ENST00000458698.1 0.018216 0.0096515 0.0128175 0.018537 0.010419
ENST00000413791.1 0.055799 0.0710295 0.0352165 0.027679 0.023094
ENST00000416506.1 0.004113 0.0037265 0.003149 0.003315 0.0028855
ENST00000439670.2 0.104289 0.094936 0.0406405 0.124579 0.033303
ENST00000442040.1 0.011579 0.008725 0.012132 0.004224 0.0044845
ENST00000437456.1 0.005809 0.003658 0.002718 0.004053 0.005817
ENST00000416068.1 0.004456 0.000977 0.0212755 0.001932 0.0019915
ENST00000444320.1 0 0 0 0 0
ENST00000415060.2 0.000822 0.0009855 0.0012765 0 0.0002095
ENST00000439892.1 0.0013015 0.0046845 0.010216 0.0050615 0.0009565
ENST00000429599.1 0.011002 0.0233735 0.0471545 0.068891 0.0008945
ENST00000437019.1 0.079938 0.087061 0.019535 0.04123 0.0185055
ENST00000455541.1 0.0033285 0.0194285 0.00527 0.0073775 0.0046435
ENST00000424748.1 0 0.0061975 0 0.001684 0
ENST00000457870.1 0 0.00034 0 0.003904 0
ENST00000442326.1 0 0.000885 0 0 0
ENST00000414141.1 0.004414 0.0063265 0.0433035 0.00371 0.0011585
ENST00000445084.1 0.0086465 0.0005485 0.0288635 0.0021895 0.004224
ENST00000452525.1 0 0 0 0 0.000531
ENST00000441238.1 0.000674 0 0 0 0
ENST00000457851.1 0 0 0 0 0
ENST00000449073.1 0 0 0 0 0
ENST00000447639.1 0.0018285 0.000623 0 0.001411 0.000831
ENST00000422761.1 0.0045145 0.001718 0.002514 0.0044435 0.006605
ENST00000416229.1 0 0.000376 0 0 0
ENST00000434990.1 0 0.0002705 0 0 0
ENST00000434786.1 0.045755 0.0707415 0.0881495 0.057592 0.0399175
ENST00000500227.1 0 0.000426 0.0013355 0.0006835 0
ENST00000500494.1 0.002098 0.003021 0.003314 0.0021635 0.00225
ENST00000441587.1 0.014 0.0209945 0.035329 0.0064065 0.0488
ENST00000453103.1 0.0072645 0.01396 0.0009005 0 0.0224335
ENST00000439192.1 0.008868 0.034072 0.019424 0.0012735 0.0556305
ENST00000413452.1 0.005672 0.0025755 0.000751 0 0.0270555
ENST00000441217.1 0.124518 0.152553 0.108065 0.195005 0.041113
ENST00000496886.1 0.021131 0.0394495 0.0092015 0.02573 0.010511
ENST00000529783.1 0.0073385 0 0.000747 0.0160345 0.0029375
ENST00000423477.2 0.022204 0.0019015 0.145782 0.09317 0.149864
ENST00000533563.1 0.006211 0.002449 0.0234515 0.0163425 0.037817
ENST00000416630.1 0 0 0 0 0
ENST00000418990.1 0 0 0 0 0
ENST00000426715.1 0 0 0 0 0.000148
ENST00000427343.1 0 0 0 0 0
ENST00000412957.1 0.000134 0.0001265 0.0003325 0.000806 0
ENST00000437991.1 0 0 0.00013 0 0.0001675
ENST00000435984.1 0.0060685 0 0 0.023524 0
ENST00000418001.1 0.0232695 0.0038875 0.0004105 0.0531025 0.0011695
ENST00000377469.1 0.00018 0 0 0.0037405 0
ENST00000418204.1 0 0 0.0002785 0.0022395 0
ENST00000453951.1 0.0080135 0.0005665 8.15e-05 0.08397 0
ENST00000444852.1 0 0 0 0 0
ENST00000451622.1 0.016228 0 0 0.188834 0
ENST00000445178.1 0 0.0021515 0 0 0
ENST00000437233.1 0.013862 0 0.004969 0.030327 0.0004615
ENST00000438443.1 0 0.0010125 0 0 0
ENST00000443419.1 0 0 0 0 0
ENST00000439259.1 0.000412 0 0 0.0001085 0
ENST00000420648.2 0 0 0 0 0
ENST00000443301.1 0 0 0.0006155 0 0
ENST00000418621.1 0 0 0 0 0
ENST00000430876.1 0 0 0 0 0
ENST00000450290.1 0 0 0 0 0
ENST00000446580.1 0 0 0 0 0
ENST00000455845.1 0 0 0.005667 0 0
ENST00000437290.2 0 0 0 0 0
ENST00000448431.1 0 0 0 0 0.0004325
ENST00000440495.1 0 0 0 0 0
ENST00000433581.1 0 0 0.0047645 0 0
ENST00000502432.1 4.2e-05 1.75e-05 0.02096 2.2e-05 0
ENST00000366278.2 0.003093 0.000207 0.0010985 0.001602 0
ENST00000455121.3 0.0013355 0.0087875 0.0002045 0.000437 0.000648
ENST00000524693.1 0 0.0032055 0 0.000396 0.000683
ENST00000439077.1 0 0 0 0 0
ENST00000426549.1 0.0002265 0 0 0.000466 5.8e-05
ENST00000424788.1 8.4e-05 7.8e-05 0 0 0
ENST00000502627.1 0.0009815 0.000437 0.000652 0.0009225 0.0015615
ENST00000409054.1 0.0561385 0.0250575 0.0498695 0.0643735 0.425695
ENST00000331944.6 0.402303 0.137744 0.0934565 0.434007 1.1835
ENST00000409139.1 0.05815 0.0148435 0.0479565 0.0713395 0.0961525
ENST00000409898.2 0.0010755 0 0.003754 0.0026005 0.005829
ENST00000419680.2 0.002033 0.00283 0.010263 0.0382215 0.030293
ENST00000414584.1 0.091365 0.0072205 0.015609 0.058883 0.105355
ENST00000455131.1 0.065387 0.0089315 0.0003715 0.0368665 0.028469
ENST00000423846.1 0 0 0 0 0
ENST00000414030.1 0.012695 0.005527 0.0084625 0.044536 0.015577
ENST00000437561.1 0.001896 0.001163 0 0.00322 0.006376
ENST00000413202.1 0 0 0 0 0.003304
ENST00000413234.1 0.0007315 0.0040075 0.023794 0.001433 0.000168
ENST00000453008.2 0.022643 0.0330165 0.024102 0.0383185 0.0295675
ENST00000421951.1 0 0 0.0029875 0 0
ENST00000393525.3 0 0.000522 0.0007935 0 8.1e-05
ENST00000427055.1 0 0 0 0 0
ENST00000393515.3 0.0001015 0 0.001986 0 0.0003235
ENST00000443770.1 0.001806 0 0 0 0
ENST00000454490.1 8.1e-05 0.000994 0.000858 0.0004315 0.0013145
ENST00000452230.1 0 0 0 0 0
ENST00000434790.1 0 0 0 0 0
ENST00000418209.1 0 0 0 0 0
ENST00000430694.1 0 0.0001915 0.0024805 0 0
ENST00000448734.1 0 0.001025 0 0 0
ENST00000442200.1 0 0 0 0 0
ENST00000425953.1 0.001233 0.009944 0.022091 0.0001015 6.1e-05
ENST00000444043.2 0.0006345 0.0315775 0.171697 0 6.35e-05
ENST00000425887.1 0 0 0 0 0
ENST00000412393.1 0.001266 0.009622 0.0013175 0.00533 0.009894
ENST00000448494.1 0.012275 0.0509075 0.004571 0.0205025 0.0273285
ENST00000449242.1 0.31511 0.0032785 0 0.082468 0
ENST00000446816.1 0.005678 0.001245 0.0049385 0.0055635 0.0038585
ENST00000432267.2 0.0785735 0.044865 0.0356295 0.0822825 0.063659
ENST00000421534.1 0.0072615 0.0514235 0.037647 0.010316 0.015057
ENST00000425578.1 0.000219 0.0080555 0.001026 0 0.0002725
ENST00000500585.1 0 0 0 9.85e-05 0.010017
ENST00000422600.1 0 0 0 0 0
ENST00000492960.1 0.0427755 0.0537595 0.0046215 0.026971 0.0019875
ENST00000411738.1 0.007119 0.010657 0.006931 0.025103 0.003446
ENST00000480208.1 0 0.000543 0 0 0
ENST00000431244.1 0.025838 0.0109805 0.00197 0.022028 0.000335
ENST00000430893.1 0.009613 0.0266615 0.001989 0.0067085 0.0013865
ENST00000450072.1 0.0020785 0.000864 0.00076 0.002033 0.0012565
ENST00000428157.1 0.008778 0.0125405 0.0058885 0.015254 0.011024
ENST00000451384.2 0.006221 0.005613 0.00286 0.0060935 0.005441
ENST00000458149.2 0.0033225 0.0007175 0.00083 0.004287 0.0009155
ENST00000445382.1 0.0087095 0.005828 0.001134 0.003495 0.002668
ENST00000413274.1 0 0 0 0 0
ENST00000419865.1 0.0001635 0 0 0.001936 0
ENST00000448595.1 0 0.0002815 0 0 0
ENST00000434301.1 0 0.0001975 9.5e-05 0 0
ENST00000452354.1 0 0.0001285 0 0 0
ENST00000441036.1 0 0.0001895 0 0 0
ENST00000414647.1 0 0 0 0 0
ENST00000424342.1 0 0 0 0 0
ENST00000414965.1 0 0 0 0 0
ENST00000443030.1 0 0 0 0.001153 0
ENST00000430586.1 0.008895 0 0.0002215 0.018745 0
ENST00000439150.1 0 0 0 0.0007515 0
ENST00000446644.1 0 0 0 0.0004425 0
ENST00000433012.1 0 0 0 0 0
ENST00000452364.1 0.006319 0.002657 0.0087315 0.0044395 0.001554
ENST00000500257.1 0.0072065 0.0014625 0.0048485 0.0068825 0.004223
ENST00000427042.1 0 0 0.0008035 0 0
ENST00000508786.1 0 0 6.6e-05 0.0005405 6.45e-05
ENST00000428188.1 0 0 0 0 0
ENST00000436582.1 0 0.0028045 0 0 0.000585
ENST00000450893.1 0 0.000549 0 0 0.00016
ENST00000447987.1 0 0 0 0 0
ENST00000431897.1 0 0 0 0 0
ENST00000435291.1 0 0.0007205 0.001231 0.0001685 0.000763
ENST00000453878.1 0 0 0.0006695 0 0
ENST00000422683.1 0 0.000281 0 0 0
ENST00000455716.1 0 0 0 0 0
ENST00000447761.1 0 0 0 0 0
ENST00000537492.1 0 0 0 0 0
ENST00000544869.1 0 0 0 0 0
ENST00000545549.1 0 0 0 0 0
ENST00000412112.3 0 0 0 0 0
ENST00000458182.1 0 0 0 0 0
ENST00000416008.1 0 0 0 0 0
ENST00000449772.1 0 0 0 0.000188 0
ENST00000451400.1 0 0 0 0 0
ENST00000429464.1 0 0 0.0001185 0 0
ENST00000414442.1 0 0 0 0 0
ENST00000447380.1 0 0.0003005 0.000472 0 0
ENST00000430551.2 0 0 0 0 0
ENST00000424257.1 0 0 0 0 0
ENST00000438566.1 0 0 0 0 0
ENST00000456999.1 0 0 0 0 0
ENST00000453322.1 0 0.001103 0.039488 0.0003835 0
ENST00000424321.1 0 0 0.0001165 0 0
ENST00000425879.1 0 0 0.00013 0 0
ENST00000421071.1 0 0 0 0 0
ENST00000413121.1 0 0 0 0 0
ENST00000443988.1 0 0 0 0 0
ENST00000447876.1 0.0002495 0.0004225 0.000516 0 0
ENST00000458253.1 0 0 0 0 0
ENST00000454729.1 0 0 0 0 0
ENST00000454183.1 0 0 0 0 0
ENST00000433433.1 0 8.1e-05 0.000101 0 0
ENST00000434764.1 0 0 0 0 0
ENST00000456519.1 0.0001805 0 0.0035315 0.001173 0.0004805
ENST00000432211.1 0 0 0.0002455 0 0
ENST00000449177.1 0 0 0.000787 0 0
ENST00000436841.1 0 0 0.0609155 0.0001395 0
ENST00000452037.1 0 0.000449 0.0149825 0 0
ENST00000438148.1 0 0 0.0029535 0 0
ENST00000433219.1 0.0067415 0.0051205 0.005063 0.0306415 0.0050905
ENST00000415627.1 0.000137 0.0015205 0 0 0.000145
ENST00000457290.1 0.0008775 0.0041075 0.000826 0.0027595 0.000415
ENST00000427050.1 0 0 0 0 0
ENST00000413151.1 0 0 0 0 0
ENST00000423727.1 0 0 0 0 0
ENST00000419904.1 0 0 0 0 0
ENST00000431411.1 0 0.0002785 0 0 0
ENST00000451464.1 0 0.0825555 0.0005535 0 0.0018775
ENST00000446058.1 0 0 0 0 0
ENST00000425419.1 0 0 0 0 0
ENST00000443123.1 0 0 0 0 0.0003105
ENST00000455614.1 0 0 0 0 0
ENST00000422203.2 0 0 0 0 0
ENST00000413708.1 0 0 0 0 0
ENST00000443833.1 0 0 0 0 0
ENST00000414300.1 0.0004295 0 0.0002015 0 0.0077815
ENST00000443205.1 0 0 0 0.000217 0
ENST00000439893.1 0 0 0 0 0
ENST00000441383.1 0 0 0 0 0
ENST00000419650.1 0 0 0 0 0
ENST00000457647.1 0 0 0 0 3.85e-05
ENST00000417284.1 0 0 0 0 0
ENST00000424355.1 0 0 0.0081775 0 0.000618
ENST00000445083.1 0 0.0002935 0.002901 0 0
ENST00000322353.3 0.008388 0.006282 0.001842 0.0104695 0.0111595
ENST00000440975.1 0.0026915 0.0095945 0.000564 0.001696 0.0100305
ENST00000411710.1 0 0 0 0 0
ENST00000425576.1 0.0002905 0.000303 0 0.000817 0
ENST00000417926.1 0.00138 0 0.001891 0.007667 0.0025805
ENST00000424535.1 0 0 0 0 0
ENST00000424113.1 0 0 0.007817 0 0
ENST00000454928.1 0 0 0.0078905 0.000844 0
ENST00000435951.1 0 0 0 0 0
ENST00000433786.1 0 0 0.001403 0 0
ENST00000425917.1 0 0 0.0450445 0.0048275 0
ENST00000419296.1 0.0928395 0.002564 0.0472755 0.0451795 0
ENST00000336905.3 0.034491 0.0017915 0.0118665 0.0044785 0
ENST00000414416.2 0.0159305 0.020755 0.120829 0.047835 0.0639345
ENST00000426713.1 0.031824 0.0103805 0.092749 0.0701185 0.0063365
ENST00000436665.2 0.0091225 0.0035675 0.0117395 0.0027675 0
ENST00000448359.1 0.046235 0.0011575 0.0144375 0.016491 0
ENST00000488671.1 0 0 0.0063375 0.000249 0
ENST00000490013.1 0.000519 0 0.003743 0.003077 8.5e-05
ENST00000498358.1 0 0 0.003502 0 0
ENST00000483717.1 0 0 0.0004425 0 0
ENST00000489211.1 0 0 0.0025455 0 0
ENST00000466329.1 0 0 0.0056295 0.0012545 0
ENST00000469759.1 0 0 0 0 0
ENST00000456683.2 0 0 0 0 0
ENST00000458252.1 0 0.001527 0.0015905 0 0
ENST00000414159.2 0 4.1e-05 0.000389 0 0
ENST00000376593.2 7e-05 5.5e-05 0.000121 0.000176 0.0001205
ENST00000418615.1 0.0033785 0 0 0.0074785 0
ENST00000451230.1 0 0.003934 0 0 0
ENST00000439362.1 0.016491 0.0001515 0.001692 0.0856235 0.188244
ENST00000443467.1 0.044901 7e-05 0.011739 0.0121025 0.031381
ENST00000451884.1 0.004112 7.75e-05 0.0038525 0.006163 0.0103825
ENST00000438897.1 0 0 0 0 0
ENST00000432818.1 0.054755 0.008598 0.00939 0.0667505 0.119195
ENST00000444301.1 0.0022 0 0.000156 0.0014225 0.00714
ENST00000453478.1 0.0280245 0.006357 0.082017 0.181569 0.0926635
ENST00000409569.2 0.394988 0.044602 0.136348 0.975615 0.605505
