filename	NHEK	K562	HELAS3	GM12878	H1HESC
ENST00000440200.1	0.148401	1.12373	0.4302	0.212379	0.107135
ENST00000441531.1	0.019098	0.217823	0.54551	0.0646315	0.863263
ENST00000430883.1	0.0140537	0	0.0126545	0.002812	0.150306
ENST00000440321.1	0	0	0	0	0
ENST00000441773.1	0	0	0	0	0
ENST00000451574.1	0.0497437	0.0456775	0.04953	0.005458	0
ENST00000499732.1	66.8934	40.1312	119.279	36.9176	2.84572
ENST00000507949.1	0.00269933	0	0	0.063177	0.015212
ENST00000505408.1	0	0	0	0	0
ENST00000506739.1	0.050441	0	0.0261675	0	0
ENST00000432830.1	0	0	0.103212	0	0
ENST00000420851.1	1.72435	10.295	4.61881	4.14166	0.436963
ENST00000431862.1	0	0	0	0	0
ENST00000431983.1	0	0.0591025	0	0	0.0045795
ENST00000453400.1	0	0	0	0	0.614347
ENST00000453521.1	0.121681	0.374669	0.639865	0.445351	0
ENST00000442994.1	0	0	0	0	0.013559
ENST00000453642.1	0	0	0	0	0
ENST00000451101.1	0.00368267	0	0	0	0.295914
ENST00000452553.1	0	0	0.006018	0.0007555	0
ENST00000440574.1	0.121048	0.123458	0.067542	0.121372	0.426708
ENST00000451464.1	0	0.038451	0	2.19399	0.010658
ENST00000452795.1	0.053124	0	0	0	0.406437
ENST00000506629.1	0.020031	0.0392125	0.105928	0.116462	0.172036
ENST00000517519.1	0.003839	0.007077	0.0083875	0.0064845	0.001837
ENST00000530972.1	0.0993	0.449062	0.13142	0.251611	0.0715175
ENST00000421951.1	0.0146163	0.0588215	0.054623	0.045667	0.129052
ENST00000540410.1	0.0529147	0.0080525	0	0	0
ENST00000540652.1	0.0738473	0.12526	0	0	0
ENST00000431752.1	0	0.0184905	0.0385125	0.169372	0.0819265
ENST00000430542.1	0	0	0	0	0
ENST00000454863.1	0	0	0	0	0
ENST00000442884.1	0.170652	0.23354	0.370584	0.683188	0.189066
ENST00000452322.1	2.98055	7.57	11.3197	4.61003	8.6654
ENST00000453774.1	0.00105933	0	0	1.81561	0.006368
ENST00000453895.1	0.0944467	0.010719	0.010266	0.158438	0.127817
ENST00000452685.1	0	0	0	0	0
ENST00000499512.1	0.251455	0.25333	0.233562	0.471029	0.455321
ENST00000451596.1	0.0213757	0	0.034253	0	0.0187485
ENST00000461034.1	0.002888	0.0029935	0	0	0.0292015
ENST00000499996.1	17.4217	50.1161	48.5567	37.5337	14.5783
ENST00000506519.1	0	0	0	0.0717555	0
ENST00000518619.1	0	0	0	0	0.009187
ENST00000505528.2	0	0	0	0	0
ENST00000443621.1	0.00475367	0	0	0	0
ENST00000432973.1	0	0	0	0	0
ENST00000442411.1	0.00209833	0.001655	0.760145	0	0.012466
ENST00000442532.1	0.001686	0	0.111971	0.0856095	0.054583
ENST00000455963.1	0.00452333	0.014657	0.0084975	0	0.0052305
ENST00000454753.1	0	0.001553	0.021775	0	0
ENST00000452212.1	0.05406	0.080173	0.0980885	0.0819225	0.0789815
ENST00000450155.1	0.0147843	0.090929	0.0486275	0.450025	0.009695
ENST00000451486.1	0.169825	0.385295	0.309992	0.262163	0.191355
ENST00000450397.1	0	0	0	0	0
ENST00000499765.1	0.011041	0.082601	0.183525	0.124291	0.14723
ENST00000462497.1	0.58942	0	0	0	1.63799
ENST00000508829.1	0.00753133	0	0	0.0156665	0
ENST00000422930.1	0	0	0	0	0
ENST00000540300.1	0.263788	0.295634	0.544908	0.235364	0.2195
ENST00000444963.1	0	0	0	0	0
ENST00000432984.1	0	0	0	0	0
ENST00000454401.1	0	0	0	0.0090805	0
ENST00000443753.1	0	0	0	0	0
ENST00000431774.1	0	0	0.089558	0	0
ENST00000441212.1	0.055509	0	0.0264165	0	0.0578455
ENST00000455853.1	0	0	31.1738	0	0
ENST00000443874.1	0	0	0	0	0
ENST00000440002.1	0	0	0	0.139312	0
ENST00000455974.1	0	0.031463	0	0.0499695	0
ENST00000440123.1	0.00341333	0.0496665	0.040468	0.0383925	0.050563
ENST00000442785.1	0	0.0360295	0.828383	0.441783	0.0917975
ENST00000453554.1	0.308712	0.084618	0.0460525	0.0154585	0.824157
ENST00000440244.1	0	0.243391	0.017957	0	0.023952
ENST00000441575.1	0	0	0	0.472554	0
ENST00000452465.1	0.001956	0.01242	0.050618	0.01889	0.0850165
ENST00000440221.2	0	0.007646	0.286632	0	0.00592
ENST00000450287.1	0.000386667	0	0.005736	0.0229415	0.043401
ENST00000484046.1	0.065315	0	5.52148	0	0
ENST00000509808.1	0.175185	0.740648	1.15316	0.664225	1.85437
ENST00000497598.1	0	0.00057	0	0	0
ENST00000508719.1	0	0	0	0	0
ENST00000507509.1	0	0	0	0	0
ENST00000519609.1	0	0	0	0	0
ENST00000532930.1	0	0	0	0	0
ENST00000530510.1	0	0	0	0	0
ENST00000531962.1	0	0	0	0	0
ENST00000421610.1	0	0.05092	0.0079225	0.006997	0
ENST00000432621.1	0.17266	0.383623	0.635876	2.02759	1.95809
ENST00000433952.1	0.0170677	0	0.008149	0	0.015782
ENST00000444721.1	0	0	0	0	0
ENST00000431411.1	0	0	0	0.0072775	0
ENST00000432742.1	0.0216787	0.004772	0	0.005032	0.031516
ENST00000479822.1	0.285301	0	0.120465	0	0.002432
ENST00000441223.1	0	0	0	0.002608	0
ENST00000440013.1	0	0.0185755	0.151014	0.0291375	0.011641
ENST00000441465.1	0	0.0144475	0	0	0
ENST00000442796.1	0.102599	0	0	0.0844315	0.318584
ENST00000478854.1	0.010508	0.042045	0.0133535	0.007781	0.16482
ENST00000440255.1	0.00866667	0	0.086602	0	1.64126
ENST00000440376.1	0	0	0	0	0
ENST00000451266.1	0	0	0	0	0
ENST00000499522.2	0.223419	0.005316	0.166757	0.0589205	0.337913
ENST00000354541.3	0.097844	0	0.722037	0	0.0523525
ENST00000521930.1	0	0	0	0	0
ENST00000520962.1	0.014969	0	0	0	0.0281195
ENST00000411941.1	8.11594	4.72805	3.83151	19.0121	8.46365
ENST00000421500.1	0	0	0	0.0313675	0
ENST00000422831.1	0	0	0.0770865	0	0.008608
ENST00000446910.1	0.0188047	0	0.017036	0	0.018352
ENST00000433600.1	0.010062	0	0	0	0.724979
ENST00000434931.1	0	0	0	0	0.0010925
ENST00000420411.1	0.263135	0.0869885	0.203487	0.218095	0.25584
ENST00000421863.1	0.0341523	0.06499	0.006685	0.115083	0.0839215
ENST00000542984.1	0	0	0	0.011596	0
ENST00000432511.1	0.017261	0.158403	0.053614	0.417834	0.0031335
ENST00000457921.1	0.369163	0.22865	0.028439	1.87996	2.63317
ENST00000431422.1	0.0282033	0.006985	0.136335	0.001622	0.002014
ENST00000420774.1	0	0.1107	0.0454475	0.048376	0.733691
ENST00000456953.1	7.37969	46.5765	18.1053	12.0976	18.4335
ENST00000430333.1	0.017264	0.109329	0.231519	0.081803	0.022318
ENST00000432995.1	0	0	0	0	0
ENST00000453455.1	0.005699	0	0	0	0
ENST00000451035.1	0.00285133	0	0.263545	0	2.15291
ENST00000452366.1	0.00794567	0	0	0.0080715	0
ENST00000440001.2	0.291015	1.47959	2.71019	2.8747	3.42958
ENST00000488545.1	0	0.028747	0	5.9059	0.257151
ENST00000366312.2	0.037435	0	0.0350585	0	0
ENST00000473299.1	0	0.004782	0	0.0046585	0
ENST00000377300.3	0	0	0.0023475	0	0.0030235
ENST00000533920.1	4.1807	6.50811	0.700137	3.9237	3.40033
ENST00000411710.1	0	0	0	0	0
ENST00000532831.1	0.448385	2.76757	2.02159	1.0115	0.765896
ENST00000422600.1	0	0	0	0	0
ENST00000422842.1	0	0	0	0	0
ENST00000542632.1	0	0	0.023784	0	0.0250495
ENST00000434942.1	0.00395367	0.004549	0.111097	0.005084	0.930532
ENST00000421632.1	0.133719	0	1.10237	1.11959	0.003612
ENST00000422963.1	0	0	0	0	0
ENST00000433732.1	40.3065	43.4334	2.96203	165.755	0.0467465
ENST00000444501.1	0.05406	0.080173	0.0980885	0.0819225	0.0789815
ENST00000456601.1	0.001035	0.025009	0.0095275	0.006278	0.015307
ENST00000456722.1	0	0	0	0	0
ENST00000442323.1	0	0	0	0	0
ENST00000444985.1	0.0138427	0.00388	0	0.130516	0.0071725
ENST00000455754.1	0	0.094753	0.282876	0.132576	1.05505
ENST00000453213.1	2.33927	11.8173	49.3652	0.402249	0.730946
ENST00000441234.1	0.00227967	0.122333	0.0158965	0	0.0052525
ENST00000430586.1	0.10945	0	0.244712	0	0.004114
ENST00000463025.1	0.003627	0	0.15356	0	0.244136
ENST00000452377.1	0	0	0	0	0.007873
ENST00000322982.3	0.00485067	0	0.037021	0	1.59121
ENST00000475488.1	0.010508	0.042045	0.0133535	0.007781	0.16482
ENST00000450199.1	0.0755513	0.237555	1.29714	0.229393	0.315608
ENST00000355531.3	13.2206	17.1829	21.1656	11.3148	24.3736
ENST00000510941.1	0	0	0	0	0
ENST00000411721.1	0	0.0140795	0	0.011675	0
ENST00000544821.1	0	0	0	0.021754	0
ENST00000531511.1	0	0.023881	0	0.004079	0.0334645
ENST00000520863.1	0	0	0	0.0117115	0
ENST00000506309.2	0.620849	0.0044985	0.016265	0.0335565	0.438686
ENST00000435800.1	1.12793	2.47728	4.34687	2.67127	2.8614
ENST00000543611.1	0.210448	0	0.005101	0.0050585	0.0034335
ENST00000423942.1	0	0.0067955	0	0.017873	0
ENST00000542401.1	0.0169297	0.0096135	0	0	0.0043675
ENST00000530422.1	8.85774	38.915	13.3006	32.5837	6.07583
ENST00000422732.1	1.98693	0	1.34674	0	0.01892
ENST00000446811.1	0	0.009348	0.007434	0	0.0025915
ENST00000434832.1	0	0	0	0	0
ENST00000397057.2	1.93753	4.09816	1.88185	2.26367	1.16261
ENST00000446932.1	0.00217267	0.0020255	0.0043745	0.0807685	0.0170555
ENST00000432412.1	0	0	0	0	0
ENST00000421764.1	0.017099	0.0390155	0.025359	0.020325	0
ENST00000431202.1	0	0	0	0	0
ENST00000444754.1	0	1.40167	0	0.0637405	0
ENST00000431686.1	0	0.00935	0	0.0139205	0
ENST00000453103.1	0.834277	2.27613	0.57982	1.33947	0.422963
ENST00000467865.1	0.0297987	0.0068425	0.003687	0.02261	0.355473
ENST00000454555.1	0	0	0	0	0
ENST00000441245.1	0.148401	1.12373	0.4302	0.212379	0.107135
ENST00000454676.1	0.002068	0	0.0013175	0	0.0508975
ENST00000432994.2	0.120872	0	0.006997	0.0032195	0.014777
ENST00000498005.1	0.06948	0	0	0	0
ENST00000474168.1	0	0.213163	0.35309	0.0071505	0.001629
ENST00000498247.1	0	0	0.0079205	0.0009675	0
ENST00000521600.1	7.64413	15.3683	20.2801	20.5861	13.23
ENST00000521842.1	0	0	0	0	0
ENST00000424800.1	1.26209	5.29806	1.79877	2.12373	3.2044
ENST00000533942.1	0	0	0	0	0
ENST00000424921.1	0	0	0	0.25592	0
ENST00000544711.1	0	0	0	0	0
ENST00000447911.1	0.0231957	0.0067985	0.188141	0.127858	0.04254
ENST00000434601.1	0.00568333	0	0	0.172433	0.002099
ENST00000435932.1	0.0641227	0.022579	0.142768	0	0
ENST00000445733.1	0	0	0	0	0.0061785
ENST00000432423.1	0	0	0	0	0
ENST00000469812.1	0	0	0	0	0
ENST00000457833.1	0.060647	0	0.0227205	0	0
ENST00000456623.1	3.19809	21.9282	3.84962	3.63813	25.3188
ENST00000432665.1	0	0	0.386405	0	0
ENST00000442103.1	0	0	0	0	0
ENST00000456744.1	0	0	0	0	0
ENST00000431455.1	0	0	0	0	0
ENST00000454203.1	0	0.02517	0	0	0
ENST00000455534.1	0	0.012141	0	0.020882	0
ENST00000430245.1	58.6699	174.882	139.983	83.9671	73.4866
ENST00000432521.2	0.022956	0.0148105	0.137062	2.15297	0.0020575
ENST00000441014.1	0	0.0179535	0.006821	0.028025	0.0500895
ENST00000431697.1	0.300984	0.013585	0.117867	0.0582275	0.096907
ENST00000441377.1	0.126313	0.046416	0.0698855	0.246415	0.087085
ENST00000464125.1	0	0.006522	0	0.026911	0.034909
ENST00000475015.1	0.00178367	0	0	0	0.16079
ENST00000511954.1	0.000920333	0.001316	0.0884575	0.112957	0.110034
ENST00000510744.1	0	0.0056605	0.0176495	0.0123655	0
ENST00000522844.1	0.20559	0.193362	0.153323	0.382064	5.43375
ENST00000425802.1	0.0343757	0.026192	0.100363	0.0810725	0.163301
ENST00000510986.1	0.165512	0	0	0.004998	0.0943145
ENST00000532524.1	0	0.004722	0.141151	0	0
ENST00000412855.1	0.14291	0.175297	0.075461	0.092445	0.359884
ENST00000424955.1	0	0	0	0	0
ENST00000422414.1	0.0114347	0	0.0332805	0.0094985	0
ENST00000421204.1	0	0	0	0	0
ENST00000543656.1	0.0755513	0.237555	1.29714	0.229393	0.315608
ENST00000530346.1	0.631898	2.77471	8.97433	3.96688	2.47541
ENST00000434635.1	0	0	0	0	0
ENST00000435966.1	2.26713	5.53904	6.34755	3.14389	4.88935
ENST00000433425.1	0.097761	0.029669	0.019461	0	0.636978
ENST00000433546.1	0	0	0	0	0
ENST00000445646.1	0	0	0	0	0
ENST00000457746.1	0	0	0.0250695	0	0
ENST00000444436.1	0	0	0	0.0232495	0
ENST00000433788.1	0	0	0	0	0
ENST00000432699.1	0	0	0	0	0
ENST00000443347.1	0.0377047	0.012068	0.0575095	0.0662765	0.0241815
ENST00000467426.1	0.003627	0	0.15356	0	0.244136
ENST00000455447.1	0	0	0	0	0
ENST00000455568.1	0.097761	0.029669	0.019461	0	0.636978
ENST00000441169.1	0	0.0056695	0	0.040225	0
ENST00000511712.1	0	0	0	0.133102	0
ENST00000414923.1	0	0	0	0	0
ENST00000521403.1	0.038736	0.141806	0.317337	0.355185	0.214656
ENST00000412745.1	0	0	0	0	0
ENST00000510853.2	0	0	0	0	0
ENST00000447835.1	0.0827213	0	0	0	0
ENST00000423877.1	0	0	0	0	0
ENST00000542336.1	0	0	0	0	0.0083035
ENST00000433315.1	0	0	0	0	0.0639075
ENST00000447956.1	0.030918	0	0	0.130616	0.157442
ENST00000458725.1	0.554466	6.21636	4.941	3.93385	0.597862
ENST00000445415.1	10.2612	0.60461	1.81008	0.050634	0.136707
ENST00000542578.1	0	0	0	0	0
ENST00000446867.1	0.997792	2.09362	0.680297	1.13001	4.18918
ENST00000457636.1	2.15968	0.140597	12.7842	2.73307	4.9512
ENST00000444326.1	0.149945	0.142376	0.192073	0.162085	0.0258275
ENST00000443237.1	0.005525	0	0.009976	0	0.009159
ENST00000444568.1	0.0376447	0.0612535	0.144527	0.0725095	0.10148
ENST00000430048.1	0	0	0	0	0
ENST00000442027.1	0.0135247	0.039057	0	0	0.0464345
ENST00000443479.1	0	0.035768	0	0.0195715	0
ENST00000442269.1	0.223482	8.2	2.9848	4.63759	3.31977
ENST00000453159.1	0.4751	0.058497	0.37217	0.0240275	0.181201
ENST00000501801.1	0.00124133	0.002563	0.041446	0.392585	2.59345
ENST00000499139.1	0	0.0197005	0.106313	0.012541	0.0364125
ENST00000489557.2	0	0	0	0	0
ENST00000511602.1	0	0	0	0	0
ENST00000437803.1	0	0	0	0	0
ENST00000413845.1	0	0	0	0	0
ENST00000532304.1	4.39203	4.38348	11.7922	9.93261	6.43938
ENST00000449903.1	0	0	0	0	0.007599
ENST00000531215.1	0.053354	0.146487	0.089336	0.306454	0.015571
ENST00000436714.1	0	0	0	0	0
ENST00000424735.1	0	0.014758	0	0	0.0424075
ENST00000530126.1	0	0	0	0.133792	0
ENST00000447725.1	3.72845	9.02314	10.1532	4.10017	7.51048
ENST00000435867.1	0	0	0.0135525	0	0
ENST00000541016.1	15.0419	17.598	31.7948	10.9367	16.0403
ENST00000458615.1	0.023436	0	0	0	0
ENST00000420016.1	0.0100507	0.01108	0.0213055	0.032974	0.0236415
ENST00000434657.1	0	0	0	0	0
ENST00000457405.1	0	0	0	0.0617965	0
ENST00000422799.1	0	0	0	0	0.0039665
ENST00000541258.1	0	0	0	0	0
ENST00000456316.1	0.0412977	0.0089855	0	0.641244	0.00253
ENST00000457647.1	0	0.0015755	0	0	0
ENST00000431027.1	0.002395	0	0.019271	0.004251	0.0019155
ENST00000432358.1	4.31845	7.82459	4.0287	3.28445	2.54582
ENST00000455348.1	0	0	0	0	0
ENST00000454115.2	1.60878	2.42824	2.92838	0.602087	3.28564
ENST00000477249.1	249.309	347.774	318.764	176.423	285.63
ENST00000511734.1	0	0	0.0082975	0	0
ENST00000413603.1	0	0	0.0012655	0	0
ENST00000521535.1	0	0	0	0	0
ENST00000411436.1	0	0	0	0	0
ENST00000544657.1	0.00175867	0.121886	0.230989	0.0299265	0.179967
ENST00000531347.1	0.00256333	0	0	0	0.016854
ENST00000448825.1	0	0	0	0	0
ENST00000435515.1	0.0659193	0.004347	0	0	0.01399
ENST00000436846.1	0.940151	1.10421	0.554967	0.43432	6.43607
ENST00000423536.1	7.37969	46.5765	18.1053	12.0976	18.4335
ENST00000435636.1	0	0	0	0	0
ENST00000421116.1	6.25567	7.63427	6.51542	7.22793	10.4394
ENST00000434547.1	0.119383	0.22849	0.665741	0.650492	0.375366
ENST00000421237.1	0.12571	0.0061095	0.281227	0.087025	0.0723595
ENST00000435878.1	0	0	0	0	0
ENST00000530379.1	0	0	0	0	0
ENST00000433337.1	0	0	0	0	0
ENST00000542479.1	0.179713	0.128118	0	0	1.59747
ENST00000445437.1	0	0	0	0	0
ENST00000446768.1	0	0	0	0	0
ENST00000420269.1	0	0	0	0	0
ENST00000456327.1	0	0	0	0	0.066036
ENST00000457658.1	0	0	0	0	6.9049
ENST00000444348.1	0.0260443	0.0557095	0.008014	0.030935	0.027749
ENST00000455238.1	0	0	0	0	0.0101775
ENST00000442049.1	0.607507	0.0612135	0.368724	0.484689	0.220173
ENST00000513802.1	0.00477367	0.043658	0.0328245	0.094429	0.013828
ENST00000523724.1	0	0	0	0	0
ENST00000438903.1	0	0	0	0.016803	0.0074355
ENST00000534856.1	0	0.0439215	0.019288	0.0115085	0.008933
ENST00000532315.1	2.18279	0	1.97949	0	0.107786
ENST00000544415.1	0	0	0	0	0
ENST00000413977.1	1.41665	1.86503	2.87627	2.22138	1.11483
ENST00000533767.1	0.031846	0.586557	0.0556495	0	0.0053055
ENST00000520457.1	0	0	0	0	0
ENST00000531479.1	0	0	0	0	0.001852
ENST00000421006.1	0	0	0	0	0
ENST00000434437.1	0.056023	0.031116	0	0.216944	0
ENST00000542248.1	0	0.008905	0.0386835	0.118732	0.016269
ENST00000446537.1	0	0	0.0023295	0.001632	0
ENST00000420038.1	0.00379067	0	0.0180175	0.170355	0.0119395
ENST00000457427.1	0	0	0	0	0
ENST00000457548.1	0.0167083	0.0060155	0.01211	0.0190245	0.0064105
ENST00000444238.1	0.120845	0.397839	0.3918	0.166813	0.066296
ENST00000456338.1	0.004679	0.372768	21.8792	0.009885	2.3707
ENST00000457669.1	0	0	0.032605	0	0
ENST00000444359.1	0.03202	0.02137	0.155214	0.07911	0.021738
ENST00000455128.1	0	0	0.023019	0	0.003298
ENST00000456459.1	0	0	0	0	0
ENST00000478239.1	0.001302	0.002422	0	0.0121485	0
ENST00000514902.1	0.001699	0	0.0034155	0.042355	1.11641
ENST00000502923.1	0	0	0	0	0
ENST00000501834.1	0.00672133	0	0	0.081106	0.239166
ENST00000512603.1	0	0	0	0	0
ENST00000512724.1	2.36881	16.9376	7.58957	12.9577	3.00694
ENST00000524824.1	0	0.081715	0.0265565	0.082711	0
ENST00000511514.1	0	0	0	0	0
ENST00000523614.1	0.223419	0.005316	0.166757	0.0589205	0.337913
ENST00000427903.1	0.0222693	0	0.138963	0	0
ENST00000522525.1	5.72479	27.2979	23.4105	19.3471	6.10803
ENST00000500843.2	0.467129	0	1.87412	5.12819	3.11897
ENST00000413504.1	0	0	0	0	0
ENST00000522646.1	0	0.571398	0	0.161822	0.18582
ENST00000523977.1	0	0	0	0.049025	0.001446
ENST00000510667.1	0.0235053	5.41132	0.012281	0.131721	0.044679
ENST00000511998.1	0.06372	0.083537	0.307876	0.0241885	0.437662
ENST00000425604.1	2.55441	12.5439	5.68262	7.16263	5.55904
ENST00000534867.1	3.19809	21.9282	3.84962	3.63813	25.3188
ENST00000437825.1	0	0	0	0	0
ENST00000545636.1	0.029927	0.152205	0.119048	0.060204	0.001799
ENST00000534988.1	0.118712	0.196896	0.594526	0.206931	0.232323
ENST00000545999.1	0	0.007207	0	0.06246	0
ENST00000435526.1	0	0	0	0.647814	0
ENST00000422216.1	0	0.0415855	0	0	0
ENST00000446548.1	0.091486	0.0045315	0.0077015	0.003294	0
ENST00000433238.1	0	0.0847675	0.545874	0.79261	0.392885
ENST00000420049.1	0	0	0	0	0
ENST00000445459.1	0	0	0	0	0
ENST00000502813.1	0.337253	0.0461455	0.0314395	0.160963	2.05154
ENST00000502934.1	0	0.0008305	0.0014115	0.224405	0.0105055
ENST00000500756.1	0.0239477	0.0966365	0.0355655	0.0481905	0.026169
ENST00000416903.1	0	0	0	1.35967	0
ENST00000524714.1	0.000920333	0.001316	0.0884575	0.112957	0.110034
ENST00000512856.1	0.77797	0.277961	0.568014	0.376722	0.0634685
ENST00000500733.2	0.00754167	0.089953	0.666967	0	0.143355
ENST00000427914.1	0	0.0056695	0	0.040225	0
ENST00000414604.1	0.004679	0.372768	21.8792	0.009885	2.3707
ENST00000426704.1	0.0671543	0.026309	0.280655	0.143455	0.052844
ENST00000359941.5	6.07659	0.431228	1.2594	7.08283	5.98608
ENST00000521326.1	0.042491	0.0082045	0.212217	0.035969	0.0826625
ENST00000426946.1	0.00680767	0.0765745	0.069201	0.0213045	0
ENST00000414967.1	0	0	0	0	0
ENST00000534757.1	0.00412933	0.003355	0.005947	0.006285	113.777
ENST00000522778.1	0	0	0	0	0
ENST00000412426.1	0.508161	0.240208	1.36205	0.500765	0.223085
ENST00000545526.1	0	0.0038125	0.0348365	0.040799	2.32843
ENST00000413757.1	0	0	0	0	0
ENST00000449936.1	0	0	0.0186345	0	0
ENST00000448605.1	0.148401	1.12373	0.4302	0.212379	0.107135
ENST00000412789.1	0	0.0052295	0	0.0262255	0
ENST00000532579.1	0	0.190533	1.18174	0.379438	0
ENST00000510897.2	0.873556	0.161006	0.0012045	0	0
ENST00000411579.1	0.797921	1.69353	1.32973	0.88697	0.694136
ENST00000422227.1	0	0.0502595	0	0	0.155766
ENST00000447758.1	0	0	0.013932	0	0
ENST00000456118.1	0	0	0	0	0
ENST00000457449.1	0.0248137	0.0020665	0	0	0.003441
ENST00000479229.1	0	0.0109685	0	0	0
ENST00000470891.1	0.0552503	0.104727	0.0729385	0.077492	0
ENST00000500525.1	0	0	0.04859	0	0.023513
ENST00000321399.3	0	0	0.0297535	0	0.022111
ENST00000512746.1	0	0	0	0	0
ENST00000415704.1	0.051533	0.046723	0.0042445	0.0024605	0.0011635
ENST00000501954.2	0	0.0371795	0	0	0
ENST00000427804.1	0.106239	0.383941	0.404743	0.488709	0.121287
ENST00000439904.1	0.43521	0.455359	0.418076	0.596842	0.297229
ENST00000522426.1	0	0.020648	0	0	0
ENST00000426715.1	0.000595	0.006466	0.00355	0.004172	0.008809
ENST00000413405.1	18.637	7.37327	12.0802	0.834372	0.01036
ENST00000522547.1	0	0.0117515	0.0090825	0.013949	0
ENST00000511899.1	0	0.0031895	0.0183665	0	0.0032135
ENST00000425505.1	0.00104633	0.027899	0	0	0
ENST00000533437.1	0	0	0.342732	0	0.058342
ENST00000511755.2	0	0.614461	0	0.14057	0.001228
ENST00000435306.1	0.0462	0.436072	0.403955	0.318828	0.362784
ENST00000422117.1	0	0	0	0	0
ENST00000436758.1	0.00452333	0.014657	0.0084975	0	0.0052305
ENST00000530049.1	0.156978	1.24233	2.15176	0	0.105106
ENST00000448858.1	0	0	0	0	0.012332
ENST00000435548.1	0	0	0	0	0
ENST00000422238.1	0.001659	0	0	0.0095545	0.024802
ENST00000425966.2	0	0.001379	0.0070865	1.66258	0.001232
ENST00000445107.1	0	0	0	0	0
ENST00000446438.1	0	0	0	0	0
ENST00000433249.1	0	0	0	0	0
ENST00000457328.1	0.791951	0	0	0.2195	0.427409
ENST00000501504.1	0.001175	0	0.048406	0.583078	0.128206
ENST00000502956.1	0	0	0	0	0
ENST00000502812.2	0.0336337	0.102893	0.096711	0.0399615	0.0183555
ENST00000537925.1	56.334	350.051	511.709	128.43	213.561
ENST00000500778.1	0	0	0.0055575	0	0.0013885
ENST00000511547.1	0.004542	0.0273295	2.18051	0.268512	2.3674
ENST00000415715.1	0.148826	0.684414	0.719596	0.450288	0.35516
ENST00000500634.2	0.721137	2.13921	5.27533	1.33146	1.13603
ENST00000501965.2	0	0	0	0	0
ENST00000414505.1	0	0	0	0	0
ENST00000415836.1	0	0	0	0	0
ENST00000524978.1	0.344728	0.196118	0.145287	0.135051	0.673283
ENST00000392471.2	0	0.215525	0	0	0
ENST00000414868.1	0	0	0	0.0031205	0
ENST00000533327.1	0.00256333	0	0	0	0.016854
ENST00000520017.1	0	0.034356	0.026114	0.0030965	0
ENST00000522679.1	0	0	0	0	0
ENST00000437616.1	0.457417	0.506306	0.929768	0.272734	0.513856
ENST00000424306.1	0.0698217	0.50237	0.329883	0.161748	0.297563
ENST00000520259.1	0	0.003924	0.0022425	0	0.103956
ENST00000424548.1	0.00895367	0.009538	0.01621	0	0.0096095
ENST00000425879.1	0	0	0	0	0.00476
ENST00000449958.1	0	0.0120785	0	0.828825	0
ENST00000437979.1	0.005635	0.343624	0	0	0.0053835
ENST00000422128.1	0.502913	1.18121	1.11485	0.008443	0.405799
ENST00000448748.1	0	0	0	0	0
ENST00000447538.1	0.00133867	0.000604	3.45074	0.0004955	0.019434
ENST00000448869.1	0.0560187	14.0997	19.0997	1.59292	0.115029
ENST00000435559.1	0.285351	0	0.275191	0	0.385617
ENST00000445118.1	12.2343	10.6366	7.49218	5.41713	8.72409
ENST00000457218.1	2.66528	2.87345	6.15609	2.51815	3.99498
ENST00000457339.1	0.00152267	0.002129	0	0	0
ENST00000456129.1	0.0916583	0.224686	0.078705	1.03685	15.9231
ENST00000433116.2	0.0284307	0.300009	0.0707945	0.979133	0.378167
ENST00000324446.3	0	0	0	0	1.49123
ENST00000502725.1	0	0	0	0	0
ENST00000502846.1	0	0	0	0	0
ENST00000512405.1	0.00455733	0	0	0.0039395	0
ENST00000524505.1	0	0	0	0	0
ENST00000428915.1	0.052358	0.146387	0.063841	0.187892	0
ENST00000501855.2	1.93992	5.28928	1.50073	5.66889	1.07657
ENST00000415726.1	0	0	0	0.048517	0.0103465
ENST00000512624.2	0	0.819786	0	0.01399	0
ENST00000501976.2	0.011758	0.0237335	0.0058765	0.0372585	0
ENST00000523658.1	0	0.0075805	0	0	0
ENST00000439926.1	0.167677	0.0527705	0	0.036652	0.0674865
ENST00000426616.1	0	0	0	0	0
ENST00000510469.1	0	0	0.432804	0	0
ENST00000426737.1	0	0	0	0	0
ENST00000437506.1	0	0	0	0.104141	0.042474
ENST00000521359.1	0	0.054884	0	0.957164	0
ENST00000425648.1	0.121741	0.018432	0.190251	0.14752	0.76862
ENST00000413669.1	0	0.0256685	0.003237	0.002792	0
ENST00000533459.1	0	0	0	0	0
ENST00000520149.1	0	0	0	0	0
ENST00000437748.1	0	0	0	0	0
ENST00000532249.1	0.381719	0	0.18328	0.769371	0.242445
ENST00000447307.1	4.26482	0.0611665	0.868947	1.86421	0.171749
ENST00000435328.1	0.00198867	0	0	0.000574	0.0216995
ENST00000436659.1	0.0222693	0	0.138963	0	0
ENST00000423349.1	0	0	0	0	0
ENST00000413646.2	0.104123	0.158907	0.0011005	1.14308	1.04131
ENST00000400578.2	0	0	0	0	0
ENST00000458318.1	0	0	0	0	0
ENST00000457108.1	0.0312393	0	0	0.0046325	0
ENST00000446316.2	0.2116	0.357827	0.431443	0.29022	0.381097
ENST00000423689.2	0.00323767	0.0085465	0	0.043218	0.012002
