filename	NHEK	K562	HELAS3	GM12878	H1HESC
ENST00000436543.1	0	0.098602	0.0072385	0.0080435	0.092201
ENST00000423233.1	0	0	0	0	0
ENST00000545685.1	0.0193783	0.018081	0.0515	0.2628	0.503839
ENST00000520396.1	5.72479	27.2979	23.4105	19.3471	6.10803
ENST00000448643.1	0	0.0033055	0	0.0024885	0
ENST00000435333.1	0	0	0	0	0
ENST00000422023.1	0	0.0061115	0	0	0
ENST00000423354.1	0.07201	0.566337	0.566113	1.53908	1.68174
ENST00000447433.1	0	0	0.010539	0	0.0330155
ENST00000446102.1	0.014689	0.041333	0.032039	0.921707	0.025334
ENST00000434244.1	0.183153	0.0495715	5.72677	0	0.009024
ENST00000421055.1	0	0	0	0	0.044238
ENST00000457113.1	0.017222	0.018064	0.086718	0.0397525	0.0512065
ENST00000458444.1	0	0	0	0	0
ENST00000421297.1	0	0	0.0074	0.0373095	0
ENST00000458686.1	2.77866	6.66481	14.4195	20.3751	8.04051
ENST00000478167.1	0.005202	0	0.0069915	0	0
ENST00000501520.1	0.00212367	0.003296	0.992138	0.045246	1.74826
ENST00000415500.1	0	0.0043395	0	0.0046555	0.0196255
ENST00000523311.1	0	0	0	0	0
ENST00000416952.1	58.6699	174.882	139.983	83.9671	73.4866
ENST00000511453.1	0	0.681502	0	0.0063135	0
ENST00000439700.1	0.016878	0	0.130133	0	0
ENST00000415742.1	2.77866	6.66481	14.4195	20.3751	8.04051
ENST00000414532.1	0.424566	7.10591	2.47521	1.03037	0.0530375
ENST00000425301.1	0	0	0.0132915	0	0
ENST00000521133.1	0.197623	0.300571	0.737583	0.2587	0.0421705
ENST00000522464.1	0	1.94515	0.0629765	0.0003375	0
ENST00000512882.2	0	0	0	0	0
ENST00000426753.1	0.212521	0.003304	0	0.050546	0
ENST00000414774.1	0	0	0	0	0
ENST00000413564.1	0	0	0	0	0
ENST00000414895.1	0	0	0	0	0
ENST00000437643.1	0.183153	0.0495715	5.72677	0	0.009024
ENST00000424333.1	0.0231957	0.0067985	0.188141	0.127858	0.04254
ENST00000448412.1	0	0	0.0096685	0.0251645	0
ENST00000436433.1	0.059514	0	0	0	0
ENST00000436554.1	0.0313047	0.135794	0.183198	0.009734	0.025475
ENST00000447323.1	0.024915	1.29691	0	0	0
ENST00000424696.1	0.412479	0	0	0	0
ENST00000531176.1	0	0	0	0	0
ENST00000423486.1	0.004374	0	0	0	0.0095525
ENST00000434255.1	0	0	0	0	0
ENST00000435586.1	0.38294	0.0126045	0.113585	1.69144	0.230155
ENST00000447565.1	0	0	0	0	0.0026645
ENST00000457003.1	0	0	0	0	0
ENST00000446355.1	0.272292	0.0947865	0.0059895	0.037983	0
ENST00000447686.1	0.017099	0.0390155	0.025359	0.020325	0
ENST00000446476.1	0.0577207	0.031638	0	0.0482555	0.006915
ENST00000456035.1	0.004537	0.01703	0.0469285	0.021208	0
ENST00000468377.1	0.00908267	4.14086	11.1608	0.0082485	0.006894
ENST00000538920.1	0	0	0	0.0476205	0
ENST00000525610.1	4.39203	4.38348	11.7922	9.93261	6.43938
ENST00000512300.1	0.00761433	0	0	0	0
ENST00000513631.1	0	0	0	0	0
ENST00000501652.1	4.16741	3.28666	1.36086	5.01202	1.15039
ENST00000537710.1	0.263788	0.295634	0.544908	0.235364	0.2195
ENST00000513752.1	1.41753	0	0.375511	0	3.4985
ENST00000510254.1	0.0263473	0.0024525	1.31543	0.0457205	0.092704
ENST00000427732.1	0.013509	0.120705	0.206187	0.140154	0.162791
ENST00000414422.1	4.11752	3.40841	2.61422	10.2054	3.93917
ENST00000533002.1	0.702459	0	0	0.0078635	0.988296
ENST00000522354.1	0	0	0.0178515	0	0
ENST00000438622.1	0	0	0	0.0126785	0
ENST00000306853.1	0	0	0	0	0
ENST00000426643.1	0.0223847	0.011859	0.0572175	0.085028	0.211837
ENST00000427974.1	0.0229	0.249385	0.083529	0.0493395	0.011198
ENST00000426764.1	0.00972533	0.0180925	0.062021	0.0505925	0
ENST00000425554.1	0	0.0262715	0.0879815	0.01025	0.051053
ENST00000412244.1	0	0	0	0	0
ENST00000520055.1	0.00841433	0	0	0	0
ENST00000448423.1	0	0	0.003059	0.003068	0
ENST00000435113.1	0	0.0034655	0	0	0
ENST00000412486.1	0	0.004038	0	0	0
ENST00000423255.1	0.0592463	0	0.234124	0	0
ENST00000448665.1	0.00729167	4.17963	1.33597	0.947101	0.0015425
ENST00000422045.1	0	0	2.70053	0	0
ENST00000448786.1	0.0923527	0.145614	0.0047735	0.14634	0.030959
ENST00000413794.2	0.00566533	0	0	0.0445075	0.657983
ENST00000435597.1	0.150697	1.34239	0.257226	0.31656	0.418155
ENST00000458224.1	0.005846	0.0132915	0.03943	0.0125155	0.015152
ENST00000421077.1	0.0236513	0	0.129991	0	0.0021325
ENST00000542198.1	0	0	0	0	0
ENST00000445035.1	0.00420167	0.0173885	0	0	0
ENST00000433033.2	0	0	2.58175	0.001776	0.0113375
ENST00000444188.1	0.053646	0.03039	0.0230565	0.038502	0.100967
ENST00000455078.1	0	0	0	0	0
ENST00000455199.1	0.002309	0.0023415	0	0	0
ENST00000466089.1	0	0	0	0	0
ENST00000501300.1	0.00745	0	0	0	0
ENST00000513400.1	0.00152467	10.9305	0.0410885	0	0.004791
ENST00000538810.1	0.014009	0	0	0.543741	0.04071
ENST00000525500.1	0.0764223	0.539246	0.76522	0.263294	0.200304
ENST00000417810.1	0.0269133	2.2749	0.321332	1.60362	3.60287
ENST00000417931.1	0	0.0037045	0.006296	0	0
ENST00000511222.1	0	0	0	0	0
ENST00000416842.1	0	0	0	0	0
ENST00000535301.1	0	0	2.58175	0.001776	0.0113375
ENST00000525984.1	0	0	0	0	0.008846
ENST00000512674.1	0.085349	0.033513	0.089835	1.17426	0.125822
ENST00000522365.1	0	0.205471	0.0114305	0.0632425	0
ENST00000426533.1	0.50245	0.118353	0.267579	0.559258	0.162094
ENST00000414554.1	0.291648	2.49153	1.53476	1.86128	0.604888
ENST00000521034.1	0	0	0	0.403582	0
ENST00000438633.1	0.00433867	0	0	0	0
ENST00000439964.1	0.094637	0.11685	0.030707	0.162531	0.0463145
ENST00000522486.1	0	0	0.0404825	0	0
ENST00000424113.1	0.319893	0.0571605	0.038047	0	1.22409
ENST00000412134.1	0	0	0	0.0171985	0.053934
ENST00000426775.1	0	0.0062	0	0	0
ENST00000414796.1	0	0	0	0	0
ENST00000413586.1	0	0.004474	0.0043535	0	0
ENST00000449644.1	0	0	0.018271	0	0
ENST00000436334.1	0.110997	2.72175	0.271668	0.0154995	0.133691
ENST00000424355.1	0.00680533	0.01266	0	0	0.151918
ENST00000412376.1	0.324598	0.085532	0.0064985	1.7395	0.0036515
ENST00000412497.1	0.0488353	0.291079	0.325603	0.215502	0.129495
ENST00000316786.1	0.0281823	0.019106	0.0276575	0.0107405	0.127413
ENST00000531077.1	0	0	0	0.0283305	0
ENST00000435366.1	10.6578	3.44747	5.13896	7.30843	11.4697
ENST00000434398.1	0	0	1.53836	0	0
ENST00000457025.1	5.65039	15.8808	2.80383	16.3151	3.19794
ENST00000504820.1	0.0117277	0.025367	0.013895	0.05093	0.035598
ENST00000502400.1	0.069859	0.042544	0.0055245	0.026997	0
ENST00000502521.1	0.00684267	0.159417	0	0.008538	0.175566
ENST00000501311.1	0.00189933	0	3.51272	0	0
ENST00000514863.1	0	0	0	0	0
ENST00000512322.1	0.66449	0.369283	0.357328	0.036866	0
ENST00000526963.1	0.0069	0.009497	0	0.014048	0.0051775
ENST00000513653.1	0.015601	0.025757	0.0097985	0.000886	0.011398
ENST00000417942.1	40.3065	43.4334	2.96203	165.755	0.0467465
ENST00000537732.1	0	0	0	0	0
ENST00000500464.1	0.150928	0.010342	0.006963	0.208112	1.34353
ENST00000513895.1	0	0	0.0020695	0	0
ENST00000500585.1	0	0.321172	0	0	0
ENST00000427501.1	38.6111	89.4081	23.3736	32.4974	31.0468
ENST00000522123.1	0	0	0	0	0
ENST00000439601.1	0.0386957	0.563352	0	1.14292	0.98053
ENST00000427622.1	0	0	0	0	0
ENST00000522244.1	0	0	0	0.004148	0
ENST00000511596.1	0.00337333	0	0	0.0030015	0
ENST00000415764.1	0.997792	2.09362	0.680297	1.13001	4.18918
ENST00000426786.1	8.11594	4.72805	3.83151	19.0121	8.46365
ENST00000424245.1	0.001217	0.009893	0.076789	0.111325	0.0796815
ENST00000425576.1	0.00903133	0	0.0080025	0.0087425	0
ENST00000412266.1	0.15611	0.106957	0.178841	0.154914	0.351114
ENST00000424366.1	0	0	0	0.018428	0
ENST00000412387.1	0.111623	0.076056	0.0306595	0.219609	0.074244
ENST00000437797.1	0.017099	0.0390155	0.025359	0.020325	0
ENST00000424487.1	0	0	0	0	0
ENST00000458004.1	0	0	0.033807	0	0
ENST00000435377.1	0	0	0	0	0
ENST00000400385.2	0.494794	0	0.0033545	0.021594	0.002281
ENST00000458125.1	0.190395	0.625671	0.13341	0.108041	0.028065
ENST00000458367.1	0	0	0	0	0
ENST00000457157.1	0	0.0218655	0.006545	0	0.021531
ENST00000445178.1	0	0	0	0.057348	0
ENST00000435331.3	0	0.011684	0.197196	0.054857	0.306887
ENST00000456189.1	0.0158747	0.321104	0.400407	0	0.033341
ENST00000504710.1	0	0	0	0	0
ENST00000515842.1	0.031471	0.0171375	0.0125505	0.083292	0.0848715
ENST00000539921.1	56.334	350.051	511.709	128.43	213.561
ENST00000526611.1	0.0481397	0.350568	0.0563965	0.402299	0.0352395
ENST00000513422.1	0	0	0	0	0
ENST00000500112.1	0.0724663	0.0138655	229.097	0.597096	0.013364
ENST00000524312.1	0	0	0	0	0.005133
ENST00000429932.1	0.808969	1.36037	0.707969	0.733711	0.964089
ENST00000536412.1	0	0	0	0	0
ENST00000510034.1	0	0	0	0	0
ENST00000522134.1	0	0	0	0.001352	0
ENST00000510155.1	0.051022	5.62251	0.099819	0.041583	0.074013
ENST00000426302.1	0.072214	0.35036	0.669574	0.221656	0.359287
ENST00000413234.1	0.01712	0.004218	0.02005	0.115512	0.458653
ENST00000414565.1	0.00951633	0.194198	0	0.0748755	0.0121845
ENST00000415896.1	0	0	0	0.0088285	0.0059515
ENST00000416962.2	0.0140267	0.21431	0.170333	0.0653585	0.233328
ENST00000414686.1	0.0961513	0.169101	0.178616	0.312686	0.0300825
ENST00000545498.1	0.00130867	0.025388	0	14.0524	0
ENST00000447125.1	0.00800167	0.002707	0.0722765	0.045312	0
ENST00000424112.2	0.0767563	0.108802	0.19007	0.15299	0.277611
ENST00000436598.1	0	0	0	0	0
ENST00000448698.1	0.0132303	0	0.0354335	0	0
ENST00000435388.1	0.122689	0.193143	1.75223	0.150084	0.224822
ENST00000410099.1	0	0.033112	0.0100625	0.030714	0.109639
ENST00000447488.1	0	0	0.003041	0	0
ENST00000422199.1	0	0.0066925	15.5074	0	0
ENST00000435244.2	2.86169	14.2024	2.8839	2.4737	16.218
ENST00000446399.1	0.00132933	0	0	0.174223	0
ENST00000457168.1	0	0	0.016891	0	0.0112875
ENST00000469268.1	0	0	0	0	0
ENST00000517910.1	1.00099	0.138789	1.68761	0.138332	0.006946
ENST00000528800.1	0	0	0	1.8398	0.167768
ENST00000502301.1	0	0.001476	0	0.005948	0.031069
ENST00000514401.1	0	0	0	0	0
ENST00000503874.1	0.168832	1.8695	0.0681285	0.0017425	0.0030845
ENST00000501575.1	1.3933	19.9719	12.2188	9.3728	10.7897
ENST00000416512.1	0.779064	6.21815	3.56316	1.96832	3.09884
ENST00000417843.1	0.100353	0.68772	0.139588	0.901574	0.01002
ENST00000525654.1	0.004611	0.555961	0	0	0
ENST00000500365.1	0.0192317	0.095576	0	0.571781	0.0207745
ENST00000415302.1	0	0	0	0	0
ENST00000417964.1	1.26209	5.29806	1.79877	2.12373	3.2044
ENST00000524444.1	0.763149	0.169656	0.207093	0.0613475	0.073249
ENST00000415423.1	0.0107953	0	0.224292	0.011228	0.176453
ENST00000524565.1	0	0.022296	0	0.166753	0.118249
ENST00000427523.1	0	0	0	0.011462	0.014532
ENST00000427644.1	0.012767	0.155509	0.136335	0.190284	0.392089
ENST00000546103.1	0.0216787	0.004772	0	0.005032	0.031516
ENST00000416996.1	0.0131937	0.0058745	0.0169715	0	0.0350665
ENST00000536786.1	0	0	0	0	0
ENST00000511497.1	1.70385	0.546474	0.3885	0.485016	0.559947
ENST00000501794.2	0	0.010541	0	0.0236075	0.0068735
ENST00000413124.1	0	0	0	0	0
ENST00000427886.1	0.199082	0	0.00938	0.504932	0.0213435
ENST00000449303.1	0.0716827	0.353017	0.121578	0.677509	0.0233805
ENST00000449424.1	0.997792	2.09362	0.680297	1.13001	4.18918
ENST00000448214.1	0	0	0	0	0
ENST00000438897.1	0	0	0	0	0
ENST00000425587.1	2.13812	0	0.0412445	0.53407	0.0061015
ENST00000447257.1	0.131357	0	0	0	0
ENST00000448588.1	0.121048	0.123458	0.067542	0.121372	0.426708
ENST00000458147.1	0	0.0284515	0	0	0.028404
ENST00000434189.1	0	0	0	0	0
ENST00000457058.1	0	0	0	0	0
ENST00000433198.2	24.3043	32.2426	16.7897	1.81053	4.98117
ENST00000505700.1	0.0583713	0.120351	0.07593	0	0
ENST00000528811.1	0	0.133168	0	0	0
ENST00000502433.1	0.004542	0.0273295	2.18051	0.268512	2.3674
ENST00000479299.2	0	0	0	0	0
ENST00000515864.1	0	0	0	0	0
ENST00000525302.1	0	1.2298	0.033617	0.018759	0.756464
ENST00000526633.1	0	0	0	0	0.0203245
ENST00000335142.4	0.600654	2.13385	1.69177	0.929949	1.34709
ENST00000417612.1	0	0	0	0	0
ENST00000418943.1	0	0	0.0351325	0.476116	0
ENST00000526996.1	0.005883	0.540382	0.0527305	0.218658	1.72809
ENST00000428623.1	0	0.0318915	0.003783	0.0178695	0.0040735
ENST00000417975.1	0.0935317	0	0	0	0.0193035
ENST00000415434.1	0.0386957	0.563352	0	1.14292	0.98053
ENST00000500232.2	0	0	0.04859	0	0.023513
ENST00000428865.1	0.0225807	0	0.054394	0	0.0400205
ENST00000414345.1	0	0.0103245	0	0	0.011024
ENST00000534135.1	0	0	0	0	0
ENST00000414466.1	0	0	0	0	0
ENST00000522277.1	1.57814	0	0.30631	0	0
ENST00000511243.2	0	0.018562	0	0	0
ENST00000439755.1	0.0716827	0.353017	0.121578	0.677509	0.0233805
ENST00000439876.1	0	0	0.0065105	0.026117	0
ENST00000533046.1	0.00342033	0	0	0	0.005517
ENST00000521188.1	0	0	0.0129365	0	0.014729
ENST00000437456.1	2.77866	6.66481	14.4195	20.3751	8.04051
ENST00000437698.1	0.0108463	0	0.037055	0.008681	0
ENST00000532199.1	0	0	0	0	0
ENST00000435157.1	0	0	0	0	0
ENST00000436488.1	0	0	0	0	0
ENST00000528701.1	0.00735433	0.0314865	0.267707	0.796253	0.005798
ENST00000419801.1	0	0.007348	0	0	0
ENST00000419922.1	0.045895	0.002143	0.092855	0.424601	0.0479455
ENST00000514544.1	0	0	0	0	0
ENST00000417502.1	0.190395	0.625671	0.13341	0.108041	0.028065
ENST00000418833.1	3.72845	9.02314	10.1532	4.10017	7.51048
ENST00000418954.1	0.508161	0.240208	1.36205	0.500765	0.223085
ENST00000512245.1	0	0	0	0	0
ENST00000513576.1	0	0	0	0	0
ENST00000501211.2	0.368449	0.409239	0.144091	0	1.15752
ENST00000416534.1	0	0	0	0.012774	0
ENST00000537655.1	0.084458	0.331755	0.0576975	0.435181	0.213544
ENST00000427303.1	0.00590933	0.0131235	3.97224	0.184609	0.107637
ENST00000417986.1	4.11752	3.40841	2.61422	10.2054	3.93917
ENST00000512487.1	0	0	0	0	0
ENST00000439524.1	0.004679	0.372768	21.8792	0.009885	2.3707
ENST00000510067.1	0	0	0	0	0
ENST00000425125.1	0	0.009415	0	0	0
ENST00000534388.1	0	0.008896	0	0	0
ENST00000425246.1	0.368491	0	0.241405	0	0
ENST00000414598.1	0	0	0	0	0
ENST00000521199.1	0	0	0	0	0
ENST00000437346.1	0.0710233	0.0180155	0.023954	0.0067795	0.062768
ENST00000424036.1	0	0	0	0	0
ENST00000438677.1	0	0	0	0	0
ENST00000426698.1	0.457417	0.506306	0.929768	0.272734	0.513856
ENST00000412178.1	0.0160203	0.289102	0.761174	0.019777	0.179244
ENST00000447147.1	0.021321	0.003261	0.035662	3.63746	0.055365
ENST00000446058.1	0	0	0	0	0
ENST00000447389.1	0.013295	2.47311	1.23994	1.13778	0.003083
ENST00000504512.1	0.021232	0	0.114796	0	0
ENST00000529922.1	0	0	0	0	0
ENST00000502334.1	0	0.62738	0.005214	0.0012765	0.003672
ENST00000504610.2	1.41404	0.35077	0.224576	0.230431	0.277081
ENST00000502455.1	0	0	0	0	0
ENST00000418602.1	0.0730207	0.0384265	0.0342385	0.0785975	0.142393
ENST00000417513.1	0.0138123	0.0279895	0	0.0272405	0
ENST00000538634.1	0.094332	0.632458	0.119333	0.113838	0.215155
ENST00000526655.1	0.00255867	0	0.0491405	0	0.0040205
ENST00000527986.1	1.67282	1.42223	1.21945	1.57334	1.04704
ENST00000416424.1	0	0.0028015	0	0	0.001441
ENST00000536214.1	0.142845	0.285718	0.267503	0.304419	0.123122
ENST00000526897.1	2.95739	10.9333	6.62478	10.3988	0.251484
ENST00000512498.1	0	0.0046805	0.0238435	0.009817	0
ENST00000428766.1	0	0.0347025	0.018989	0.021099	0.0429255
ENST00000534036.1	0	0.037866	0.0384445	0.008881	0
ENST00000522057.1	0	0.034356	0.026114	0.0030965	0
ENST00000426467.1	0	0	0	0	0.027721
ENST00000427798.1	0.415641	22.6962	41.9862	0.790629	0
ENST00000414488.1	0.130113	0.127596	0.052176	0.138379	0.003715
ENST00000437115.1	0.001683	0.00628	0	0.0506865	0.0791615
ENST00000449215.1	0	0	0	0	0
ENST00000439898.1	0.072214	0.35036	0.669574	0.221656	0.359287
ENST00000412068.1	0.002265	0.003907	0.0111605	4.8134	0.0118015
ENST00000448126.1	0	0	0	0	0
ENST00000449457.1	0.0320457	0.37922	0.153827	0.239501	0.0170005
ENST00000425499.1	0.0165657	0.0172585	0.0282385	0.0211015	0.159731
ENST00000448247.1	0.494794	0	0.0033545	0.021594	0.002281
ENST00000447158.1	0	0	0	0	0
ENST00000447256.2	0	0	0	0	0
ENST00000495580.1	0	0	0	0	0.039448
ENST00000518922.1	0	0	0	0	0
ENST00000504402.1	0.005075	0.0025805	0.0249125	0.0007555	0.0032995
ENST00000517833.1	0.182685	0.319373	0.3034	0.25178	0.152035
ENST00000504765.1	0	0	0	0	0
ENST00000371192.1	2.82181	12.6483	4.0167	8.07292	6.19853
ENST00000419702.1	0	0.02102	0.0214605	0	0
ENST00000528844.1	0.564284	0.121728	0.772621	0.462597	0.185986
ENST00000502345.1	0	0	0	0	0.0064945
ENST00000419944.1	0	0.002871	0	0	0
ENST00000539734.1	0	0	0	0	0
ENST00000513235.1	0	0.113045	0.383941	0.184343	0
ENST00000418855.1	4.50386	4.87228	12.8027	6.99655	10.0282
ENST00000539976.1	1.61173	2.16609	7.34601	0.95329	1.51013
ENST00000527997.1	1.78937	0	0.022768	0	0
ENST00000501498.1	1.18855	0.153948	0.119376	0.146888	0.123294
ENST00000415104.1	0.0682373	0.281114	0.415644	0.198022	0.261466
ENST00000427204.1	0	0.0013015	0	0	0
ENST00000417887.1	0	0.004983	0	0.0133945	0
ENST00000428656.1	0	0	0	0	0
ENST00000524488.1	0	0.022296	0	0.166753	0.118249
ENST00000427446.1	0	0	0	0	0
ENST00000428777.1	1.64387	0.0246985	0.114992	0.240145	0.297305
ENST00000534168.1	0	0	0	0	0
ENST00000522189.1	0	0	0	0	0
ENST00000439788.1	0	0	0.020633	0	0
ENST00000438457.1	0.001035	0.025009	0.0095275	0.006278	0.015307
ENST00000438699.1	0.0477573	0.02474	0.574796	0.438794	0.980094
ENST00000424179.1	0	0.0011525	0	0.001892	0.0062605
ENST00000449589.1	58.6699	174.882	139.983	83.9671	73.4866
ENST00000448379.1	0	0	0	0	0
ENST00000434078.2	0.0758977	0.004336	0	0.0512115	0.349086
ENST00000505623.1	0	0	0	0	0
ENST00000517723.1	0.0344233	0	1.59231	0.007258	0
ENST00000504413.1	0	0	0	0	0
ENST00000529823.1	2.18279	0	1.97949	0	0.107786
ENST00000517965.1	0.20559	0.193362	0.153323	0.382064	5.43375
ENST00000419713.1	0	0.0179535	0.006821	0.028025	0.0500895
ENST00000514214.1	0.119035	0.527738	0.302272	1.53803	0.0401365
ENST00000526556.1	0	0.0012255	0	0.0004435	0
ENST00000416204.1	0.0386957	0.563352	0	1.14292	0.98053
ENST00000539987.1	0.171023	0.229359	0.240992	0.275033	0.355494
ENST00000512036.1	0	0	0	0.021744	0.20294
ENST00000415236.1	5.88574	8.52749	7.41772	12.7342	2.97376
ENST00000428667.1	0.372137	0.0545555	0.039604	0.015336	0
ENST00000415357.1	0	3.49092	0	0	0.690079
ENST00000429998.1	0.141942	0.24467	0.079628	0.0800885	0.009043
ENST00000524499.1	0.361866	0.458312	0.422187	0.344385	0.445694
ENST00000500276.2	0.90277	0.0070525	3.67925	0	1.78729
ENST00000437016.1	0	0.002881	0	0	0
ENST00000426489.1	0	0	0	0	0
ENST00000413179.1	0	0	0	0	0
ENST00000439413.2	0.0522587	0.0379875	0.075837	0.147153	0.02239
ENST00000437258.1	0.494794	0	0.0033545	0.021594	0.002281
ENST00000438589.1	0.031987	0	0.093467	0	0.0865475
ENST00000425279.1	0	0.0486775	0	0	0
ENST00000437235.2	0.0901543	0.130536	0.070717	0.687668	0.077336
ENST00000304233.3	0	0	0	0.00247	0
ENST00000519901.1	0	0.571398	0	0.161822	0.18582
ENST00000418416.1	0	0	0	0	0
ENST00000513038.1	0	0	0	0	0.0401465
ENST00000417327.1	1.1864	2.02907	2.59918	3.59091	3.41652
ENST00000430890.1	0	0	0	0	0
ENST00000453880.1	0	0	0	0	0
ENST00000440570.1	10.2612	0.60461	1.81008	0.050634	0.136707
ENST00000486671.1	0.0297987	0.0068425	0.003687	0.02261	0.355473
ENST00000483283.1	0.002296	0.0123475	0.0173605	0.005086	0
ENST00000519814.1	0	0	0	0	0
ENST00000519935.1	0.00403333	0	0	0	0
ENST00000518846.1	0	0	0	0.0180435	0
ENST00000518967.1	0	0	0	0.267033	0
ENST00000506723.2	0.00358067	0	0	0	0.004142
ENST00000515337.1	0.0238773	0.003109	0.012836	0.14235	0.0351275
ENST00000502027.1	0.215831	0.20801	0.191431	6.98188	0.255842
ENST00000429317.1	0	0	0	0	0
ENST00000416249.1	0.00329233	0	0.0480285	0.323022	0
ENST00000536039.1	0.273357	0.494923	0.352923	0.371984	0.116824
ENST00000439239.1	0	0	0.0191035	0	0
ENST00000454980.1	0.372137	0.0545555	0.039604	0.015336	0
ENST00000451350.1	0.121676	0.630246	0	3.71554	1.7079
ENST00000506878.1	0	0	0	0	0
ENST00000503006.1	0.0654857	0.092641	0.135768	0.334648	0.079299
ENST00000505668.1	0.068519	0.0527405	0.054146	0.214061	0.0322345
ENST00000515227.1	0.006505	0.0017515	0.0074475	0	0
ENST00000528779.1	0	0	0	0.010928	0
ENST00000229465.5	0.0852757	0.00301	3.12689	0.247045	0.0278215
ENST00000428118.1	0	0	0	0.00271	0
ENST00000439008.1	0	0	0	0	0
ENST00000439129.1	1.1864	2.02907	2.59918	3.59091	3.41652
ENST00000453660.1	0	0.471405	0	0	0.0132045
ENST00000454991.1	0	0	0	0	0
ENST00000451240.1	0	0	0	0.04132	0
ENST00000476892.1	0	0	0.0119375	0	0
ENST00000499882.1	0.0118513	0.003046	0	0.276896	21.7883
ENST00000508825.1	0	0	0	1.3471	0
ENST00000506405.1	0.000375	0.011562	0.006481	0.001247	0.00704
ENST00000507736.1	2.36881	16.9376	7.58957	12.9577	3.00694
ENST00000508923.2	0	0	0	0	0
ENST00000504106.1	0.0290443	0.008613	0	0.0319405	0.026332
ENST00000503017.1	0	0.681502	0	0.0063135	0
ENST00000517658.1	0.386113	0.263097	0.0256025	0	0.114285
ENST00000504469.1	0.022138	0.135583	0.271701	0.201441	0.032361
ENST00000419406.1	0	0	0	0	0
ENST00000503259.1	0.66449	0.369283	0.357328	0.036866	0
ENST00000538349.1	0	0	0	0	0
ENST00000525039.1	10.4929	22.1262	16.3522	8.98175	32.1103
ENST00000514126.2	0.472723	0.085919	0.165767	3.71964	0.481843
ENST00000429328.1	0.0354227	0.304465	0.246753	0.036632	0.0189935
ENST00000441450.1	0	0.002466	0	0	0
ENST00000442781.1	0	0	0	0	0
ENST00000453671.1	0.158901	0.333978	2.3724	0.422999	0.282254
ENST00000488882.1	0.00994133	0.05403	0.0359635	0.114373	0.11343
ENST00000462383.1	0.243594	0.141606	0.172289	0.262678	0.0611275
ENST00000519605.1	0	0	0	0	0
ENST00000519726.1	0.026887	0.036986	0.215462	0.052812	0.272181
ENST00000506416.1	0	0	0	0	0
ENST00000507989.1	0	0	0	0	0
ENST00000518637.1	0	0	0	0	0.0028805
ENST00000505448.1	0.626838	0.045091	0.693998	0.42653	3.67634
ENST00000515128.1	0	0.036312	0.0125425	0.0025975	0
ENST00000529769.1	0	0	0	0	0
ENST00000539328.1	0	0	0	0	0
ENST00000428008.1	64.7848	126.894	191.568	76.0565	42.5584
ENST00000431770.1	0	0.0138745	17.2881	0.073177	0.036415
ENST00000443870.1	0.0827023	0	0	0	1.37455
ENST00000452230.1	0.063511	0	0	0	0
ENST00000453561.1	0	1.96494	0.013736	0.164267	0
ENST00000440372.1	0	0	0	0.017917	0
ENST00000451141.1	0.0916583	0.224686	0.078705	1.03685	15.9231
ENST00000450294.1	0	0	0.0266175	0	0
ENST00000499662.1	0	0	0.0053255	0.0283875	0
ENST00000461063.1	0.06618	0.060762	0.0783795	0.0571895	1.20672
ENST00000485384.1	0	0.0497375	0	0	0
ENST00000508605.1	0	0	0	0	0
ENST00000508847.1	0.289152	0.0555055	0.519615	1.10161	1.4441
ENST00000508968.1	1.41753	0	0.375511	0	3.4985
ENST00000529417.1	0	0	0	0	0
ENST00000504249.1	0	0	0	0	0
ENST00000515139.1	0	0	0.0484555	0.006677	0.0202145
ENST00000419428.1	0	0	0	0	0
ENST00000527239.1	0.003606	0.126002	0.0321335	0.03218	0
ENST00000542980.1	0	0.144747	0.00183	0.0228305	0
ENST00000418218.1	0	0	0.091195	0	0.0247475
ENST00000538008.1	0.00476333	0	0	0	0
ENST00000541891.1	0	0.012805	0.100313	0.573365	0.008008
ENST00000442550.1	0.0941767	0	0	0	0
ENST00000455981.1	0.109929	0.0730065	0.0071595	0	0.360852
ENST00000430692.1	0	0	0	0.007018	0
ENST00000451152.1	0.0213757	0	0.034253	0	0.0187485
ENST00000463373.1	0.00310233	0.002733	0.0038205	0.0007925	0.0008565
ENST00000450063.1	0.211093	0	0	0	0
ENST00000450161.2	0.00331433	0.0773755	0.009706	0.0244265	0.012539
ENST00000508616.1	0	0	0	0.201134	0
ENST00000509947.1	0.006505	0.0017515	0.0074475	0	0
ENST00000496285.1	0.285301	0	0.120465	0	0.002432
ENST00000519506.1	0	0	0	0	0
ENST00000509924.2	0.231328	0	0.0083175	0	0.014765
ENST00000518417.1	0	0.00377	0.003125	0	0
ENST00000505107.1	0	0	0	0	0.0317675
ENST00000376593.2	0.00291433	0.0033645	0.093878	0.0016325	0.002353
ENST00000539229.1	0.0479	0.059617	13.7781	0.0019715	0.157822
ENST00000421870.1	0	0	0	0	0
ENST00000433970.1	0	0	0	0	0
ENST00000540692.1	0.259357	0.033218	0.0341795	1.24354	0.849681
ENST00000444981.1	0.0987603	0.0575685	0.096427	0.049259	0.21145
ENST00000442440.1	0.0987603	0.0575685	0.096427	0.049259	0.21145
ENST00000443771.1	0	0	0	0	0.111519
ENST00000455871.1	0	0	0	0	0
