filename,NHEK,HMEC,AG04450,K562,MCF7,HUVEC,BJ,HSMM,HELAS3,GM12878,NHLF,H1HESC,A549,SKNSHRA,HEPG2,CSHL_WholeCell_LPA+-_15CellLines
ENST00000535880.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000522570.1,0,0,0,0,0,0,0,0,0.03075,0,0,0.0068805,0.0183225,0.0167615,0,
ENST00000534670.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000413791.1,2.77866,1.38847,2.05915,6.66481,6.0883,4.69775,3.20656,3.04591,14.4195,20.3751,2.345,8.04051,5.50272,5.28404,12.2062,
ENST00000437991.1,0.000595,0.003217,0.0017605,0.006466,0.0063175,0,0,0,0.00355,0.004172,0.010568,0.008809,0.0032775,0.0126775,0.019761,
ENST00000530072.1,2.18279,3.90544,32.7345,0,0,1.63508,28.7946,12.2797,1.97949,0,25.7651,0.107786,1.63707,6.96401,0.279703,
ENST00000447550.1,0,0,0,0.0312765,0,0.0123175,0,0,0.0568285,0.0938915,0.003058,0,0,0.030037,0.031221,
ENST00000542172.1,0.059601,0,0.0891465,0.249164,0.0305395,0,0.053582,0,0.113567,0.19194,0.001342,0.087505,0.156983,0.115089,0.164419,
ENST00000446340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000421051.1,0,0,0,0,0,0,0,0,0.0184015,0.0078045,0,0,0,0,0,
ENST00000435692.1,0.00737867,0,0,0,0.0058475,0,0,0,0.0379265,0.0341815,0,0,0.0041465,0,0,
ENST00000421293.1,6.07659,7.91582,6.62603,0.431228,7.67945,8.02428,3.97096,2.1152,1.2594,7.08283,3.80575,5.98608,4.8125,9.44691,5.27511,
ENST00000458682.1,0.963003,0.058197,0.0067165,0.0063015,0.0190555,0.127342,0.0087355,0.007298,0.126484,0.219104,0.0072805,0.0726055,0.365488,0.0486505,0.0861875,
ENST00000445372.1,0.00737867,0,0,0,0.0058475,0,0,0,0.0379265,0.0341815,0,0,0.0041465,0,0,
ENST00000432062.1,0,0,0.008522,0.015362,0.003909,0.009245,0.023163,0.004334,0.016527,0.015576,0.0147555,0.030019,0.005251,0.0086345,0.0041365,
ENST00000444162.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526,0,
ENST00000431094.1,0.415641,0.392264,0.032702,22.6962,44.6472,0.185638,0.0803825,2.01386,41.9862,0.790629,2.59495,0,39.0163,47.3841,59.6172,
ENST00000455294.1,0.09916,0.094734,0.081619,0,0.0373965,0.116573,0.215165,0.165849,0.289472,0.112464,0.07,0.182416,0.163112,0.495048,0.452028,
ENST00000455392.2,0.00172133,0,0.021358,0.0618915,0,0,0.0140865,0.01094,0.005892,0.023978,0.010749,0.0038745,0.00283,0.0083515,0.0028365,
ENST00000522460.1,0,0,0,0.013801,0,0,0,0,0,0,0,0,0,0,0,
ENST00000523791.1,0.000980667,0,0.0563375,0.02398,0.204754,0.0274295,0.0252865,0.00681,0.0127785,0.195717,0.000801,0.128881,0.0428175,0.121872,0.007234,
ENST00000426870.1,0,0,0,0,0.0028675,0,0,0,0,0.138061,0,0,0,0,0,
ENST00000413560.1,0,0,0,0,0,0.0092935,0,0.003318,0.0783985,0,0,0.003686,0.0110015,0.613707,0.367383,
ENST00000426991.1,0.296535,0,0.706772,3.10371,0.186207,0.161276,0.201713,0.150629,2.44233,5.10787,0.060635,0.40509,0.530771,0.715597,0.611972,
ENST00000424450.1,0.607885,0.152876,0.48176,0.854845,0.799249,0.906015,0.871609,0.320133,1.62483,0.687939,0.179897,1.35615,0.558886,1.61146,1.77622,
ENST00000437881.1,0,0,0,0,0,0,0,0,0.008365,0.014092,0,0,0,0,0,
ENST00000448650.1,0,0,0,0,0,0,0,0,0,0.0237135,0,0,0,0,0,
ENST00000436671.1,0.0304633,0,0,0,0.660564,0,0,0,0,0,0.001926,0.002048,0.125553,0,0,
ENST00000448892.1,0.021193,0.024446,0.170172,0.45784,0.0217365,0.069162,0.091394,0.099296,0.0940285,0.66748,0.130455,0.245033,0.0202155,0.304645,0.073167,
ENST00000542062.1,0,0,0.008332,0,0.0011115,0,0,0,0,0,0,0,0,0,0,
ENST00000457120.1,0,0,0.004918,0,0.040006,0.016139,0,0,0,0.0050675,0,0,0,0.0267075,0,
ENST00000434493.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000446593.1,0,0,0,0,0,0,0,0.0466845,0.0040275,0,0,0,0,0,0,
ENST00000456031.1,0,0,0,0.0098045,0.0220845,0,0.0058205,0,0,0,0.0069405,0.075619,0,0,0,
ENST00000458693.1,0.131772,0.017611,0.135818,0.0115155,0.18817,0.148284,0.109399,0.00885,0.085292,0.140222,0.024897,0.0640945,0.138583,0.128822,0.0392235,
ENST00000509139.1,1.64028,3.65423,0.0157875,0.002384,0.0092605,0.029941,0.014116,0.0047315,0.0215255,0,0.0407845,0.0272245,0.007017,0.062541,0.016473,
ENST00000412240.1,0,0,0,0,0,0,0.0269345,0,0,0,0,0,0,0,0.0060845,
ENST00000426881.1,0,0,0,0,0,0,0,0,0,0,0,0.002048,0,0.112188,0,
ENST00000413571.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000544251.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000545582.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014195,
ENST00000532272.1,0.002553,0.039677,0.012498,0,0.0038965,0,0,0.0039875,0,0,0,0,0,0,0,
ENST00000437892.1,0,0,0,0.276769,0.814894,0,0.006134,0,0.02021,0.004339,0,0.353507,0.66063,0,0.0639635,
ENST00000434020.1,0.109574,0.375376,0.195974,0.002439,0.005845,0,0.0307915,0.0703555,0.079258,0.0406335,0.12614,0.025354,0.0122665,0.055842,0.141163,
ENST00000434141.1,0,0,0,0,0,0,0,0,0,0,0,0.0043005,0,0,0,
ENST00000422162.1,0.0107763,0.030557,0.011503,0,0,0,0,0.0323665,0.011411,0,0,0,0.013899,0.0579205,0.0081425,
ENST00000447572.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093915,0,
ENST00000458220.1,58.6699,34.6799,47.9208,174.882,66.5218,32.2132,43.4418,27.9762,139.983,83.9671,29.0764,73.4866,84.423,41.7767,76.9135,
ENST00000444184.1,2.33927,2.5872,6.18626,11.8173,20.5186,13.266,11.4827,7.4862,49.3652,0.402249,7.78102,0.730946,12.8628,18.0892,30.0012,
ENST00000455074.1,0,0,0.0137215,0.00494,0,0,0,0,0.070227,0.00565,0.0082105,0,0,0.251267,0.0311685,
ENST00000323380.3,0.0624417,0.005586,0,0,0.0221915,0,0,0.027081,0.175117,0.022001,0,0.095324,0.015073,0.0154765,0.129186,
ENST00000500691.1,0.001101,0.003415,0.0057025,0.036998,0.0161385,0.014142,0.026365,0.001901,0.0352585,0.0507785,0,0.0470155,0.022725,0.0461525,0.0418295,
ENST00000524770.1,0.631898,0.36231,3.49181,2.77471,1.64244,3.10152,3.46946,2.96243,8.97433,3.96688,1.45408,2.47541,2.43554,5.72917,10.1954,
ENST00000510371.1,0,0,0,0,0,0,0,0,0,0,0,0,0.201362,0,0,
ENST00000522350.1,0.26926,0,0,0,0,0,0,0,0,0.007098,0,0,0,0.0026675,0.006403,
ENST00000415991.1,0,0,0,0.0271355,0,0.630182,0,0,0,0.01976,0,0,0.005697,0,0,
ENST00000458254.1,0,0,0,0,0,0,0,0,0,0,0,0,0.01612,0,0,
ENST00000446275.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000434296.1,0,0,0,0,0,0.0509925,0,0.060177,0.0303205,9.8287,0.004672,0,0.458566,0,3.17751,
ENST00000457044.1,0,0,0,0,0.003028,0,0.007252,0.0067145,0,0,0,0,0,0,0.0241035,
ENST00000458375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000446592.3,0.0524467,0,0,20.7676,0,0.042971,0,0.006076,0.0584885,0.064633,0,0.005836,0.003434,0,0,
ENST00000359253.2,0,0.003211,0,0,0,0,0,0,0.013095,0.028542,0,0,0,0,0.0269965,
ENST00000514640.1,0.004542,0,0.297892,0.0273295,0.746515,0.490931,0.3259,0.085147,2.18051,0.268512,0.0514495,2.3674,1.71788,0.813434,0.863721,
ENST00000502661.1,0,0,0.141104,0,0.076877,0,0.059163,0.0378815,0,0,0.0127925,0,0,0,0,
ENST00000513551.1,0,0,0,0,0,0,0,0,0,0,0,0,0.201362,0,0,
ENST00000524320.1,0,0.03384,0,0,0.074513,0.116707,0,0,0,0,0,0.14467,0.0139365,0,0,
ENST00000511010.1,0.0120033,0.016378,0.169484,0.615,0.130664,0.203363,0.225206,0.0383285,0.424756,0.830024,0.311012,0.36846,0.310133,0.24199,0.18842,
ENST00000416630.1,0.000595,0.003217,0.0017605,0.006466,0.0063175,0,0,0,0.00355,0.004172,0.010568,0.008809,0.0032775,0.0126775,0.019761,
ENST00000523110.1,0,0,0,0.009648,0,0,0,0,0,0,0,0,0,0.019713,0,
ENST00000524441.1,0.00606133,0.006408,0,0.0042655,0.009439,0.0061135,0,0.107986,0,0,0,0,0.0199505,0,0,
ENST00000513793.1,0,0,0,0.005172,0,0,0,0,0,0,0,0.0094725,0,0,0.032836,
ENST00000511252.1,0,0,0,0,0,0,0,0,0.0253265,0,0,0.002011,0,0,0.0211555,
ENST00000525893.1,0,0,0,0,0,0,0,0,0,0.0088085,0,0,0,0,0,
ENST00000414210.1,0,0,0,0,0,0,0,0,0.0065255,0,0,0,0,0,0,
ENST00000546100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000510284.1,0.003614,0,0,0.950345,0,0,0,0,0.0144935,0.06856,0,0,0.033011,0,0.0133425,
ENST00000306641.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000413121.1,0,0,0,0,0,0,0,0.013327,0.0068765,0.011044,0,0.009589,0.003576,0,0,
ENST00000414452.1,0.116605,0.080863,0.0921445,0.0603635,1.9344,0.144802,0.0657725,0.335439,0.0674375,0,0.062666,0.166846,1.46555,0.072311,0.004897,
ENST00000412153.1,0,0,0,0,0,0,0,0,0,0.0241865,0,0,0,0,0,
ENST00000426794.1,0,0,0.0252905,0,0.008063,0,0.00949,0.017879,0,0,0.509695,0,0,0,0,
ENST00000521295.1,0,0,0,0.0128015,0.0203955,0,0,0,0.0066185,0.055943,0,0,0,0.0067075,0.0476165,
ENST00000448211.1,0,0,0,0,0,0,0,0,0.0063245,0.0024705,0,0,0,0,0.0234015,
ENST00000438894.1,0.340922,0.134978,0.104532,0.831861,0.719805,0.492384,0.258634,0.229661,0.608617,0.804821,0.099953,1.39381,0.648725,1.52684,0.770819,
ENST00000520085.1,3.73389,2.86999,1.67993,2.38696,1.0187,1.46092,0.553406,2.04347,0.370184,2.66318,1.27592,3.62102,1.69038,2.54607,1.01492,
ENST00000544164.1,0,0,0,0,0.0033705,0,0,0,0,0.15005,0,0,0.0379055,0,0,
ENST00000445076.1,5.65039,0.836228,2.83846,15.8808,3.18343,1.64508,3.28933,1.72588,2.80383,16.3151,1.33898,3.19794,8.17084,16.1967,3.9793,
ENST00000456087.1,0.0132697,0,0.050307,0,0,0.010984,0.0504415,0,0.062326,0.148823,0,0.0124385,0.0077175,0.0372695,0.0085835,
ENST00000502430.1,0.008426,0.027027,0.041248,0.129543,0.036945,0.019559,0.0410105,0.005459,0.216833,0.277034,0.033557,0.0390305,0.0472775,0.0817935,0.224218,
ENST00000501220.1,0.0118513,0.096293,0,0.003046,0,0.0033925,0.0020505,0.0421145,0,0.276896,0.0156195,21.7883,0.0025615,0.566393,0,
ENST00000503882.1,0.119882,0,0.0973135,0,0.0031415,0,0.0335195,0.333978,0.010834,0,0.118891,0,0.220297,0,0,
ENST00000524210.1,5.72479,3.23711,6.43793,27.2979,12.1285,5.04955,4.34063,3.52149,23.4105,19.3471,3.67101,6.10803,7.35322,4.25999,12.8931,
ENST00000501583.1,0.000640333,0,0.001011,0.0017505,0,0.0037555,0.001269,0.001264,0.0068905,0.001429,0.0010665,0.003784,0.004533,0.0012145,0,
ENST00000417851.1,0.004679,0.02008,0.0191625,0.372768,0.360569,0.266444,0.0795715,0.533566,21.8792,0.009885,0.005768,2.3707,0.0284535,1.47335,66.1009,
ENST00000512352.1,0,0,0,0,0,0,0.004424,0,0,0,0,0,0,0,0,
ENST00000416641.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000523121.1,0,0,0,0,0,0.0054555,0.073911,0,0.005422,0,0.003942,0,0,0,0.0059855,
ENST00000537762.1,0,0,0,0,0.0160335,0,0,0,0.0135385,0,0.0038525,0.308706,0.011556,0,0.004306,
ENST00000500494.1,0.0100507,0.007188,0.0047225,0.0713145,0.238149,0,0.001416,0.00347,0.0566405,0.0906545,0.002258,0.0621775,0.0115495,0.0159835,0.0524645,
ENST00000535221.1,0,0,0,0,0,0,0,0,0,0.087904,0,0,0,0.055074,0,
ENST00000523242.1,0,0,0,0,0,0,0,0,0,0,0.0078995,0,0,0,0,
ENST00000426200.1,15.2372,10.5566,17.4204,30.105,25.6457,17.767,14.372,16.5922,31.4029,14.4747,21.8346,13.6947,25.6069,21.6234,14.3453,
ENST00000428862.1,0.00403767,0.05297,0.202516,0.111012,0.076313,0.0674365,0.328819,0.232273,0.62701,0.0405495,0.110728,0.0398425,0.137969,0.421134,1.21156,
ENST00000536673.1,0,0,0,0.144747,0.031469,0,0,0,0.00183,0.0228305,0,0,0.610896,0,0.001704,
ENST00000523363.1,0,0,0,0,0,0,0,0,0.0942235,0.0421085,0,0.524813,0,0,0.024251,
ENST00000513660.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0083895,0,0,
ENST00000426321.1,0,0,0,0.011452,0,0,0,0,0,0,0,0,0,0,0,
ENST00000522274.1,0,0,0,0,0,0,0,0,0,0.133998,0,0,0,0,0,
ENST00000416860.2,0.022956,0.358387,0.014368,0.0148105,0,0.161469,0.131444,0.008153,0.137062,2.15297,0.0564845,0.0020575,0.0012165,0.000644,0.941959,
ENST00000437211.1,6.25567,4.38213,3.85633,7.63427,3.52404,6.3612,3.467,4.33374,6.51542,7.22793,2.82496,10.4394,4.68765,3.14053,9.99566,
ENST00000414584.1,24.2586,17.3202,46.4132,46.7065,6.06588,72.026,47.9827,36.2717,18.5499,5.76771,27.8649,4.46256,24.7216,6.5872,17.9562,
ENST00000546353.1,0.003167,0.005624,0.0061575,0.0407195,0,0.028032,0.003382,0.0062625,0,0.405859,0,0.059262,0.0257465,0.0187315,0.0117065,
ENST00000425595.1,1.04212,0.113601,0.000926,0.0090555,2.02518,0,2.62866,1.60444,1.82868,0,0,0.001202,0.144544,0.0039665,0.044619,
ENST00000520096.1,0.000689667,0,0.0348455,0.0232435,0.0021245,0.015681,0.013336,0.001191,0,0,0.0081215,0.012403,0.002577,0.0877755,0.001113,
ENST00000437695.1,0.0178427,0.010224,0.0040255,0,0,0,0.003021,0,0,0.02549,0,0,0,0,0,
ENST00000436485.1,0.679574,0.173418,0.274435,2.85589,0.288183,0.27299,0.126288,0.155275,1.4653,1.74853,0.161691,0.463076,1.27929,0.838772,2.92136,
ENST00000423175.1,0.00445533,0.014782,0.127693,0.025408,0.0869755,0.038453,0.038794,0.023086,0.175923,0.542639,0.0197505,0,0.591757,0.126875,0.657439,
ENST00000504740.1,0,0,0.291226,0.62738,0.0139385,0.028847,1.29493,0.0032025,0.005214,0.0012765,0.019521,0.003672,0.0099995,91.133,0,
ENST00000503893.1,0,0,0,0.0045085,0.170682,0,0,0.013279,0,0,0.0037885,0.023082,0,0.008811,0,
ENST00000514662.1,0,0,0,0,0,0,0,0,0,0.009265,0,0,0,0,0,
ENST00000524100.1,0.02131,0,0,0,0.002242,0,0,0.0044875,0,0,0.0042085,0,0.004734,0,0,
ENST00000513573.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000429841.1,0,0,0,0,0,0,0,0,0,0,0,0.001727,0,0.0132525,0,
ENST00000523011.1,0.0443823,0.027465,0.030648,0.130495,0.0695285,0.0268835,0.0381315,0.0439665,0.053509,0.381274,0.02597,0.0279255,0.0315555,0.102059,0.077473,
ENST00000525673.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000513694.1,2.36881,1.59664,3.63244,16.9376,2.70059,1.64115,2.22781,0.763737,7.58957,12.9577,1.09588,3.00694,3.90543,4.56053,4.69969,
ENST00000427300.1,2.89393,2.18446,1.98316,5.1715,1.96609,1.14539,1.54255,0.945344,7.11409,6.44867,1.42353,2.35799,3.60142,3.59452,3.80048,
ENST00000429962.1,0.28738,0.45831,0.185157,0.239982,0.482042,0.294708,0.181185,0.309429,0.478061,0.200319,0.245017,0.7184,0.124204,0.892726,0.31212,
ENST00000417983.1,0.00596233,0.011649,1.46076,0.005092,0.374764,0.124124,0.141826,0.032832,0,0.190378,0.166602,0.0417475,0.149718,0.276545,0.021714,
ENST00000427421.1,0.00706067,0,0.0171955,0.010145,0.034145,0.0346635,0.0032185,0,0,0.018767,0.012668,1.35594,0.0278175,0.095525,0,
ENST00000428752.1,1.84924,4.0299,0.352963,1.79638,2.31117,0.628763,1.18084,0.740231,0.699165,0.872127,0.355642,8.29394,0.650618,1.78419,3.54639,
ENST00000416894.1,0.057867,0.014469,0.0548765,0.373771,0.100505,0.057349,0.067388,0.0576675,0.107293,0.098939,0.0737505,0.133302,0.0952435,0.254535,0.151724,
ENST00000535353.1,0,0,0,0.597523,0,0,0,0,0,0.076393,0,0.022293,0.039559,0.184822,0,
ENST00000511395.1,0,0,0,0,0.0071265,0,0,0,0,0.0521265,0,0,0,0,0,
ENST00000523495.1,0,0,0,0,0,0.0199055,0,0,0,0.001156,0.002213,0,0,0.000771,0,
ENST00000438432.1,0.287865,0.230733,0.120793,0.832061,0.124771,0.017757,0.463545,0.164307,0.968886,4.97549,0.114653,0.203782,0.168333,0.283813,1.3256,
ENST00000426453.1,0,0.014863,0,0,0.0626085,0,0.022265,0.145823,0.02775,0.0335225,0.0459565,0.0217285,0.0448305,0.127763,0.0353745,
ENST00000438553.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000425364.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000413385.1,0.00300033,0.004653,0,0,0.016303,0,0,0,0,0,0,0,0.0049235,0,0,
ENST00000424154.1,0,0,0,0,0,0,0,0.0052225,0,0,0,0.0317825,0.015365,0.012093,0.009912,
ENST00000435044.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000448475.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000543097.1,0,0.514878,6.74051,0,0,4.64663,5.97625,3.90367,0,0,2.34965,6.9049,4.28278,0,4.52079,
ENST00000458155.1,0.00729167,0.029039,0.28261,4.17963,2.07409,0.007733,0.023417,0.0424425,1.33597,0.947101,0.0709845,0.0015425,12.0782,6.43628,4.34459,
ENST00000527620.1,0.259647,0.085227,0.01228,0.295675,0.417277,0.010641,0.0232395,0.003686,0.162748,0.016672,0.0021955,2.76323,0.622235,5.43173,0.256046,
ENST00000504993.1,0.0119723,0,0,0,0.002852,0,0,0.000848,0,0.0052695,0,0.003648,0,0.215282,0,
ENST00000514431.1,0,0,0.291226,0.62738,0.0139385,0.028847,1.29493,0.0032025,0.005214,0.0012765,0.019521,0.003672,0.0099995,91.133,0,
ENST00000513221.1,0.051981,0.01334,0.047327,0.0230605,0.0208065,0.02619,0.0504255,0.0035125,0.346545,0.117639,0.0116075,0.0803345,0.025601,0.05709,0.073165,
ENST00000514673.1,0,0,0.291226,0.62738,0.0139385,0.028847,1.29493,0.0032025,0.005214,0.0012765,0.019521,0.003672,0.0099995,91.133,0,
ENST00000514794.1,0.00327967,0,0.084857,2.00948,0,0.290692,0.029685,0.182091,0,2.12588,0.024067,0.188327,0,0.157913,0,
ENST00000525563.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000428642.1,0,0,0,0,0,0,0,0,2.42996,0.0206575,0,0,0,0,0.921044,
ENST00000426101.1,0.205778,0.028965,0.0975925,0.007831,0.0448125,0.0076555,0.056548,0.047038,0.101135,0.107446,0.012492,0.084043,0.168829,0.0179005,0.25392,
ENST00000523264.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000523385.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000438322.1,0.00596233,0.011649,1.46076,0.005092,0.374764,0.124124,0.141826,0.032832,0,0.190378,0.166602,0.0417475,0.149718,0.276545,0.021714,
ENST00000439653.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000414364.1,0,0,0,0.0236765,0,0,0,0,0,0.006829,0,0.225424,0.126881,0.13408,0,
ENST00000534275.1,0,0,0,0,0.023041,0,0,0,0,0,0,0,0,0,0,
ENST00000438443.1,0,0,0,0,0,0,0,0,0,0.026469,0,0,0,0,0,
ENST00000437233.1,0,0,0,0.0188545,0.021719,0,0,0,0.382136,0,0,0.0949285,0,0,0.721078,
ENST00000425254.1,0.205567,0.250558,0.251933,0.553751,0.671288,0.190479,0.311616,0.85163,0.836025,1.15123,0.418177,0.225041,0.875809,1.09831,0.676771,
ENST00000426585.1,5.23173,2.78269,0.000783,41.026,0.021359,0.772919,0.376357,0.821774,0.140892,0.020932,0.97548,0.0094125,0.001856,0.009333,0.0228865,
ENST00000449333.1,0.037435,0.006242,0,0,0,0,0,0,0.0350585,0,0,0,0.034351,0,0.010849,
ENST00000437354.1,0,0,0.0726955,0,0.120323,0,0,0,0.034005,0,0.047687,0.0347315,0,0.0218445,0.035174,
ENST00000424044.1,0.0924617,1.14133,0.138624,2.35429,0.227373,0.588296,0.668918,1.33718,2.25358,0.817495,0.77402,3.27369,0.929867,1.80958,2.2416,
ENST00000412065.1,0,0,0,0,0.138686,0,0,0,0.119155,0.005248,0,0.043054,0.0061345,0.170544,0.0654885,
ENST00000424165.1,0,0,0,0,0,0.0060145,0.015347,0,0.0141015,0,0,0.01004,0.011394,0.0244365,0,
ENST00000448365.1,0.00269933,0,0,0,0,0,0,0,0,0,0,0,0,0.0159585,0,
ENST00000449696.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000448486.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004532,0,
ENST00000423197.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000446187.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000445098.1,0,0,0.002023,0,0,0,0,0.044248,0.0018135,0,0,0,0,0,0,
ENST00000434064.2,0.00923433,0.014756,0,0.0008815,0,0,0.003533,0.0033865,0,26.9596,0.002755,0.35217,0,0.024276,0.0048195,
ENST00000313064.2,0.115519,0.198342,0.070171,0.710114,0.523554,0.127618,0.164481,0.12349,0.378947,0.632015,0.080226,0.739492,0.717304,0.286388,0.141114,
ENST00000528720.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000419820.1,17.855,17.0889,21.6228,12.0763,26.0729,23.1458,22.6743,12.003,30.9584,17.4866,23.6667,2.83601,16.044,22.1018,19.7511,
ENST00000337471.4,0,0,0.0009745,0.0012425,0,0,0,0,0,0.613905,0,0,0,0,0,
ENST00000429621.1,0,0,0.00989,0,0,0,0.002704,0,0,0,0,0,0,0,0,
ENST00000428411.1,1.12793,1.10942,0.966325,2.47728,0.129823,1.148,1.05657,0.449164,4.34687,2.67127,0.778084,2.8614,1.05829,0.988005,2.49842,
ENST00000415101.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000416432.1,0,0,0,0,0,0,0,0,0,0,0,0,0.005013,0.0262445,0,
ENST00000513595.1,0.193409,0.111081,0.141457,0,0.137155,0,0.131878,0.608302,0,0,0.375563,0,0.138681,0.093042,0,
ENST00000415222.1,2.77866,1.38847,2.05915,6.66481,6.0883,4.69775,3.20656,3.04591,14.4195,20.3751,2.345,8.04051,5.50272,5.28404,12.2062,
ENST00000416553.1,0,0,0,0,0.0035205,0.008327,0,0,0,0,0,35.8338,0,0,0,
ENST00000417884.1,0.002395,0,0,0,0.0114105,0,0,0.0008255,0.019271,0.004251,0,0.0019155,0.0126935,0,0.022669,
ENST00000511054.1,0.09547,0,0,0,0,0,0,0,0,0,0,0,0.003624,0.0075755,0,
ENST00000535133.1,0,0,0,0.0750105,0,0,0,0,0,0.020162,0,0.013435,0,0,0.011066,
ENST00000523154.1,0.0862187,0,0.115765,0.079713,0.352705,0.222046,0.994067,0.099582,0.414242,0.216575,0.129865,0,0.0871045,0.443095,0.819987,
ENST00000426112.1,0.179777,0.133432,0.00914,0,0.492192,0.0308925,0.039263,0.0638815,0.177474,0.0104965,0.005293,0.0545805,0.190313,0.202782,0.105659,
ENST00000428895.1,0.38294,0.612372,0.1873,0.0126045,0.615831,1.16513,0.132854,0.107425,0.113585,1.69144,0.283659,0.230155,10.1949,1.38869,0.0150425,
ENST00000426354.1,0,0,0,0,0.007155,0,0,0,0,0,0,0,0,0,0,
ENST00000534165.1,0,0,0.006225,0,0,0,0,0,0,0,0.0075335,0.0264785,0,0,0,
ENST00000426475.1,0.308767,0.270115,0.01448,2.76403,0.484223,0.004046,0.007333,0.0225935,0.0142875,0.0573985,0.0756475,0.298372,0.103379,0.0040445,0.271438,
ENST00000438454.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000413286.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000521097.1,0,0,0.014422,0,0.017694,0,0.105601,0.0032015,0,0.403582,0.0126375,0,0,0,0,
ENST00000428872.2,0,0,0.0154455,0,0,0,0,0,0,0,0,0,0.0234615,0,0,
ENST00000437244.1,0.00236333,0.007046,0.0347305,0.003698,0.0075645,0.0429485,0.035316,0.053954,0.035066,0.00863,0.0173385,0.071914,0.031164,0.0262965,0.0260985,
ENST00000438575.1,0,0.010262,0,0,0.02296,0,0,0.250038,0,0.36635,0.0035735,0,0,0,0,
ENST00000448013.1,0,0,0,0.0486775,0,0,0,0,0,0,0,0,0,0.0048875,0,
ENST00000448134.1,0,0,0.020237,0.215939,0.0352505,0.0101745,0.0773575,0,0.129746,0.115481,0,0.0277505,0.0180735,0.0787565,0.584214,
ENST00000412197.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000448255.1,0.483345,0,0.0586515,1.49708,0,0.0465295,0,0.0025815,0.211774,0,0.0689355,0.816078,0.470681,0,0.38681,
ENST00000449586.1,0,0,0,0,0,0,0,0.0051895,0,0,0,0,0,0.0004875,0,
ENST00000412295.2,0.005874,0,0.0680965,4.63733,0.207854,0.21808,0.0879615,0.013877,0.176936,0.070774,0.0140585,3.72825,0.003954,9.71805,0.430102,
ENST00000434098.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000400172.3,1.67005,0.940795,0.856947,1.77535,2.96546,1.34563,0.95532,0.945365,0.881374,2.53673,1.0327,4.82376,0.74103,0.214053,0.10682,
ENST00000503321.1,0,0,0,0,0,0,0,0,0,0,0,0.008478,0,0.0079565,0,
ENST00000515542.1,0.00147667,0,0,0,0.018042,0,0,0,0,0.20923,0,0,0,0,0,
ENST00000527642.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000501143.1,0.027043,0.048105,0.0897705,0.0411045,0.0387625,0.080874,0.125169,0.0648865,0.15484,0.036735,0.115546,0.0988225,0.074572,0.141364,0.0392445,
ENST00000418621.1,0.0616713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENST00000419952.1,0.0567947,0.028909,0.756451,0,0.431374,2.07499,0.406696,0.669131,4.36522,0.0139125,0.171525,0.03596,0.907075,1.96385,0.906555,
