index "transcript_id" "HELAS3" "GM12878" "H1HESC" "HEPG2" "K562" "entropy" "min" "max" "average" "maxExpr" "HELAS3.Expr" "GM12878.Expr" "H1HESC.Expr" "HEPG2.Expr" "K562.Expr" "threeTimesSpecifity" "tissSpec" "expressed"
"2496" "ENST00000456514.1" 0.0315595 0 0 0.000286 0 0.07395853580818 0 0.0315595 0.0063691 "HELAS3" "high" "notExpressed" "notExpressed" "low" "notExpressed" "HELAS3" 0.932880395981662 "yes"
"2497" "ENST00000420941.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2498" "ENST00000432554.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2499" "ENST00000420845.1" 0 0 0.0006415 0 0 0 0 0.0006415 0.0001283 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"2500" "ENST00000433110.1" 0.000379 0.0009205 0 0 0 0.870843945894723 0 0.0009205 0.0002599 "GM12878" "low" "mid" "notExpressed" "notExpressed" "notExpressed" "None" 0.595189152990565 "yes"
"2501" "ENST00000536791.1" 0 0 0.00078 0 0.000357 0.897719090358312 0 0.00078 0.0002274 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "low" "None" 0.577856289758506 "yes"
"2502" "ENST00000454492.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2503" "ENST00000443888.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2504" "ENST00000446589.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2505" "ENST00000453367.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2506" "ENST00000414581.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2507" "ENST00000428178.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2508" "ENST00000428273.1" 0.0120255 0 0.010879 0.0149195 0 1.57206818186403 0 0.0149195 0.0075648 "HEPG2" "high" "notExpressed" "high" "high" "notExpressed" "None" 0.366868712508653 "yes"
"2509" "ENST00000430326.1" 0.00766 0 0.007415 0.0114285 0 1.55498605116848 0 0.0114285 0.0053007 "HEPG2" "high" "notExpressed" "mid" "high" "notExpressed" "None" 0.393187458097156 "yes"
"2510" "ENST00000423976.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2511" "ENST00000456581.1" 0.0054555 0.0058925 0.013357 0.0046255 0.0037765 2.15418416923439 0.0037765 0.013357 0.0066214 "H1HESC" "mid" "high" "high" "mid" "mid" "None" 0.373337353403887 "yes"
"2512" "ENST00000502243.1" 0.012172 0.0084515 0.014751 0.0127315 0.0043505 2.22175075024282 0.0043505 0.014751 0.0104913 "H1HESC" "high" "high" "high" "high" "mid" "None" 0.28331401483582 "yes"
"2513" "ENST00000440388.1" 0.030901 0.0125975 0.0183805 0.0328805 0.008819 2.16102486664875 0.008819 0.0328805 0.0207157 "HEPG2" "high" "high" "high" "high" "high" "None" 0.310619804786786 "yes"
"2514" "ENST00000449936.1" 0.000676 0 0 0 0 0 0 0.000676 0.0001352 "HELAS3" "low" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "HELAS3" 1 "yes"
"2515" "ENST00000439421.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2516" "ENST00000436942.1" 0.000321 0.0001635 0.006083 0.002138 0 1.14210937470968 0 0.006083 0.0017411 "H1HESC" "low" "low" "mid" "mid" "notExpressed" "None" 0.587697865388596 "yes"
"2517" "ENST00000445868.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2518" "ENST00000414106.1" 0.0031755 0 0 0.002234 0 0.978037342151411 0 0.0031755 0.0010819 "HELAS3" "mid" "notExpressed" "notExpressed" "mid" "notExpressed" "None" 0.504320371419003 "yes"
"2519" "ENST00000443922.1" 0.003861 0 0 0.0017695 0 0.898041658481126 0 0.003861 0.0011261 "HELAS3" "mid" "notExpressed" "notExpressed" "mid" "notExpressed" "None" 0.577636340124205 "yes"
"2520" "ENST00000428814.1" 0.001539 0 0.0014795 0.0007495 0 1.52061009371245 0 0.001539 0.0007536 "HELAS3" "mid" "notExpressed" "mid" "low" "notExpressed" "None" 0.376915344681779 "yes"
"2521" "ENST00000450206.1" 0.0191745 0 0.00536 0.0074005 0.005933 1.77564542260452 0 0.0191745 0.0075736 "HELAS3" "high" "notExpressed" "mid" "mid" "mid" "None" 0.44658843749063 "yes"
"2522" "ENST00000455414.1" 0.0139995 0 0.039714 0.280332 0.001293 0.80280880381189 0 0.280332 0.0670677 "HEPG2" "high" "notExpressed" "high" "high" "mid" "HEPG2" 0.704518636423391 "yes"
"2523" "ENST00000445190.1" 0.003253 0 0 0.0026725 0 0.9930658091239 0 0.003253 0.0011851 "HELAS3" "mid" "notExpressed" "notExpressed" "mid" "notExpressed" "None" 0.47696465506164 "yes"
"2524" "ENST00000441365.1" 0 0 0.0003045 0 0 0 0 0.0003045 6.09e-05 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"2525" "ENST00000424193.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2526" "ENST00000423232.1" 0.0009565 0 0.004363 0 0 0.679661510297153 0 0.004363 0.0010639 "H1HESC" "low" "notExpressed" "mid" "notExpressed" "notExpressed" "H1HESC" 0.68964197113268 "yes"
"2527" "ENST00000461291.1" 0 0 0.001387 4.25e-05 0 0.193039403337856 0 0.001387 0.0002859 "H1HESC" "notExpressed" "notExpressed" "mid" "low" "notExpressed" "H1HESC" 0.877414719016586 "yes"
"2528" "ENST00000444433.1" 0 0 0.000337 0 0 0 0 0.000337 6.74e-05 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"2529" "ENST00000300167.5" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2530" "ENST00000424450.1" 0.059207 0.022979 0.069361 0.073254 0.037879 2.21588403119136 0.022979 0.073254 0.052536 "HEPG2" "high" "high" "high" "high" "high" "None" 0.281532099625467 "yes"
"2531" "ENST00000452591.1" 0.041914 0.0057275 0.02382 0.0604495 0.0017335 1.76191578731943 0.0017335 0.0604495 0.0267289 "HEPG2" "high" "high" "high" "high" "mid" "None" 0.408215049003385 "yes"
"2532" "ENST00000529266.1" 0.034775 0.0045515 0.0090445 0.108025 0.0370465 1.70499203399172 0.0045515 0.108025 0.0386885 "HEPG2" "high" "mid" "high" "high" "high" "None" 0.483733047763149 "yes"
"2533" "ENST00000540375.1" 0.026407 0.0019695 0.367055 0.1003 0.178064 1.60157631850326 0.0019695 0.367055 0.1347591 "H1HESC" "high" "mid" "high" "high" "high" "None" 0.473943347367209 "yes"
"2534" "ENST00000457006.1" 0.004206 0.0013325 0.037657 0.004859 0.004883 1.40697279000253 0.0013325 0.037657 0.0105875 "H1HESC" "mid" "mid" "high" "mid" "mid" "H1HESC" 0.597544939218451 "yes"
"2535" "ENST00000527297.1" 0 0 0 0.002339 0.019514 0.490902309018338 0 0.019514 0.0043706 "K562" "notExpressed" "notExpressed" "notExpressed" "mid" "high" "K562" 0.763990203866809 "yes"
"2536" "ENST00000526704.1" 0.0134865 0.0048265 0.0290975 0.0085755 0.009303 2.05263321626353 0.0048265 0.0290975 0.0130578 "H1HESC" "high" "mid" "high" "high" "high" "None" 0.403490124240716 "yes"
"2537" "ENST00000542435.1" 0.006081 0.0233895 0.010962 0 0 1.37837899366067 0 0.0233895 0.0080865 "GM12878" "mid" "high" "high" "notExpressed" "notExpressed" "None" 0.498149835878047 "yes"
"2538" "ENST00000435244.2" 0.0402045 0.0442615 0.292509 0.093389 0.367937 1.83837026991694 0.0402045 0.367937 0.1676602 "K562" "high" "high" "high" "high" "high" "None" 0.39867506744288 "yes"
"2539" "ENST00000427071.1" 0.000484 0 0.0172505 0.0146185 0 1.09230692964227 0 0.0172505 0.0064706 "H1HESC" "low" "notExpressed" "high" "high" "notExpressed" "None" 0.465691543521121 "yes"
"2540" "ENST00000527683.1" 0.0146855 0.0080825 0.0643325 0.0204465 0.063528 1.93973051350667 0.0080825 0.0643325 0.034215 "H1HESC" "high" "high" "high" "high" "high" "None" 0.353595101308203 "yes"
"2541" "ENST00000526963.1" 0 0.0005375 0.0002785 0.0001615 0.0002325 1.85285303450701 0 0.0005375 0.000242 "GM12878" "notExpressed" "low" "low" "low" "low" "None" 0.402453046222985 "yes"
"2542" "ENST00000533924.1" 0 0 0 0 0.014512 0 0 0.014512 0.0029024 "K562" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "high" "K562" 1 "yes"
"2543" "ENST00000534742.1" 0 0 0.00352 0 0.0124945 0.759803612867043 0 0.0124945 0.0032029 "K562" "notExpressed" "notExpressed" "mid" "notExpressed" "high" "K562" 0.654003376770236 "yes"
"2544" "ENST00000525217.1" 0 0 0.001168 0.000294 0.0131165 0.542514592064288 0 0.0131165 0.0029157 "K562" "notExpressed" "notExpressed" "low" "low" "high" "K562" 0.77184958333141 "yes"
"2545" "ENST00000526612.1" 0.0280885 0.0245215 0.106748 0.039386 0.097533 2.0650819670208 0.0245215 0.106748 0.0592554 "H1HESC" "high" "high" "high" "high" "high" "None" 0.342159404211864 "yes"
"2546" "ENST00000508004.2" 0.018048 0.0168735 0.0563515 0.0238845 0.0388915 2.16093386885229 0.0168735 0.0563515 0.0308098 "H1HESC" "high" "high" "high" "high" "high" "None" 0.346164164494944 "yes"
"2547" "ENST00000534271.1" 0.0239745 0.0249855 0.064037 0.0142875 0.021983 2.11017657429202 0.0142875 0.064037 0.0298535 "H1HESC" "high" "high" "high" "high" "high" "None" 0.391619217267968 "yes"
"2548" "ENST00000534483.1" 0.000508 0.0021685 0 0.002254 0.002325 1.83942924083059 0 0.002325 0.0014511 "K562" "low" "mid" "notExpressed" "mid" "mid" "None" 0.312852507657932 "yes"
"2549" "ENST00000524824.1" 0.000483 0.000747 0 0.000674 0.0013205 1.89855032272299 0 0.0013205 0.0006449 "K562" "low" "low" "notExpressed" "low" "mid" "None" 0.377690098991275 "yes"
"2550" "ENST00000531076.1" 0 9.3e-05 0 1.3e-05 0.0002655 1.01580708625223 0 0.0002655 7.43e-05 "K562" "notExpressed" "low" "notExpressed" "low" "low" "None" 0.600162916536386 "yes"
"2551" "ENST00000525893.1" 0 0.0002665 0 0 0 0 0 0.0002665 5.33e-05 "GM12878" "notExpressed" "low" "notExpressed" "notExpressed" "notExpressed" "GM12878" 1 "yes"
"2552" "ENST00000526431.1" 0.0079125 0.0010345 0.016282 0.010578 0.0098485 2.05865386189937 0.0010345 0.016282 0.0091311 "H1HESC" "high" "mid" "high" "high" "high" "None" 0.339483635826772 "yes"
"2553" "ENST00000527620.1" 0.004911 0.000609 0.0568655 0.0021885 0.007106 1.0726446282165 0.000609 0.0568655 0.014336 "H1HESC" "mid" "low" "high" "mid" "high" "H1HESC" 0.665414179747096 "yes"
"2554" "ENST00000527113.1" 0.001159 0 0.0012445 0.0042275 0 1.30684290043744 0 0.0042275 0.0013262 "HEPG2" "mid" "notExpressed" "mid" "mid" "notExpressed" "HEPG2" 0.541295116698913 "yes"
"2555" "ENST00000533844.1" 0 0 0.0796065 0.0042685 0.007091 0.66247352000107 0 0.0796065 0.0181932 "H1HESC" "notExpressed" "notExpressed" "high" "mid" "high" "H1HESC" 0.744187847880326 "yes"
"2556" "ENST00000500447.1" 0.008579 0.047543 0.047328 0.045217 0.11512 2.00919858438488 0.008579 0.11512 0.0527574 "K562" "high" "high" "high" "high" "high" "None" 0.396897672154606 "yes"
"2557" "ENST00000528245.1" 0.001178 0.008812 0.0473775 0.0881945 0.0035585 1.39862300400587 0.001178 0.0881945 0.0298241 "HEPG2" "mid" "high" "high" "high" "mid" "None" 0.507513218622004 "yes"
"2558" "ENST00000533920.1" 0.013808 0.0827205 0.0733815 0.095887 0.178926 2.04154017579781 0.013808 0.178926 0.0889446 "K562" "high" "high" "high" "high" "high" "None" 0.372535008556649 "yes"
"2559" "ENST00000534540.1" 0.0021145 0.0017665 0.0024245 0.000731 0.006755 1.96442489135402 0.000731 0.006755 0.0027583 "K562" "mid" "mid" "mid" "low" "mid" "None" 0.434830656163394 "yes"
"2560" "ENST00000500108.1" 0.0127015 0.0044725 0.014626 0.012207 0.0346395 2.0495496195991 0.0044725 0.0346395 0.0157293 "K562" "high" "mid" "high" "high" "high" "None" 0.399769945734661 "yes"
"2561" "ENST00000527799.1" 0.0007815 0.000532 0 0 0.0002485 1.45101940699659 0 0.0007815 0.0003124 "HELAS3" "low" "low" "notExpressed" "notExpressed" "low" "None" 0.442304295745012 "yes"
"2562" "ENST00000533938.1" 0 0.002442 0 0 0 0 0 0.002442 0.0004884 "GM12878" "notExpressed" "mid" "notExpressed" "notExpressed" "notExpressed" "GM12878" 1 "yes"
"2563" "ENST00000532946.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2564" "ENST00000528982.1" 0 0 0 0.00024 0.0002445 0.999937771654781 0 0.0002445 9.69e-05 "K562" "notExpressed" "notExpressed" "notExpressed" "low" "low" "None" 0.445375622949859 "yes"
"2565" "ENST00000506172.2" 0.005266 0.0011595 0.0023385 0.0074465 0.0005725 1.8736576553136 0.0005725 0.0074465 0.0033566 "HEPG2" "mid" "mid" "mid" "mid" "low" "None" 0.402081661198592 "yes"
"2566" "ENST00000534584.1" 0.000234 0 0 0.0001165 0 0.917341874425059 0 0.000234 7.01e-05 "HELAS3" "low" "notExpressed" "notExpressed" "low" "notExpressed" "None" 0.563827778930232 "yes"
"2567" "ENST00000531160.1" 0.0008615 0 0.000697 0.000248 0 1.43284807628324 0 0.0008615 0.0003613 "HELAS3" "low" "notExpressed" "low" "low" "notExpressed" "None" 0.425669591461116 "yes"
"2568" "ENST00000532061.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2569" "ENST00000530897.1" 0.0159795 0.0121705 0.053062 0.0364725 0.011807 2.05044905924123 0.011807 0.053062 0.0258983 "H1HESC" "high" "high" "high" "high" "high" "None" 0.377870053457037 "yes"
"2570" "ENST00000524947.1" 0.003321 0 0 0.0014085 0 0.878599352094926 0 0.003321 0.0009459 "HELAS3" "mid" "notExpressed" "notExpressed" "mid" "notExpressed" "None" 0.590371368795639 "yes"
"2571" "ENST00000424148.1" 0.0072605 0.0003055 0.001674 0.0023185 0 1.4285365743926 0 0.0072605 0.0023117 "HELAS3" "mid" "low" "mid" "mid" "notExpressed" "HELAS3" 0.534354275501149 "yes"
"2572" "ENST00000532922.1" 0.0005455 0 0 0.000797 0 0.974533988001316 0 0.000797 0.0002685 "HEPG2" "low" "notExpressed" "notExpressed" "low" "notExpressed" "None" 0.509135898207889 "yes"
"2573" "ENST00000534077.1" 0.000728 0 0 0.0005915 0.0005205 1.57091979990362 0 0.000728 0.000368 "HELAS3" "low" "notExpressed" "notExpressed" "low" "low" "None" 0.367736711059889 "yes"
"2574" "ENST00000415865.1" 0.0001635 0 0 0 0 0 0 0.0001635 3.27e-05 "HELAS3" "low" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "HELAS3" 1 "yes"
"2575" "ENST00000382167.2" 0 0 0 0.017096 0 0 0 0.017096 0.0034192 "HEPG2" "notExpressed" "notExpressed" "notExpressed" "high" "notExpressed" "HEPG2" 1 "yes"
"2576" "ENST00000382166.2" 0.004683 0 0 0.0637355 0 0.360098989364136 0 0.0637355 0.0136837 "HEPG2" "mid" "notExpressed" "notExpressed" "high" "notExpressed" "HEPG2" 0.812654907996555 "yes"
"2577" "ENST00000436539.1" 0 0 0 0.0030565 0 0 0 0.0030565 0.0006113 "HEPG2" "notExpressed" "notExpressed" "notExpressed" "mid" "notExpressed" "HEPG2" 1 "yes"
"2578" "ENST00000449248.1" 0.00018 0 0 9e-05 0 0.91829583405449 0 0.00018 5.4e-05 "HELAS3" "low" "notExpressed" "notExpressed" "low" "notExpressed" "None" 0.56310813166058 "yes"
"2579" "ENST00000446489.1" 0.0007025 0 0 0 0 0 0 0.0007025 0.0001405 "HELAS3" "low" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "HELAS3" 1 "yes"
"2580" "ENST00000449749.1" 0 0 0.0003045 0 0 0 0 0.0003045 6.09e-05 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"2581" "ENST00000455671.1" 0 0.0484795 0 0 0.0041045 0.395292292701494 0 0.0484795 0.0105168 "GM12878" "notExpressed" "high" "notExpressed" "notExpressed" "mid" "GM12878" 0.799571167968032 "yes"
"2582" "ENST00000419080.1" 0.018881 9.55e-05 0 0.0495755 0.0106185 1.31651196301042 0 0.0495755 0.0158341 "HEPG2" "high" "low" "notExpressed" "high" "high" "None" 0.532904783426466 "yes"
"2583" "ENST00000418612.1" 0.0060685 0.0005515 0.007446 0.052469 0.0078495 1.37735625943215 0.0005515 0.052469 0.0148769 "HEPG2" "mid" "low" "mid" "high" "high" "HEPG2" 0.592859969114158 "yes"
"2584" "ENST00000442037.1" 0.057474 0 0.0666625 0.036556 0.127763 1.85018766389998 0 0.127763 0.0576911 "K562" "high" "notExpressed" "high" "high" "high" "None" 0.401532195574207 "yes"
"2585" "ENST00000411861.1" 0.0148675 0 0.0098235 0.003386 0.179769 0.758156012609625 0 0.179769 0.0415692 "K562" "high" "notExpressed" "high" "mid" "high" "K562" 0.733400922824544 "yes"
"2586" "ENST00000439725.1" 0.0005615 0 0.0010765 0 0.002857 1.28425328414726 0 0.002857 0.000899 "K562" "low" "notExpressed" "low" "notExpressed" "mid" "None" 0.539856460992965 "yes"
"2587" "ENST00000412788.1" 0.0168835 0.0004445 0.003978 0.00885 1.00299 0.233001662487884 0.0004445 1.00299 0.2066292 "K562" "high" "low" "mid" "high" "high" "K562" 0.878549675071448 "yes"
"2588" "ENST00000414790.1" 0.0189565 1.55e-05 0 0.0021 0.064556 0.922283307326263 0 0.064556 0.0171256 "K562" "high" "low" "notExpressed" "mid" "high" "K562" 0.631844583142646 "yes"
"2589" "ENST00000535745.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2590" "ENST00000422826.1" 0.009718 2.8e-05 0.0066145 0.0017225 0.675117 0.209578119762444 2.8e-05 0.675117 0.13864 "K562" "high" "low" "mid" "mid" "high" "K562" 0.885250373705314 "yes"
"2591" "ENST00000446406.1" 0.0250835 0.0001395 0.006576 0.0032485 0.651909 0.349283072769398 0.0001395 0.651909 0.1373913 "K562" "high" "low" "mid" "mid" "high" "K562" 0.838782766382245 "yes"
"2592" "ENST00000417089.1" 0.0019965 0 0.0128925 0.002687 0.032567 1.31961966546715 0 0.032567 0.0100286 "K562" "mid" "notExpressed" "high" "mid" "high" "None" 0.550189307553337 "yes"
"2593" "ENST00000411754.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2594" "ENST00000431095.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2595" "ENST00000436715.1" 0.008586 0.0004465 0.006808 0.00208 1.0152 0.152848845331933 0.0004465 1.0152 0.2066241 "K562" "high" "low" "mid" "mid" "high" "K562" 0.906577669524846 "yes"
"2596" "ENST00000428066.1" 0 0 0.009497 0 0 0 0 0.009497 0.0018994 "H1HESC" "notExpressed" "notExpressed" "high" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"2597" "ENST00000447298.1" 0.0103415 0.0002565 0.00933 0.0043995 1.1442 0.178706541190835 0.0002565 1.1442 0.2337055 "K562" "high" "low" "high" "mid" "high" "K562" 0.897586841404798 "yes"
"2598" "ENST00000427151.1" 0 0.000145 0.0020775 0.0005065 0.000286 1.33546051826425 0 0.0020775 0.000603 "H1HESC" "notExpressed" "low" "mid" "low" "low" "H1HESC" 0.580194092574106 "yes"
"2599" "ENST00000413483.1" 0.004887 0.0211 0.007723 0 0.0020085 1.55246365108963 0 0.0211 0.0071437 "GM12878" "mid" "high" "mid" "notExpressed" "mid" "None" 0.507005271583426 "yes"
"2600" "ENST00000433035.1" 0.0210305 0.0060335 0.003943 0.0198825 0.0018085 1.86424594971065 0.0018085 0.0210305 0.0105396 "HELAS3" "high" "high" "mid" "high" "mid" "None" 0.370197434567165 "yes"
"2601" "ENST00000440887.2" 0.0015075 0.0001425 0.0041755 0.0003345 0.002217 1.73901751197174 0.0001425 0.0041755 0.0016754 "H1HESC" "mid" "low" "mid" "low" "mid" "None" 0.440974856858492 "yes"
"2602" "ENST00000441418.2" 0.0003525 0 0.0008985 0 0 0.857857547157784 0 0.0008985 0.0002502 "H1HESC" "low" "notExpressed" "low" "notExpressed" "notExpressed" "None" 0.602974733167518 "yes"
"2603" "ENST00000439505.2" 0.0005525 0 0.000578 0.000406 0 1.56856588605335 0 0.000578 0.0003073 "H1HESC" "low" "notExpressed" "low" "low" "notExpressed" "None" 0.353690001593749 "yes"
"2604" "ENST00000499962.1" 0.000315 0 0 0.0002505 4.9e-05 1.31286669451581 0 0.000315 0.0001229 "HELAS3" "low" "notExpressed" "notExpressed" "low" "low" "None" 0.451038169048515 "yes"
"2605" "ENST00000455154.1" 0 0 0.0427985 0 0 0 0 0.0427985 0.0085597 "H1HESC" "notExpressed" "notExpressed" "high" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"2606" "ENST00000418995.2" 0 0 0.0005645 0 0 0 0 0.0005645 0.0001129 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"2607" "ENST00000526922.1" 0 0 0 0 0.0053155 0 0 0.0053155 0.0010631 "K562" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "mid" "K562" 1 "yes"
"2608" "ENST00000534291.1" 0 0.0023345 0.0010445 0 0.0004425 1.30598898121261 0 0.0023345 0.0007643 "GM12878" "notExpressed" "mid" "low" "notExpressed" "low" "None" 0.521674734191053 "yes"
"2609" "ENST00000545935.1" 0 0 0.001845 0 0.000699 0.848218130454935 0 0.001845 0.0005088 "H1HESC" "notExpressed" "notExpressed" "mid" "notExpressed" "low" "None" 0.608550947762233 "yes"
"2610" "ENST00000382076.3" 0 0.0001395 0.0046855 0 0.0004605 0.599247511280585 0 0.0046855 0.0010571 "H1HESC" "notExpressed" "low" "mid" "notExpressed" "low" "H1HESC" 0.756639625364066 "yes"
"2611" "ENST00000527970.1" 0.000448 0.000474 0.009383 0 0.0021985 1.10283595514724 0 0.009383 0.0025007 "H1HESC" "low" "low" "high" "notExpressed" "mid" "H1HESC" 0.628970768085701 "yes"
"2612" "ENST00000526533.1" 0 0 0.0049385 0 0.0014285 0.768049166088066 0 0.0049385 0.0012734 "H1HESC" "notExpressed" "notExpressed" "mid" "notExpressed" "mid" "H1HESC" 0.650097057758322 "yes"
"2613" "ENST00000415809.1" 0.004232 0.0085715 0.002197 0.00683 0.00284 2.14890461942585 0.002197 0.0085715 0.0049341 "GM12878" "mid" "high" "mid" "mid" "mid" "None" 0.332766391376347 "yes"
"2614" "ENST00000529323.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2615" "ENST00000428160.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2616" "ENST00000418080.1" 0 0 0.001226 0 0.0020085 0.957360107101161 0 0.0020085 0.0006469 "K562" "notExpressed" "notExpressed" "mid" "notExpressed" "mid" "None" 0.529059853642003 "yes"
"2617" "ENST00000528915.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2618" "ENST00000529961.1" 0 0.0010065 0.0176355 0.0002225 0.000139 0.451550519973321 0 0.0176355 0.0038007 "H1HESC" "notExpressed" "mid" "high" "low" "low" "H1HESC" 0.807742335496081 "yes"
"2619" "ENST00000532430.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2620" "ENST00000531479.1" 0 0 9.2e-05 0 0 0 0 9.2e-05 1.84e-05 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"2621" "ENST00000527191.1" 0.0153195 0.009632 0.003076 0.018486 0.012626 2.15309045976598 0.003076 0.018486 0.0118279 "HEPG2" "high" "high" "mid" "high" "high" "None" 0.306994169013932 "yes"
"2622" "ENST00000527398.1" 0.0029175 0.0006505 0.0027265 0.001041 0.0033905 2.11022194552511 0.0006505 0.0033905 0.0021452 "K562" "mid" "low" "mid" "low" "mid" "None" 0.309618580504752 "yes"
"2623" "ENST00000545572.1" 0.0002075 0.000693 0.001379 0 0.000144 1.52495478385706 0 0.001379 0.0004847 "H1HESC" "low" "low" "mid" "notExpressed" "low" "None" 0.491328076789216 "yes"
"2624" "ENST00000526456.1" 0 0 0 0.0008745 0.000163 0.627346913618853 0 0.0008745 0.0002075 "HEPG2" "notExpressed" "notExpressed" "notExpressed" "low" "low" "HEPG2" 0.711225301521327 "yes"
"2625" "ENST00000526633.1" 0 0 0.0010085 0.0003725 0 0.84107992253186 0 0.0010085 0.0002762 "H1HESC" "notExpressed" "notExpressed" "low" "low" "notExpressed" "None" 0.612580450348167 "yes"
"2626" "ENST00000534653.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"2627" "ENST00000514126.2" 0 0.0123335 0.0009285 0 0 0.365968671804626 0 0.0123335 0.0026524 "GM12878" "notExpressed" "high" "low" "notExpressed" "notExpressed" "GM12878" 0.810468327448316 "yes"
"2628" "ENST00000530846.1" 0.0004075 0.008517 0.000261 0.0011675 0.0001085 0.978175207850263 0.0001085 0.008517 0.0020923 "GM12878" "low" "high" "low" "low" "low" "GM12878" 0.684062074883166 "yes"
"2629" "ENST00000530169.1" 0 0.007148 0 0 0 0 0 0.007148 0.0014296 "GM12878" "notExpressed" "high" "notExpressed" "notExpressed" "notExpressed" "GM12878" 1 "yes"
"2630" "ENST00000533693.1" 0.0015255 0.004563 0.001701 0.0022945 0.0004995 2.03605263757315 0.0004995 0.004563 0.0021167 "GM12878" "mid" "mid" "mid" "mid" "low" "None" 0.393141549206945 "yes"
"2631" "ENST00000525534.1" 0 0.005009 0.002385 2.6e-05 0.000533 1.2294539342584 0 0.005009 0.0015906 "GM12878" "notExpressed" "mid" "mid" "low" "low" "None" 0.535588884179361 "yes"
