index "transcript_id" "HELAS3" "GM12878" "H1HESC" "HEPG2" "K562" "entropy" "min" "max" "average" "maxExpr" "HELAS3.Expr" "GM12878.Expr" "H1HESC.Expr" "HEPG2.Expr" "K562.Expr" "threeTimesSpecifity" "tissSpec" "expressed"
"8759" "ENST00000462382.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8760" "ENST00000473893.1" 0 0 0 0 2e-04 0 0 2e-04 4e-05 "K562" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "low" "K562" 1 "yes"
"8761" "ENST00000496220.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8762" "ENST00000489016.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8763" "ENST00000492416.2" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8764" "ENST00000488882.1" 0.0013115 0.0039035 0.005728 0.000591 0.0020415 1.97593514634163 0.000591 0.005728 0.0027151 "H1HESC" "mid" "mid" "mid" "low" "mid" "None" 0.386571223826035 "yes"
"8765" "ENST00000471731.1" 0 0.000131 0 0 0 0 0 0.000131 2.62e-05 "GM12878" "notExpressed" "low" "notExpressed" "notExpressed" "notExpressed" "GM12878" 1 "yes"
"8766" "ENST00000491676.1" 0 0.00097 0 0 0 0 0 0.00097 0.000194 "GM12878" "notExpressed" "mid" "notExpressed" "notExpressed" "notExpressed" "GM12878" 1 "yes"
"8767" "ENST00000425008.1" 0.001074 0.0005905 0.000754 0.0003965 0.0007055 2.25024945666233 0.0003965 0.001074 0.0007041 "HELAS3" "low" "low" "low" "low" "low" "None" 0.301370511309664 "yes"
"8768" "ENST00000422946.1" 0.001144 0 0 0 0 0 0 0.001144 0.0002288 "HELAS3" "mid" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "HELAS3" 1 "yes"
"8769" "ENST00000431427.1" 0.000171 0 2e-04 0 0 0.995587996565727 0 2e-04 7.42e-05 "H1HESC" "low" "notExpressed" "low" "notExpressed" "notExpressed" "None" 0.469891301146795 "yes"
"8770" "ENST00000451348.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8771" "ENST00000421870.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8772" "ENST00000457449.1" 0 0 0.000185 0 5.05e-05 0.749879427640455 0 0.000185 4.71e-05 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "low" "H1HESC" 0.658635781184439 "yes"
"8773" "ENST00000444571.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8774" "ENST00000417720.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8775" "ENST00000453370.1" 0 0.000158 0 0 0 0 0 0.000158 3.16e-05 "GM12878" "notExpressed" "low" "notExpressed" "notExpressed" "notExpressed" "GM12878" 1 "yes"
"8776" "ENST00000414102.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8777" "ENST00000435548.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8778" "ENST00000421006.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8779" "ENST00000434896.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8780" "ENST00000427474.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8781" "ENST00000427914.1" 0 0.0012505 0 0 0.0001895 0.561802358391671 0 0.0012505 0.000288 "GM12878" "notExpressed" "mid" "notExpressed" "notExpressed" "low" "GM12878" 0.737046792817246 "yes"
"8782" "ENST00000458099.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8783" "ENST00000441169.1" 0 0.00016 0 0 0 0 0 0.00016 3.2e-05 "GM12878" "notExpressed" "low" "notExpressed" "notExpressed" "notExpressed" "GM12878" 1 "yes"
"8784" "ENST00000456535.1" 0 0.212182 0.000227 0.0002685 0.0003285 0.042639398144885 0 0.212182 0.0426012 "GM12878" "notExpressed" "high" "low" "low" "low" "GM12878" 0.955989526798113 "yes"
"8785" "ENST00000428501.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8786" "ENST00000455926.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8787" "ENST00000354642.2" 0.001545 0 0 0.0058065 0.000134 0.858000581414116 0 0.0058065 0.0014971 "HEPG2" "mid" "notExpressed" "notExpressed" "mid" "low" "HEPG2" 0.650147999372993 "yes"
"8788" "ENST00000434957.1" 0.000882 0.000973 0 0.000336 0.0011595 1.88743692261579 0 0.0011595 0.0006701 "K562" "low" "mid" "notExpressed" "low" "mid" "None" 0.331761236277571 "yes"
"8789" "ENST00000419745.1" 0.0122695 0 0.0125245 0.007045 0.0102675 1.96672441356792 0 0.0125245 0.0084213 "H1HESC" "high" "notExpressed" "high" "mid" "high" "None" 0.295636562042683 "yes"
"8790" "ENST00000422718.1" 2e-04 0 0 0 0.0032 0.322756958897398 0 0.0032 0.00068 "K562" "low" "notExpressed" "notExpressed" "notExpressed" "mid" "K562" 0.826636868494209 "yes"
"8791" "ENST00000356133.3" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8792" "ENST00000541007.1" 0.0003865 3.85e-05 0.0028285 0.006192 0.0001195 1.22398686095726 3.85e-05 0.006192 0.001913 "HEPG2" "low" "low" "mid" "mid" "low" "None" 0.548604316887794 "yes"
"8793" "ENST00000440726.1" 0 0 0.0006505 0.0007375 0.0014625 1.4850584400396 0 0.0014625 0.0005701 "K562" "notExpressed" "notExpressed" "low" "low" "mid" "None" 0.451362365037203 "yes"
"8794" "ENST00000450760.1" 0 0 0 0.000446 0 0 0 0.000446 8.92e-05 "HEPG2" "notExpressed" "notExpressed" "notExpressed" "low" "notExpressed" "HEPG2" 1 "yes"
"8795" "ENST00000433178.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8796" "ENST00000417384.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8797" "ENST00000413056.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8798" "ENST00000423643.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8799" "ENST00000446091.1" 0 0 0 0.0010115 0 0 0 0.0010115 0.0002023 "HEPG2" "notExpressed" "notExpressed" "notExpressed" "low" "notExpressed" "HEPG2" 1 "yes"
"8800" "ENST00000415940.1" 0.0048385 0 0 0.0293925 0 0.587759507591214 0 0.0293925 0.0068462 "HEPG2" "mid" "notExpressed" "notExpressed" "high" "notExpressed" "HEPG2" 0.726952355739254 "yes"
"8801" "ENST00000444379.1" 0.0021565 0 0 0.0054175 0 0.86180808778187 0 0.0054175 0.0015148 "HEPG2" "mid" "notExpressed" "notExpressed" "mid" "notExpressed" "None" 0.600641219175853 "yes"
"8802" "ENST00000449845.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8803" "ENST00000434996.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8804" "ENST00000444488.1" 0.035882 0 0.019648 0.0087805 0 1.38453430283536 0 0.035882 0.0128621 "HELAS3" "high" "notExpressed" "high" "high" "notExpressed" "None" 0.483385076199182 "yes"
"8805" "ENST00000425454.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8806" "ENST00000412203.1" 0 0.010258 0.0026425 0 0 0.731497285509668 0 0.010258 0.0025801 "GM12878" "notExpressed" "high" "mid" "notExpressed" "notExpressed" "GM12878" 0.66703318515681 "yes"
"8807" "ENST00000438156.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8808" "ENST00000430375.1" 0 0.0195735 0 0 0 0 0 0.0195735 0.0039147 "GM12878" "notExpressed" "high" "notExpressed" "notExpressed" "notExpressed" "GM12878" 1 "yes"
"8809" "ENST00000439804.1" 0 0.000952 0 0.001522 0.179057 0.117088240339591 0 0.179057 0.0363062 "K562" "notExpressed" "mid" "notExpressed" "mid" "high" "K562" 0.917247426709347 "yes"
"8810" "ENST00000438488.1" 0 0.000391 0 0.0001845 0.04572 0.107759804127333 0 0.04572 0.0092591 "K562" "notExpressed" "low" "notExpressed" "low" "high" "K562" 0.920983869619697 "yes"
"8811" "ENST00000452657.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8812" "ENST00000444729.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8813" "ENST00000412486.1" 0 0 0 0 0.000197 0 0 0.000197 3.94e-05 "K562" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "low" "K562" 1 "yes"
"8814" "ENST00000530635.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8815" "ENST00000414920.2" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8816" "ENST00000443165.1" 0 0 0.0064605 0 0 0 0 0.0064605 0.0012921 "H1HESC" "notExpressed" "notExpressed" "mid" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"8817" "ENST00000452848.1" 0 0 0.0040545 0 0 0 0 0.0040545 0.0008109 "H1HESC" "notExpressed" "notExpressed" "mid" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"8818" "ENST00000414895.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8819" "ENST00000414634.1" 0 0 0.000594 0 0 0 0 0.000594 0.0001188 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"8820" "ENST00000431512.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8821" "ENST00000426459.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8822" "ENST00000433105.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8823" "ENST00000444085.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8824" "ENST00000439074.1" 0.0010785 0 0 0 0.000743 0.975387615750618 0 0.0010785 0.0003643 "HELAS3" "mid" "notExpressed" "notExpressed" "notExpressed" "low" "None" 0.507994144558486 "yes"
"8825" "ENST00000445168.1" 0 0.000522 0 0.0017555 0.011815 0.763658022530378 0 0.011815 0.0028185 "K562" "notExpressed" "low" "notExpressed" "mid" "high" "K562" 0.706851376812249 "yes"
"8826" "ENST00000397645.2" 6e-05 0 2.3e-05 0.000302 0 0.935588422590066 0 0.000302 7.7e-05 "HEPG2" "low" "notExpressed" "low" "low" "notExpressed" "HEPG2" 0.657641629326033 "yes"
"8827" "ENST00000426616.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8828" "ENST00000414309.1" 0.0039695 0 0.003601 0.002363 0.0011965 1.87777355347182 0 0.0039695 0.002226 "HELAS3" "mid" "notExpressed" "mid" "mid" "mid" "None" 0.339499209393284 "yes"
"8829" "ENST00000458224.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8830" "ENST00000449350.1" 0 0.000379 0.000147 0.00012 0.000521 1.76030187177597 0 0.000521 0.0002334 "K562" "notExpressed" "low" "low" "low" "low" "None" 0.404039064777741 "yes"
"8831" "ENST00000420947.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8832" "ENST00000432154.1" 0.0014475 0 0.0006565 0.000344 0.000128 1.57299945280694 0 0.0014475 0.0005152 "HELAS3" "mid" "notExpressed" "low" "low" "low" "None" 0.486231539217133 "yes"
"8833" "ENST00000443776.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8834" "ENST00000457815.1" 0 0 0 0.001136 0 0 0 0.001136 0.0002272 "HEPG2" "notExpressed" "notExpressed" "notExpressed" "low" "notExpressed" "HEPG2" 1 "yes"
"8835" "ENST00000418353.1" 0.0308215 0.0044335 0.0098165 0.027567 0.0058995 1.94936828649767 0.0044335 0.0308215 0.0157076 "HELAS3" "high" "mid" "high" "high" "mid" "None" 0.36542615463716 "yes"
"8836" "ENST00000415869.1" 0 9.75e-05 0.007539 0 0.0003735 0.365930349198891 0 0.007539 0.001602 "H1HESC" "notExpressed" "low" "mid" "notExpressed" "low" "H1HESC" 0.826670052243224 "yes"
"8837" "ENST00000432908.1" 0 0 0.0011095 0 0 0 0 0.0011095 0.0002219 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"8838" "ENST00000455821.1" 0.0010135 0 0 0.000617 0.0002005 1.35054266834343 0 0.0010135 0.0003662 "HELAS3" "low" "notExpressed" "notExpressed" "low" "low" "None" 0.480213448479911 "yes"
"8839" "ENST00000440556.1" 0 0 9.05e-05 5.1e-05 0 0.94303460169 0 9.05e-05 2.83e-05 "H1HESC" "notExpressed" "notExpressed" "low" "low" "notExpressed" "None" 0.5428093033349 "yes"
"8840" "ENST00000456816.1" 0.0020245 0 0.0009965 0.0001525 0 1.14889493604699 0 0.0020245 0.0006347 "HELAS3" "mid" "notExpressed" "low" "low" "notExpressed" "None" 0.541594344274011 "yes"
"8841" "ENST00000429578.1" 0.000208 2.25e-05 0 0 0 0.461385820946627 0 0.000208 4.61e-05 "HELAS3" "low" "low" "notExpressed" "notExpressed" "notExpressed" "HELAS3" 0.775023913465078 "yes"
"8842" "ENST00000414120.1" 0.0017595 0.0005885 0.000633 0.0010965 2.3e-05 1.89262115040745 2.3e-05 0.0017595 0.0008201 "HELAS3" "mid" "low" "low" "low" "low" "None" 0.391680342399429 "yes"
"8843" "ENST00000397644.2" 0.0053265 0 0 0 0 0 0 0.0053265 0.0010653 "HELAS3" "mid" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "HELAS3" 1 "yes"
"8844" "ENST00000448892.1" 0.0034575 0.017256 0.0120055 0.0030645 0.0115435 2.06069682839249 0.0030645 0.017256 0.0094654 "GM12878" "mid" "high" "high" "mid" "high" "None" 0.345298963096032 "yes"
"8845" "ENST00000437597.1" 0 0.0060255 0.0004845 0 0.00645 1.19197943076829 0 0.00645 0.002592 "K562" "notExpressed" "high" "low" "notExpressed" "mid" "None" 0.440433065716425 "yes"
"8846" "ENST00000453671.1" 0.052792 0.0117635 0.012292 0.028069 0.011498 2.01868031200376 0.011498 0.052792 0.0232829 "HELAS3" "high" "high" "high" "high" "high" "None" 0.409044958502379 "yes"
"8847" "ENST00000447982.1" 0.021165 8.5e-05 0.0007465 0.0031 0 0.758622704726108 0 0.021165 0.0050193 "HELAS3" "high" "low" "low" "mid" "notExpressed" "HELAS3" 0.711668268267893 "yes"
"8848" "ENST00000419571.1" 0.0147305 0.002405 0.0011985 0.0004145 0.001389 1.31977705214254 0.0004145 0.0147305 0.0040275 "HELAS3" "high" "mid" "low" "low" "mid" "HELAS3" 0.613567355192526 "yes"
"8849" "ENST00000447139.1" 0.0322295 0 0.022968 0.0099465 0.022831 1.89715838085191 0 0.0322295 0.017595 "HELAS3" "high" "notExpressed" "high" "high" "high" "None" 0.34656087467096 "yes"
"8850" "ENST00000439479.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8851" "ENST00000423318.1" 0.000585 8.95e-05 0.002426 0.0002775 0 1.21606109599372 0 0.002426 0.0006756 "H1HESC" "low" "low" "mid" "low" "notExpressed" "H1HESC" 0.602935919354511 "yes"
"8852" "ENST00000454508.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8853" "ENST00000422271.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8854" "ENST00000455796.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8855" "ENST00000415410.1" 2.9e-05 0 0.0005425 0 0 0.289547599087227 0 0.0005425 0.0001143 "H1HESC" "low" "notExpressed" "low" "notExpressed" "notExpressed" "H1HESC" 0.839225862347289 "yes"
"8856" "ENST00000427064.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8857" "ENST00000458531.1" 0 0 0.0012505 0 0 0 0 0.0012505 0.0002501 "H1HESC" "notExpressed" "notExpressed" "mid" "notExpressed" "notExpressed" "H1HESC" 1 "yes"
"8858" "ENST00000447975.1" 0 0.030912 0.000394 0 0.0003835 0.190728178602676 0 0.030912 0.0063379 "GM12878" "notExpressed" "high" "low" "notExpressed" "low" "GM12878" 0.88874633687799 "yes"
"8859" "ENST00000426468.1" 0 0.0235075 0 0 0.000722 0.193379765157586 0 0.0235075 0.0048459 "GM12878" "notExpressed" "high" "notExpressed" "notExpressed" "low" "GM12878" 0.877273677532781 "yes"
"8860" "ENST00000419899.1" 0.0068375 0.0152385 0.0041615 0.0013835 0.0172395 1.94599831281856 0.0013835 0.0172395 0.0089721 "K562" "mid" "high" "mid" "mid" "high" "None" 0.359552609583806 "yes"
"8861" "ENST00000426109.1" 0.000624 0 0.0003445 0 0 0.939059901931419 0 0.000624 0.0001937 "HELAS3" "low" "notExpressed" "low" "notExpressed" "notExpressed" "None" 0.546319249511321 "yes"
"8862" "ENST00000417011.1" 0.0025235 0 0 0.0004325 0 0.600535093569951 0 0.0025235 0.0005912 "HELAS3" "mid" "notExpressed" "notExpressed" "low" "notExpressed" "HELAS3" 0.721924684160958 "yes"
"8863" "ENST00000415451.1" 0.0008635 0 0.000357 0.000446 0 1.4766187260322 0 0.0008635 0.0003333 "HELAS3" "low" "notExpressed" "low" "low" "notExpressed" "None" 0.454977895603926 "yes"
"8864" "ENST00000506405.1" 0.000235 4.75e-05 0.0003495 0.0004765 0.000403 2.09636811817149 4.75e-05 0.0004765 0.0003023 "HEPG2" "low" "low" "low" "low" "low" "None" 0.308984043213121 "yes"
"8865" "ENST00000423600.1" 0.0037205 0.005896 0.0032605 0.003959 0.010513 2.16837719308048 0.0032605 0.010513 0.0054698 "K562" "mid" "high" "mid" "mid" "high" "None" 0.359632227708621 "yes"
"8866" "ENST00000431767.1" 0.0004875 0.0012945 0.000923 0 0.002138 1.81877312431447 0 0.002138 0.0009686 "K562" "low" "mid" "low" "notExpressed" "mid" "None" 0.40049355600383 "yes"
"8867" "ENST00000420851.1" 0.0012825 0.0024215 0.0019595 0.002173 0.0205025 1.3937904912766 0.0012825 0.0205025 0.0056678 "K562" "mid" "mid" "mid" "mid" "high" "K562" 0.607144674172237 "yes"
"8868" "ENST00000451228.1" 0.0189335 0 0 0.000851 0 0.255942206303126 0 0.0189335 0.0039569 "HELAS3" "high" "notExpressed" "notExpressed" "low" "notExpressed" "HELAS3" 0.852190163238981 "yes"
"8869" "ENST00000451982.1" 0.001701 0.0054805 0.001193 0.0052815 0.01138 1.94323588813481 0.001193 0.01138 0.0050072 "K562" "mid" "mid" "low" "mid" "high" "None" 0.409800177156958 "yes"
"8870" "ENST00000438608.1" 0.0126155 0 0 0.0434155 0.002617 0.998226324081845 0 0.0434155 0.0117296 "HEPG2" "high" "notExpressed" "notExpressed" "high" "mid" "HEPG2" 0.620662454851624 "yes"
"8871" "ENST00000445707.1" 0.026736 0.012359 0.007263 0.032976 0.0502595 2.05850996191598 0.007263 0.0502595 0.0259187 "K562" "high" "high" "mid" "high" "high" "None" 0.362100859074328 "yes"
"8872" "ENST00000432194.2" 0 0.0062965 0 0.001711 0.002642 1.37099978803021 0 0.0062965 0.0021299 "GM12878" "notExpressed" "high" "notExpressed" "mid" "mid" "None" 0.507380799338672 "yes"
"8873" "ENST00000451216.1" 0.002849 0.0228295 0 0.00221 0.032152 1.39695840857042 0 0.032152 0.0120081 "K562" "mid" "high" "notExpressed" "mid" "high" "None" 0.467338080131657 "yes"
"8874" "ENST00000420459.1" 0.0629325 0.0963745 0 0.050577 0.319534 1.57593467279849 0 0.319534 0.1058836 "K562" "high" "high" "notExpressed" "high" "high" "K562" 0.516325715018515 "yes"
"8875" "ENST00000424730.1" 0.005293 0 0.0040505 0 0 0.987206028476242 0 0.005293 0.0018687 "HELAS3" "mid" "notExpressed" "mid" "notExpressed" "notExpressed" "None" 0.489515206853784 "yes"
"8876" "ENST00000417704.1" 0.040817 0.0028515 0.0071685 0.042312 0.00026 1.50097354727204 0.00026 0.042312 0.0186818 "HEPG2" "high" "mid" "mid" "high" "low" "None" 0.408684245004626 "yes"
"8877" "ENST00000432601.1" 0 0.00072 0 0.0031345 0 0.694717762121229 0 0.0031345 0.0007709 "HEPG2" "notExpressed" "low" "notExpressed" "mid" "notExpressed" "HEPG2" 0.683218927607163 "yes"
"8878" "ENST00000444346.1" 0.000164 0 0 0 0.0002185 0.985305537989827 0 0.0002185 7.65e-05 "K562" "low" "notExpressed" "notExpressed" "notExpressed" "low" "None" 0.49293247848415 "yes"
"8879" "ENST00000413586.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8880" "ENST00000429834.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8881" "ENST00000458180.1" 0.0009605 0.0075565 0.002245 0.0007235 0.001458 1.7575484245666 0.0007235 0.0075565 0.0025887 "GM12878" "low" "high" "mid" "low" "mid" "GM12878" 0.501994248830225 "yes"
"8882" "ENST00000448113.1" 0 0 0.000393 0 0.0001815 0.899896983718592 0 0.000393 0.0001149 "H1HESC" "notExpressed" "notExpressed" "low" "notExpressed" "low" "None" 0.576364965178637 "yes"
"8883" "ENST00000424819.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8884" "ENST00000457079.1" 0.009123 0.000185 0.0001715 0.0012785 0.0316065 1.01118213790933 0.0001715 0.0316065 0.0084729 "K562" "high" "low" "low" "mid" "high" "K562" 0.625383963079641 "yes"
"8885" "ENST00000425275.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8886" "ENST00000420226.1" 0.003506 0.00252 0 0.00055 0.0024955 1.80080979350281 0 0.003506 0.0018143 "HELAS3" "mid" "mid" "notExpressed" "low" "mid" "None" 0.361135347462498 "yes"
"8887" "ENST00000452051.1" 0.010122 0.001603 0.0076435 0.0036855 0.0029515 2.05265351103713 0.001603 0.010122 0.0052011 "HELAS3" "high" "mid" "mid" "mid" "mid" "None" 0.363110644317117 "yes"
"8888" "ENST00000444939.1" 0.0026685 0.0006535 0.0038475 0.0010975 0.0010655 2.03269334928495 0.0006535 0.0038475 0.0018665 "H1HESC" "mid" "low" "mid" "low" "mid" "None" 0.379658061503779 "yes"
"8889" "ENST00000442941.1" 0.003393 0 0.000903 0.0035715 0 1.39896027731154 0 0.0035715 0.0015735 "HEPG2" "mid" "notExpressed" "low" "mid" "notExpressed" "None" 0.409381282703872 "yes"
"8890" "ENST00000441644.1" 0.0162765 0.010326 0.0088815 0.0035525 0.0186475 2.1492691796962 0.0035525 0.0186475 0.0115368 "K562" "high" "high" "high" "mid" "high" "None" 0.314949197981781 "yes"
"8891" "ENST00000432047.1" 0.012125 0.008107 0.0057845 0.0030285 0.0117875 2.17848541709064 0.0030285 0.012125 0.0081665 "HELAS3" "high" "high" "mid" "mid" "high" "None" 0.295256898222423 "yes"
"8892" "ENST00000447775.1" 0.002869 0.0046405 0.002934 0.006503 0.0021195 2.20445770376569 0.0021195 0.006503 0.0038132 "HEPG2" "mid" "mid" "mid" "mid" "mid" "None" 0.32809888785436 "yes"
"8893" "ENST00000424769.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8894" "ENST00000415244.1" 0.017378 0.0027 0.013062 0.016513 0.025091 2.11209839950621 0.0027 0.025091 0.0149488 "K562" "high" "mid" "high" "high" "high" "None" 0.324135178715031 "yes"
"8895" "ENST00000446695.1" 0 0.0008495 0.000131 0 0 0.567243483894952 0 0.0008495 0.0001961 "GM12878" "notExpressed" "mid" "low" "notExpressed" "notExpressed" "GM12878" 0.734943171851291 "yes"
"8896" "ENST00000437064.1" 0 0 0 0 0.006182 0 0 0.006182 0.0012364 "K562" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "mid" "K562" 1 "yes"
"8897" "ENST00000414354.1" 0.0069915 0.0002325 0.0068695 0.0052615 0.0008905 1.83628475865423 0.0002325 0.0069915 0.0040491 "HELAS3" "mid" "low" "mid" "mid" "mid" "None" 0.331224672683107 "yes"
"8898" "ENST00000414529.1" 0 0 0 0 0 0 0 0 0 "None" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "notExpressed" "None" 1 "no"
"8899" "ENST00000430666.1" 0.0129015 0.0006035 0.002501 0.001084 0.001478 1.4451021659959 0.0006035 0.0129015 0.0037136 "HELAS3" "high" "low" "mid" "low" "mid" "HELAS3" 0.58464997080382 "yes"
"8900" "ENST00000438408.1" 0.0002715 0 0 0.0017875 0 0.562517609045768 0 0.0017875 0.0004118 "HEPG2" "low" "notExpressed" "notExpressed" "mid" "notExpressed" "HEPG2" 0.736770617973419 "yes"
