LncRNA_GeneId	tx_biotype	gene_id_short	bm_type	group	bm_biotype
ENSG00000236536.1	antisense	ENSG00000236536	notKnown	41	antisense
ENSG00000229533.1	processed_transcript	ENSG00000229533	notKnown	41	processed_transcript
ENSG00000223838.1	lincRNA	ENSG00000223838	notKnown	41	lincRNA
ENSG00000237921.2	lincRNA	ENSG00000237921	notKnown	41	lincRNA
ENSG00000243004.1	processed_transcript	ENSG00000243004	notKnown	41	processed_transcript
ENSG00000228598.1	antisense	ENSG00000228598	notKnown	41	antisense
ENSG00000233834.2	lincRNA	ENSG00000233834	notKnown	41	processed_transcript
ENSG00000233834.2	retained_intron	ENSG00000233834	notKnown	41	processed_transcript
ENSG00000226097.1	lincRNA	ENSG00000226097	notKnown	41	lincRNA
ENSG00000232790.1	processed_transcript	ENSG00000232790	notKnown	41	processed_transcript
ENSG00000232759.1	processed_transcript	ENSG00000232759	notKnown	41	processed_transcript
ENSG00000225541.1	processed_transcript	ENSG00000225541	notKnown	41	processed_transcript
ENSG00000232949.1	lincRNA	ENSG00000232949	notKnown	41	lincRNA
ENSG00000238033.1	lincRNA	ENSG00000238033	notKnown	41	lincRNA
ENSG00000179428.2	antisense	ENSG00000179428	notKnown	41	antisense
ENSG00000228649.1	retained_intron	ENSG00000228649	notKnown	41	processed_transcript
ENSG00000228649.1	lincRNA	ENSG00000228649	notKnown	41	processed_transcript
ENSG00000235664.1	lincRNA	ENSG00000235664	notKnown	41	lincRNA
ENSG00000230658.1	processed_transcript	ENSG00000230658	notKnown	41	processed_transcript
ENSG00000226816.1	lincRNA	ENSG00000226816	notKnown	41	lincRNA
ENSG00000234286.1	antisense	ENSG00000234286	notKnown	41	antisense
ENSG00000227930.1	lincRNA	ENSG00000227930	notKnown	41	lincRNA
ENSG00000228944.1	antisense	ENSG00000228944	notKnown	41	antisense
ENSG00000233824.1	lincRNA	ENSG00000233824	notKnown	41	lincRNA
ENSG00000227386.1	lincRNA	ENSG00000227386	notKnown	41	lincRNA
ENSG00000223561.2	processed_transcript	ENSG00000223561	notKnown	41	processed_transcript
ENSG00000223561.2	retained_intron	ENSG00000223561	notKnown	41	processed_transcript
ENSG00000225792.1	antisense	ENSG00000225792	notKnown	41	antisense
ENSG00000214870.4	processed_transcript	ENSG00000214870	notKnown	41	processed_transcript
ENSG00000214870.4	retained_intron	ENSG00000214870	notKnown	41	processed_transcript
ENSG00000233760.1	lincRNA	ENSG00000233760	notKnown	41	lincRNA
ENSG00000233429.4	antisense	ENSG00000233429	notKnown	41	antisense
ENSG00000233429.4	non_coding	ENSG00000233429	notKnown	41	antisense
ENSG00000240154.4	antisense	ENSG00000240154	notKnown	41	notfound
ENSG00000253552.1	processed_transcript	ENSG00000253552	notKnown	41	antisense
ENSG00000253850.1	processed_transcript	ENSG00000253850	notKnown	41	notfound
ENSG00000254369.1	antisense	ENSG00000254369	notKnown	41	antisense
ENSG00000235345.3	processed_transcript	ENSG00000235345	notKnown	41	notfound
ENSG00000253187.1	antisense	ENSG00000253187	notKnown	41	antisense
ENSG00000253289.1	antisense	ENSG00000253289	notKnown	41	notfound
ENSG00000240990.4	antisense	ENSG00000240990	notKnown	41	antisense
ENSG00000240990.4	non_coding	ENSG00000240990	notKnown	41	antisense
ENSG00000253508.1	lincRNA	ENSG00000253508	notKnown	41	lincRNA
ENSG00000243766.1	non_coding	ENSG00000243766	notKnown	41	antisense
ENSG00000255024.1	processed_transcript	ENSG00000255024	notKnown	41	notfound
ENSG00000253769.1	processed_transcript	ENSG00000253769	notKnown	41	notfound
ENSG00000253308.1	antisense	ENSG00000253308	notKnown	41	lincRNA
ENSG00000253405.1	antisense	ENSG00000253405	notKnown	41	antisense
ENSG00000253324.1	lincRNA	ENSG00000253324	notKnown	41	notfound
ENSG00000244597.1	lincRNA	ENSG00000244597	notKnown	41	notfound
ENSG00000224322.1	lincRNA	ENSG00000224322	notKnown	41	lincRNA
ENSG00000233400.1	lincRNA	ENSG00000233400	notKnown	41	notfound
ENSG00000229893.1	antisense	ENSG00000229893	notKnown	41	antisense
ENSG00000234336.1	antisense	ENSG00000234336	notKnown	41	antisense
ENSG00000176734.3	processed_transcript	ENSG00000176734	notKnown	41	processed_transcript
ENSG00000228421.1	lincRNA	ENSG00000228421	notKnown	41	lincRNA
ENSG00000233517.1	antisense	ENSG00000233517	notKnown	41	antisense
ENSG00000228093.2	antisense	ENSG00000228093	notKnown	41	notfound
ENSG00000229452.1	antisense	ENSG00000229452	notKnown	41	antisense
ENSG00000243912.1	retained_intron	ENSG00000243912	notKnown	41	notfound
ENSG00000235669.1	antisense	ENSG00000235669	notKnown	41	antisense
ENSG00000223813.1	processed_transcript	ENSG00000223813	notKnown	41	processed_transcript
ENSG00000225264.2	processed_transcript	ENSG00000225264	notKnown	41	processed_transcript
ENSG00000227014.1	antisense	ENSG00000227014	notKnown	41	antisense
ENSG00000231519.1	antisense	ENSG00000231519	notKnown	41	antisense
ENSG00000230751.1	sense_intronic	ENSG00000230751	notKnown	41	sense_intronic
ENSG00000227017.1	lincRNA	ENSG00000227017	notKnown	41	lincRNA
ENSG00000244279.1	processed_transcript	ENSG00000244279	notKnown	41	notfound
ENSG00000196295.4	processed_transcript	ENSG00000196295	notKnown	41	processed_transcript
ENSG00000234133.2	lincRNA	ENSG00000234133	notKnown	41	lincRNA
ENSG00000196295.4	retained_intron	ENSG00000196295	notKnown	41	processed_transcript
ENSG00000236455.1	antisense	ENSG00000236455	notKnown	41	antisense
ENSG00000229263.1	antisense	ENSG00000229263	notKnown	41	antisense
ENSG00000231418.1	lincRNA	ENSG00000231418	notKnown	41	lincRNA
ENSG00000237059.1	antisense	ENSG00000237059	notKnown	41	notfound
ENSG00000227481.1	antisense	ENSG00000227481	notKnown	41	antisense
ENSG00000236494.1	lincRNA	ENSG00000236494	notKnown	41	lincRNA
ENSG00000233219.1	lincRNA	ENSG00000233219	notKnown	41	lincRNA
ENSG00000236212.1	lincRNA	ENSG00000236212	notKnown	41	lincRNA
ENSG00000197085.6	processed_transcript	ENSG00000197085	notKnown	41	processed_transcript
ENSG00000197085.6	retained_intron	ENSG00000197085	notKnown	41	processed_transcript
ENSG00000226063.1	lincRNA	ENSG00000226063	notKnown	41	lincRNA
ENSG00000235464.1	lincRNA	ENSG00000235464	notKnown	41	lincRNA
ENSG00000227544.1	lincRNA	ENSG00000227544	notKnown	41	lincRNA
ENSG00000228878.2	processed_transcript	ENSG00000228878	notKnown	41	processed_transcript
ENSG00000232930.1	lincRNA	ENSG00000232930	notKnown	41	lincRNA
ENSG00000229679.1	antisense	ENSG00000229679	notKnown	41	antisense
ENSG00000237400.1	antisense	ENSG00000237400	notKnown	41	antisense
ENSG00000230539.1	sense_intronic	ENSG00000230539	notKnown	41	sense_intronic
ENSG00000229424.1	lincRNA	ENSG00000229424	notKnown	41	lincRNA
ENSG00000235728.1	lincRNA	ENSG00000235728	notKnown	41	lincRNA
ENSG00000230831.1	antisense	ENSG00000230831	notKnown	41	antisense
ENSG00000224101.1	antisense	ENSG00000224101	notKnown	41	antisense
ENSG00000250924.1	lincRNA	ENSG00000250924	notKnown	41	notfound
ENSG00000233854.1	processed_transcript	ENSG00000233854	notKnown	41	antisense
ENSG00000224122.1	antisense	ENSG00000224122	notKnown	41	antisense
ENSG00000227172.1	antisense	ENSG00000227172	notKnown	41	antisense
ENSG00000231951.1	antisense	ENSG00000231951	notKnown	41	antisense
ENSG00000228554.1	antisense	ENSG00000228554	notKnown	41	antisense
ENSG00000188185.6	processed_transcript	ENSG00000188185	notKnown	41	processed_transcript
ENSG00000188185.6	retained_intron	ENSG00000188185	notKnown	41	processed_transcript
ENSG00000249078.1	lincRNA	ENSG00000249078	notKnown	41	notfound
ENSG00000203446.2	antisense	ENSG00000203446	notKnown	41	antisense
ENSG00000227658.1	sense_intronic	ENSG00000227658	notKnown	41	sense_intronic
ENSG00000232458.1	lincRNA	ENSG00000232458	notKnown	41	lincRNA
ENSG00000224017.1	lincRNA	ENSG00000224017	notKnown	41	lincRNA
ENSG00000236310.1	processed_transcript	ENSG00000236310	notKnown	41	processed_transcript
ENSG00000224116.2	antisense	ENSG00000224116	notKnown	41	antisense
ENSG00000238284.1	processed_transcript	ENSG00000238284	notKnown	41	processed_transcript
ENSG00000231539.1	lincRNA	ENSG00000231539	notKnown	41	lincRNA
ENSG00000232006.1	lincRNA	ENSG00000232006	notKnown	41	processed_transcript
ENSG00000181211.1	sense_intronic	ENSG00000181211	notKnown	41	sense_intronic
ENSG00000228680.1	antisense	ENSG00000228680	notKnown	41	antisense
ENSG00000231638.1	antisense	ENSG00000231638	notKnown	41	antisense
ENSG00000228434.1	processed_transcript	ENSG00000228434	notKnown	41	processed_transcript
ENSG00000250121.1	lincRNA	ENSG00000250121	notKnown	41	notfound
ENSG00000235314.1	processed_transcript	ENSG00000235314	notKnown	41	processed_transcript
ENSG00000228596.1	antisense	ENSG00000228596	notKnown	41	antisense
ENSG00000234183.1	antisense	ENSG00000234183	notKnown	41	antisense
ENSG00000225537.1	lincRNA	ENSG00000225537	notKnown	41	lincRNA
ENSG00000237471.1	lincRNA	ENSG00000237471	notKnown	41	lincRNA
ENSG00000229628.1	lincRNA	ENSG00000229628	notKnown	41	lincRNA
ENSG00000229459.1	lincRNA	ENSG00000229459	notKnown	41	lincRNA
ENSG00000237760.1	lincRNA	ENSG00000237760	notKnown	41	lincRNA
ENSG00000240355.1	lincRNA	ENSG00000240355	notKnown	41	lincRNA
ENSG00000230680.2	lincRNA	ENSG00000230680	notKnown	41	lincRNA
ENSG00000232072.1	processed_transcript	ENSG00000232072	notKnown	41	processed_transcript
ENSG00000223829.1	lincRNA	ENSG00000223829	notKnown	41	processed_transcript
ENSG00000223829.1	retained_intron	ENSG00000223829	notKnown	42	processed_transcript
ENSG00000229192.2	processed_transcript	ENSG00000229192	notKnown	42	processed_transcript
ENSG00000236078.1	lincRNA	ENSG00000236078	notKnown	42	lincRNA
ENSG00000146666.4	antisense	ENSG00000146666	notKnown	42	antisense
ENSG00000228173.1	lincRNA	ENSG00000228173	notKnown	42	lincRNA
ENSG00000234686.1	lincRNA	ENSG00000234686	notKnown	42	lincRNA
ENSG00000228005.1	antisense	ENSG00000228005	notKnown	42	antisense
ENSG00000231681.1	lincRNA	ENSG00000231681	notKnown	42	lincRNA
ENSG00000235620.1	lincRNA	ENSG00000235620	notKnown	42	lincRNA
ENSG00000226122.1	antisense	ENSG00000226122	notKnown	42	antisense
ENSG00000236046.1	lincRNA	ENSG00000236046	notKnown	42	lincRNA
ENSG00000228204.1	antisense	ENSG00000228204	notKnown	42	antisense
ENSG00000229403.1	lincRNA	ENSG00000229403	notKnown	42	lincRNA
ENSG00000233960.1	lincRNA	ENSG00000233960	notKnown	42	lincRNA
ENSG00000234105.1	lincRNA	ENSG00000234105	notKnown	42	lincRNA
ENSG00000228627.1	lincRNA	ENSG00000228627	notKnown	42	lincRNA
ENSG00000205628.2	processed_transcript	ENSG00000205628	notKnown	42	processed_transcript
ENSG00000238131.1	lincRNA	ENSG00000238131	notKnown	42	lincRNA
ENSG00000231427.1	lincRNA	ENSG00000231427	notKnown	42	lincRNA
ENSG00000228735.1	lincRNA	ENSG00000228735	notKnown	42	lincRNA
ENSG00000234707.2	antisense	ENSG00000234707	notKnown	42	antisense
ENSG00000224057.1	antisense	ENSG00000224057	notKnown	42	antisense
ENSG00000223475.1	antisense	ENSG00000223475	notKnown	42	antisense
ENSG00000233977.1	lincRNA	ENSG00000233977	notKnown	42	lincRNA
ENSG00000231394.1	lincRNA	ENSG00000231394	notKnown	42	lincRNA
ENSG00000185290.3	lincRNA	ENSG00000185290	notKnown	42	protein_coding
ENSG00000225488.1	lincRNA	ENSG00000225488	notKnown	42	lincRNA
ENSG00000233288.1	lincRNA	ENSG00000233288	notKnown	42	lincRNA
ENSG00000234089.1	lincRNA	ENSG00000234089	notKnown	42	lincRNA
ENSG00000227148.1	lincRNA	ENSG00000227148	notKnown	42	lincRNA
ENSG00000244550.1	processed_transcript	ENSG00000244550	notKnown	42	processed_transcript
ENSG00000226587.1	processed_transcript	ENSG00000226587	notKnown	42	processed_transcript
ENSG00000229301.1	lincRNA	ENSG00000229301	notKnown	42	lincRNA
ENSG00000230600.1	lincRNA	ENSG00000230600	notKnown	42	lincRNA
ENSG00000232817.1	lincRNA	ENSG00000232817	notKnown	42	lincRNA
ENSG00000227305.1	processed_transcript	ENSG00000227305	notKnown	42	processed_transcript
ENSG00000234387.1	lincRNA	ENSG00000234387	notKnown	42	lincRNA
ENSG00000236299.1	lincRNA	ENSG00000236299	notKnown	42	lincRNA
ENSG00000226581.1	lincRNA	ENSG00000226581	notKnown	42	lincRNA
ENSG00000228564.1	antisense	ENSG00000228564	notKnown	42	antisense
ENSG00000244117.1	processed_transcript	ENSG00000244117	notKnown	42	processed_transcript
ENSG00000244008.1	processed_transcript	ENSG00000244008	notKnown	42	processed_transcript
ENSG00000229881.1	sense_intronic	ENSG00000229881	notKnown	42	sense_intronic
ENSG00000189316.3	antisense	ENSG00000189316	notKnown	42	antisense
ENSG00000245043.1	lincRNA	ENSG00000245043	notKnown	42	notfound
ENSG00000238124.1	lincRNA	ENSG00000238124	notKnown	42	lincRNA
ENSG00000234185.1	antisense	ENSG00000234185	notKnown	42	antisense
ENSG00000179406.6	non_coding	ENSG00000179406	notKnown	42	lincRNA
ENSG00000179406.6	lincRNA	ENSG00000179406	notKnown	42	lincRNA
ENSG00000223473.1	lincRNA	ENSG00000223473	notKnown	42	lincRNA
ENSG00000237310.1	lincRNA	ENSG00000237310	notKnown	42	lincRNA
ENSG00000229180.2	lincRNA	ENSG00000229180	notKnown	42	lincRNA
ENSG00000226824.2	sense_intronic	ENSG00000226824	notKnown	42	sense_intronic
ENSG00000235475.1	lincRNA	ENSG00000235475	notKnown	42	lincRNA
ENSG00000233423.1	lincRNA	ENSG00000233423	notKnown	42	lincRNA
ENSG00000225209.1	lincRNA	ENSG00000225209	notKnown	42	lincRNA
ENSG00000236531.1	lincRNA	ENSG00000236531	notKnown	42	lincRNA
ENSG00000226829.1	processed_transcript	ENSG00000226829	notKnown	42	processed_transcript
ENSG00000233689.1	lincRNA	ENSG00000233689	notKnown	42	lincRNA
ENSG00000236839.1	lincRNA	ENSG00000236839	notKnown	42	lincRNA
ENSG00000225718.1	processed_transcript	ENSG00000225718	notKnown	42	lincRNA
ENSG00000234215.1	antisense	ENSG00000234215	notKnown	42	lincRNA
ENSG00000225969.1	antisense	ENSG00000225969	notKnown	42	antisense
ENSG00000214738.2	antisense	ENSG00000214738	notKnown	42	notfound
ENSG00000232415.1	antisense	ENSG00000232415	notKnown	42	antisense
ENSG00000232729.1	processed_transcript	ENSG00000232729	notKnown	42	processed_transcript
ENSG00000232729.1	retained_intron	ENSG00000232729	notKnown	42	processed_transcript
ENSG00000224804.4	antisense	ENSG00000224804	notKnown	42	antisense
ENSG00000249595.1	sense_intronic	ENSG00000249595	notKnown	42	sense_intronic
ENSG00000254977.1	antisense	ENSG00000254977	notKnown	42	antisense
ENSG00000250614.1	antisense	ENSG00000250614	notKnown	42	antisense
ENSG00000231183.3	sense_intronic	ENSG00000231183	notKnown	42	processed_transcript
ENSG00000225703.1	lincRNA	ENSG00000225703	notKnown	42	lincRNA
ENSG00000250990.1	antisense	ENSG00000250990	notKnown	42	antisense
ENSG00000214293.4	processed_transcript	ENSG00000214293	notKnown	42	processed_transcript
ENSG00000232756.1	antisense	ENSG00000232756	notKnown	42	antisense
ENSG00000235751.3	sense_intronic	ENSG00000235751	notKnown	42	sense_intronic
ENSG00000251276.1	antisense	ENSG00000251276	notKnown	42	antisense
ENSG00000226978.1	antisense	ENSG00000226978	notKnown	42	antisense
ENSG00000234456.2	antisense	ENSG00000234456	notKnown	42	processed_transcript
ENSG00000234456.2	retained_intron	ENSG00000234456	notKnown	42	processed_transcript
ENSG00000234223.2	lincRNA	ENSG00000234223	notKnown	42	lincRNA
ENSG00000232667.1	lincRNA	ENSG00000232667	notKnown	42	antisense
ENSG00000234113.2	lincRNA	ENSG00000234113	notKnown	42	lincRNA
ENSG00000233491.2	processed_transcript	ENSG00000233491	notKnown	42	processed_transcript
ENSG00000223770.1	antisense	ENSG00000223770	notKnown	42	antisense
ENSG00000235503.2	antisense	ENSG00000235503	notKnown	42	antisense
ENSG00000235139.2	lincRNA	ENSG00000235139	notKnown	42	lincRNA
ENSG00000232019.1	lincRNA	ENSG00000232019	notKnown	42	lincRNA
ENSG00000225128.1	lincRNA	ENSG00000225128	notKnown	42	lincRNA
ENSG00000231255.1	antisense	ENSG00000231255	notKnown	42	antisense
ENSG00000233073.1	antisense	ENSG00000233073	notKnown	42	antisense
ENSG00000224046.1	processed_transcript	ENSG00000224046	notKnown	42	processed_transcript
ENSG00000182165.12	processed_transcript	ENSG00000182165	notKnown	42	processed_transcript
ENSG00000254003.1	antisense	ENSG00000254003	notKnown	42	antisense
ENSG00000228747.2	antisense	ENSG00000228747	notKnown	42	notfound
ENSG00000228113.1	antisense	ENSG00000228113	notKnown	42	antisense
ENSG00000233420.1	processed_transcript	ENSG00000233420	notKnown	42	processed_transcript
ENSG00000227863.1	lincRNA	ENSG00000227863	notKnown	42	lincRNA
ENSG00000227646.3	antisense	ENSG00000227646	notKnown	42	processed_transcript
ENSG00000238358.2	lincRNA	ENSG00000238358	notKnown	42	lincRNA
ENSG00000227646.3	retained_intron	ENSG00000227646	notKnown	42	processed_transcript
ENSG00000234459.1	antisense	ENSG00000234459	notKnown	42	antisense
ENSG00000225498.1	lincRNA	ENSG00000225498	notKnown	42	lincRNA
ENSG00000223969.1	antisense	ENSG00000223969	notKnown	42	antisense
ENSG00000243144.1	lincRNA	ENSG00000243144	notKnown	42	lincRNA
ENSG00000235341.3	lincRNA	ENSG00000235341	notKnown	42	notfound
ENSG00000235450.1	lincRNA	ENSG00000235450	notKnown	42	lincRNA
ENSG00000223665.1	lincRNA	ENSG00000223665	notKnown	42	lincRNA
ENSG00000244055.1	processed_transcript	ENSG00000244055	notKnown	42	processed_transcript
ENSG00000237819.1	antisense	ENSG00000237819	notKnown	42	antisense
ENSG00000234695.1	antisense	ENSG00000234695	notKnown	42	antisense
ENSG00000241247.1	processed_transcript	ENSG00000241247	notKnown	42	processed_transcript
ENSG00000236861.2	antisense	ENSG00000236861	notKnown	42	antisense
ENSG00000236453.1	lincRNA	ENSG00000236453	notKnown	42	lincRNA
ENSG00000236938.1	lincRNA	ENSG00000236938	notKnown	42	lincRNA
ENSG00000236197.1	antisense	ENSG00000236197	notKnown	42	antisense
ENSG00000233942.1	lincRNA	ENSG00000233942	notKnown	42	lincRNA
ENSG00000231170.1	antisense	ENSG00000231170	notKnown	42	antisense
ENSG00000231764.2	non_coding	ENSG00000231764	notKnown	42	antisense
ENSG00000248849.1	antisense	ENSG00000248849	notKnown	42	notfound
ENSG00000255056.2	antisense	ENSG00000255056	notKnown	42	notfound
ENSG00000242687.2	antisense	ENSG00000242687	notKnown	42	antisense
ENSG00000244219.1	processed_transcript	ENSG00000244219	notKnown	42	processed_transcript
ENSG00000245883.1	lincRNA	ENSG00000245883	notKnown	42	notfound
ENSG00000237640.1	antisense	ENSG00000237640	notKnown	42	antisense
ENSG00000242798.1	processed_transcript	ENSG00000242798	notKnown	42	processed_transcript
ENSG00000235077.1	antisense	ENSG00000235077	notKnown	42	antisense
ENSG00000241357.1	antisense	ENSG00000241357	notKnown	42	antisense
ENSG00000240211.1	antisense	ENSG00000240211	notKnown	42	antisense
ENSG00000225807.1	lincRNA	ENSG00000225807	notKnown	42	lincRNA
ENSG00000224729.4	antisense	ENSG00000224729	notKnown	42	antisense
ENSG00000236305.1	antisense	ENSG00000236305	notKnown	42	antisense
ENSG00000225946.1	retained_intron	ENSG00000225946	notKnown	42	processed_transcript
ENSG00000225946.1	antisense	ENSG00000225946	notKnown	42	processed_transcript
ENSG00000227053.1	antisense	ENSG00000227053	notKnown	42	antisense
ENSG00000232301.1	antisense	ENSG00000232301	notKnown	42	antisense
ENSG00000232445.1	antisense	ENSG00000232445	notKnown	42	antisense
ENSG00000233123.1	lincRNA	ENSG00000233123	notKnown	42	lincRNA
ENSG00000239480.1	antisense	ENSG00000239480	notKnown	42	antisense
ENSG00000230257.1	processed_transcript	ENSG00000230257	notKnown	42	processed_transcript
ENSG00000236226.1	antisense	ENSG00000236226	notKnown	42	antisense
ENSG00000234715.1	processed_transcript	ENSG00000234715	notKnown	42	processed_transcript
ENSG00000226869.2	antisense	ENSG00000226869	notKnown	42	processed_transcript
ENSG00000226869.2	retained_intron	ENSG00000226869	notKnown	42	processed_transcript
ENSG00000225329.1	lincRNA	ENSG00000225329	notKnown	42	lincRNA
ENSG00000237513.1	processed_transcript	ENSG00000237513	notKnown	42	processed_transcript
ENSG00000228393.3	antisense	ENSG00000228393	notKnown	42	antisense
ENSG00000239569.1	antisense	ENSG00000239569	notKnown	42	antisense
ENSG00000242154.1	antisense	ENSG00000242154	notKnown	42	antisense
ENSG00000243797.1	processed_transcript	ENSG00000243797	notKnown	42	processed_transcript
ENSG00000228742.4	lincRNA	ENSG00000228742	notKnown	42	lincRNA
ENSG00000243193.1	antisense	ENSG00000243193	notKnown	42	antisense
ENSG00000233705.1	processed_transcript	ENSG00000233705	notKnown	42	antisense
ENSG00000225647.1	lincRNA	ENSG00000225647	notKnown	42	lincRNA
ENSG00000229603.1	lincRNA	ENSG00000229603	notKnown	42	lincRNA
ENSG00000230941.1	lincRNA	ENSG00000230941	notKnown	42	lincRNA
ENSG00000234273.1	lincRNA	ENSG00000234273	notKnown	42	lincRNA
ENSG00000226965.1	lincRNA	ENSG00000226965	notKnown	42	lincRNA
ENSG00000228540.1	sense_intronic	ENSG00000228540	notKnown	42	sense_intronic
ENSG00000225572.1	antisense	ENSG00000225572	notKnown	42	antisense
ENSG00000226851.1	processed_transcript	ENSG00000226851	notKnown	42	processed_transcript
ENSG00000223646.1	lincRNA	ENSG00000223646	notKnown	42	lincRNA
ENSG00000234520.1	lincRNA	ENSG00000234520	notKnown	42	lincRNA
ENSG00000225457.1	antisense	ENSG00000225457	notKnown	42	antisense
ENSG00000224595.1	antisense	ENSG00000224595	notKnown	42	antisense
ENSG00000233607.1	processed_transcript	ENSG00000233607	notKnown	42	processed_transcript
ENSG00000225535.2	lincRNA	ENSG00000225535	notKnown	42	lincRNA
ENSG00000242072.1	lincRNA	ENSG00000242072	notKnown	42	lincRNA
ENSG00000240973.1	lincRNA	ENSG00000240973	notKnown	42	lincRNA
ENSG00000243345.1	lincRNA	ENSG00000243345	notKnown	42	lincRNA
ENSG00000243243.1	antisense	ENSG00000243243	notKnown	42	antisense
ENSG00000237813.2	antisense	ENSG00000237813	notKnown	42	antisense
ENSG00000237870.2	lincRNA	ENSG00000237870	notKnown	42	processed_transcript
ENSG00000237870.2	retained_intron	ENSG00000237870	notKnown	42	processed_transcript
ENSG00000235427.1	antisense	ENSG00000235427	notKnown	42	antisense
ENSG00000243220.1	antisense	ENSG00000243220	notKnown	42	antisense
ENSG00000231210.2	lincRNA	ENSG00000231210	notKnown	42	lincRNA
ENSG00000227199.1	antisense	ENSG00000227199	notKnown	42	antisense
ENSG00000226367.1	antisense	ENSG00000226367	notKnown	42	antisense
ENSG00000238202.1	antisense	ENSG00000238202	notKnown	42	antisense
ENSG00000232661.1	antisense	ENSG00000232661	notKnown	42	antisense
ENSG00000083622.8	antisense	ENSG00000083622	notKnown	42	antisense
ENSG00000227601.1	antisense	ENSG00000227601	notKnown	42	notfound
ENSG00000234826.1	lincRNA	ENSG00000234826	notKnown	42	lincRNA
ENSG00000225546.1	lincRNA	ENSG00000225546	notKnown	42	lincRNA
ENSG00000233417.1	lincRNA	ENSG00000233417	notKnown	42	lincRNA
ENSG00000233969.1	lincRNA	ENSG00000233969	notKnown	42	lincRNA
ENSG00000231295.1	antisense	ENSG00000231295	notKnown	42	antisense
ENSG00000227743.1	lincRNA	ENSG00000227743	notKnown	42	lincRNA
ENSG00000234418.1	lincRNA	ENSG00000234418	notKnown	43	lincRNA
ENSG00000230316.2	antisense	ENSG00000230316	notKnown	43	antisense
ENSG00000240499.1	antisense	ENSG00000240499	notKnown	43	antisense
ENSG00000228276.1	antisense	ENSG00000228276	notKnown	43	notfound
ENSG00000226680.2	lincRNA	ENSG00000226680	notKnown	43	lincRNA
ENSG00000232524.1	antisense	ENSG00000232524	notKnown	43	antisense
ENSG00000230442.1	antisense	ENSG00000230442	notKnown	43	antisense
ENSG00000241345.1	antisense	ENSG00000241345	notKnown	43	antisense
ENSG00000242593.1	antisense	ENSG00000242593	notKnown	43	antisense
ENSG00000243574.1	lincRNA	ENSG00000243574	notKnown	43	lincRNA
ENSG00000241324.1	lincRNA	ENSG00000241324	notKnown	43	lincRNA
ENSG00000224897.2	processed_transcript	ENSG00000224897	notKnown	43	processed_transcript
ENSG00000224899.1	lincRNA	ENSG00000224899	notKnown	43	lincRNA
ENSG00000237764.2	processed_transcript	ENSG00000237764	notKnown	43	processed_transcript
ENSG00000219445.2	processed_transcript	ENSG00000219445	notKnown	43	processed_transcript
ENSG00000227869.1	lincRNA	ENSG00000227869	notKnown	43	lincRNA
ENSG00000197462.3	lincRNA	ENSG00000197462	notKnown	43	lincRNA
ENSG00000241921.1	antisense	ENSG00000241921	notKnown	43	antisense
ENSG00000230206.1	processed_transcript	ENSG00000230206	notKnown	43	processed_transcript
ENSG00000236340.1	antisense	ENSG00000236340	notKnown	43	antisense
ENSG00000224138.1	antisense	ENSG00000224138	notKnown	43	antisense
ENSG00000226770.1	lincRNA	ENSG00000226770	notKnown	43	lincRNA
ENSG00000240790.1	antisense	ENSG00000240790	notKnown	43	antisense
ENSG00000242902.1	antisense	ENSG00000242902	notKnown	43	processed_transcript
ENSG00000135253.8	retained_intron	ENSG00000135253	notKnown	43	processed_transcript
ENSG00000135253.8	antisense	ENSG00000135253	notKnown	43	processed_transcript
ENSG00000239815.1	lincRNA	ENSG00000239815	notKnown	43	lincRNA
ENSG00000243230.1	antisense	ENSG00000243230	notKnown	43	antisense
ENSG00000240204.1	processed_transcript	ENSG00000240204	notKnown	43	protein_coding
ENSG00000242078.1	lincRNA	ENSG00000242078	notKnown	43	lincRNA
ENSG00000244036.1	antisense	ENSG00000244036	notKnown	43	antisense
ENSG00000229196.3	antisense	ENSG00000229196	notKnown	43	antisense
ENSG00000240571.1	antisense	ENSG00000240571	notKnown	43	antisense
ENSG00000246011.1	lincRNA	ENSG00000246011	notKnown	43	notfound
ENSG00000233559.1	processed_transcript	ENSG00000233559	notKnown	43	processed_transcript
ENSG00000226380.1	processed_transcript	ENSG00000226380	notKnown	43	processed_transcript
ENSG00000226380.1	retained_intron	ENSG00000226380	notKnown	43	processed_transcript
ENSG00000231721.2	processed_transcript	ENSG00000231721	notKnown	43	processed_transcript
ENSG00000236753.1	antisense	ENSG00000236753	notKnown	43	processed_transcript
ENSG00000236753.1	retained_intron	ENSG00000236753	notKnown	43	processed_transcript
ENSG00000243416.1	processed_transcript	ENSG00000243416	notKnown	43	processed_transcript
ENSG00000224865.2	processed_transcript	ENSG00000224865	notKnown	43	processed_transcript
ENSG00000225144.1	antisense	ENSG00000225144	notKnown	43	antisense
ENSG00000223436.1	antisense	ENSG00000223436	notKnown	43	antisense
ENSG00000225881.1	antisense	ENSG00000225881	notKnown	43	antisense
ENSG00000227197.1	antisense	ENSG00000227197	notKnown	43	antisense
ENSG00000231098.1	antisense	ENSG00000231098	notKnown	43	antisense
ENSG00000229177.1	lincRNA	ENSG00000229177	notKnown	43	lincRNA
ENSG00000224375.1	lincRNA	ENSG00000224375	notKnown	43	lincRNA
ENSG00000231794.1	antisense	ENSG00000231794	notKnown	43	antisense
