LncRNA_GeneId	tx_biotype	gene_id_short	bm_type	group	bm_biotype
ENSG00000243485.1	antisense	ENSG00000243485	lincRNA	1	lincRNA
ENSG00000238009.2	antisense	ENSG00000238009	lincRNA	1	lincRNA
ENSG00000239945.1	lincRNA	ENSG00000239945	lincRNA	1	lincRNA
ENSG00000239906.1	antisense	ENSG00000239906	antisense	1	antisense
ENSG00000241860.1	antisense	ENSG00000241860	processed_transcript	1	processed_transcript
ENSG00000241599.1	lincRNA	ENSG00000241599	lincRNA	1	lincRNA
ENSG00000239368.1	lincRNA	ENSG00000239368	notKnown	1	notfound
ENSG00000228463.3	processed_transcript	ENSG00000228463	notKnown	1	lincRNA
ENSG00000240876.1	processed_transcript	ENSG00000240876	notKnown	1	notfound
ENSG00000237094.3	processed_transcript	ENSG00000237094	notKnown	1	lincRNA
ENSG00000236601.1	lincRNA	ENSG00000236601	notKnown	1	lincRNA
ENSG00000236743.1	lincRNA	ENSG00000236743	notKnown	1	lincRNA
ENSG00000231709.1	lincRNA	ENSG00000231709	notKnown	1	lincRNA
ENSG00000235146.2	lincRNA	ENSG00000235146	notKnown	1	lincRNA
ENSG00000239664.1	lincRNA	ENSG00000239664	notKnown	1	lincRNA
ENSG00000230021.1	processed_transcript	ENSG00000230021	notKnown	1	lincRNA
ENSG00000223659.1	lincRNA	ENSG00000223659	notKnown	1	lincRNA
ENSG00000235373.1	lincRNA	ENSG00000235373	notKnown	1	lincRNA
ENSG00000240618.1	processed_transcript	ENSG00000240618	notKnown	1	lincRNA
ENSG00000229905.1	lincRNA	ENSG00000229905	notKnown	1	antisense
ENSG00000228327.2	processed_transcript	ENSG00000228327	notKnown	1	lincRNA
ENSG00000237491.2	processed_transcript	ENSG00000237491	notKnown	1	lincRNA
ENSG00000242937.1	lincRNA	ENSG00000242937	notKnown	1	notfound
ENSG00000230092.2	lincRNA	ENSG00000230092	notKnown	1	pseudogene
ENSG00000241768.1	lincRNA	ENSG00000241768	notKnown	1	notfound
ENSG00000240453.1	lincRNA	ENSG00000240453	notKnown	1	processed_transcript
ENSG00000177757.1	lincRNA	ENSG00000177757	notKnown	1	lincRNA
ENSG00000225880.4	non_coding	ENSG00000225880	notKnown	1	lincRNA
ENSG00000228794.1	processed_transcript	ENSG00000228794	notKnown	1	processed_transcript
ENSG00000230368.2	lincRNA	ENSG00000230368	notKnown	1	lincRNA
ENSG00000230699.2	antisense	ENSG00000230699	notKnown	1	antisense
ENSG00000241180.1	antisense	ENSG00000241180	notKnown	1	antisense
ENSG00000224969.1	antisense	ENSG00000224969	notKnown	1	antisense
ENSG00000223823.1	lincRNA	ENSG00000223823	notKnown	1	lincRNA
ENSG00000205231.1	antisense	ENSG00000205231	notKnown	1	antisense
ENSG00000240731.1	processed_transcript	ENSG00000240731	notKnown	1	sense_intronic
ENSG00000224870.2	processed_transcript	ENSG00000224870	notKnown	1	protein_coding
ENSG00000239298.1	processed_transcript	ENSG00000239298	notKnown	1	notfound
ENSG00000225905.1	antisense	ENSG00000225905	notKnown	1	antisense
ENSG00000230270.1	antisense	ENSG00000230270	notKnown	1	notfound
ENSG00000205116.2	lincRNA	ENSG00000205116	notKnown	1	protein_coding
ENSG00000203586.2	lincRNA	ENSG00000203586	notKnown	1	notfound
ENSG00000236239.1	antisense	ENSG00000236239	notKnown	1	notfound
ENSG00000225285.1	antisense	ENSG00000225285	notKnown	1	lincRNA
ENSG00000245123.1	lincRNA	ENSG00000245123	notKnown	1	notfound
ENSG00000227775.1	processed_transcript	ENSG00000227775	notKnown	1	pseudogene
ENSG00000244250.1	processed_transcript	ENSG00000244250	notKnown	1	notfound
ENSG00000231050.1	antisense	ENSG00000231050	notKnown	1	antisense
ENSG00000233542.1	antisense	ENSG00000233542	notKnown	1	antisense
ENSG00000226969.1	antisense	ENSG00000226969	notKnown	1	antisense
ENSG00000182873.4	antisense	ENSG00000182873	notKnown	1	antisense
ENSG00000229813.1	lincRNA	ENSG00000229813	notKnown	1	notfound
ENSG00000224387.1	antisense	ENSG00000224387	notKnown	1	antisense
ENSG00000229393.1	antisense	ENSG00000229393	notKnown	1	antisense
ENSG00000238164.2	processed_transcript	ENSG00000238164	notKnown	1	processed_transcript
ENSG00000225931.2	antisense	ENSG00000225931	notKnown	1	antisense
ENSG00000228037.1	antisense	ENSG00000228037	notKnown	1	antisense
ENSG00000237058.1	antisense	ENSG00000237058	notKnown	1	antisense
ENSG00000233234.1	lincRNA	ENSG00000233234	notKnown	1	lincRNA
ENSG00000231630.1	lincRNA	ENSG00000231630	notKnown	1	lincRNA
ENSG00000177133.5	processed_transcript	ENSG00000177133	notKnown	1	lincRNA
ENSG00000226286.1	antisense	ENSG00000226286	notKnown	1	antisense
ENSG00000238260.1	antisense	ENSG00000238260	notKnown	1	antisense
ENSG00000227589.1	antisense	ENSG00000227589	notKnown	1	antisense
ENSG00000235131.1	antisense	ENSG00000235131	notKnown	1	antisense
ENSG00000227372.4	processed_transcript	ENSG00000227372	notKnown	1	antisense
ENSG00000244553.1	processed_transcript	ENSG00000244553	notKnown	1	notfound
ENSG00000235169.2	antisense	ENSG00000235169	notKnown	1	protein_coding
ENSG00000236423.1	processed_transcript	ENSG00000236423	notKnown	1	lincRNA
ENSG00000233304.1	lincRNA	ENSG00000233304	notKnown	1	lincRNA
ENSG00000226374.1	lincRNA	ENSG00000226374	notKnown	1	lincRNA
ENSG00000235054.1	lincRNA	ENSG00000235054	notKnown	1	lincRNA
ENSG00000227169.1	lincRNA	ENSG00000227169	notKnown	1	lincRNA
ENSG00000232596.1	lincRNA	ENSG00000232596	notKnown	1	lincRNA
ENSG00000231510.1	lincRNA	ENSG00000231510	notKnown	1	lincRNA
ENSG00000236948.1	lincRNA	ENSG00000236948	notKnown	1	lincRNA
ENSG00000226944.1	antisense	ENSG00000226944	notKnown	1	antisense
ENSG00000225077.2	antisense	ENSG00000225077	notKnown	1	antisense
ENSG00000231868.1	antisense	ENSG00000231868	notKnown	1	antisense
ENSG00000228750.1	lincRNA	ENSG00000228750	notKnown	1	lincRNA
ENSG00000237436.1	antisense	ENSG00000237436	notKnown	1	antisense
ENSG00000237365.1	antisense	ENSG00000237365	notKnown	1	antisense
ENSG00000237402.1	sense_intronic	ENSG00000237402	notKnown	1	sense_intronic
ENSG00000237728.1	antisense	ENSG00000237728	notKnown	1	antisense
ENSG00000225126.1	antisense	ENSG00000225126	notKnown	1	antisense
ENSG00000236266.1	antisense	ENSG00000236266	notKnown	1	antisense
ENSG00000225820.1	sense_intronic	ENSG00000225820	notKnown	1	notfound
ENSG00000238290.1	processed_transcript	ENSG00000238290	notKnown	1	lincRNA
ENSG00000227634.1	lincRNA	ENSG00000227634	notKnown	1	lincRNA
ENSG00000233645.1	lincRNA	ENSG00000233645	notKnown	1	lincRNA
ENSG00000232912.1	antisense	ENSG00000232912	notKnown	1	antisense
ENSG00000228423.1	lincRNA	ENSG00000228423	notKnown	1	lincRNA
ENSG00000236269.1	sense_intronic	ENSG00000236269	notKnown	1	sense_intronic
ENSG00000230679.1	antisense	ENSG00000230679	notKnown	1	antisense
ENSG00000228526.1	lincRNA	ENSG00000228526	notKnown	1	lincRNA
ENSG00000234546.1	lincRNA	ENSG00000234546	notKnown	1	lincRNA
ENSG00000235263.1	lincRNA	ENSG00000235263	notKnown	1	lincRNA
ENSG00000231789.1	processed_transcript	ENSG00000231789	notKnown	1	antisense
ENSG00000223989.1	antisense	ENSG00000223989	notKnown	1	antisense
ENSG00000234374.1	antisense	ENSG00000234374	notKnown	1	notfound
ENSG00000228150.1	processed_transcript	ENSG00000228150	notKnown	1	processed_transcript
ENSG00000203469.2	antisense	ENSG00000203469	notKnown	1	antisense
ENSG00000226849.1	antisense	ENSG00000226849	notKnown	1	antisense
ENSG00000230337.1	antisense	ENSG00000230337	notKnown	1	antisense
ENSG00000225602.1	antisense	ENSG00000225602	notKnown	1	antisense
ENSG00000235643.1	lincRNA	ENSG00000235643	notKnown	1	lincRNA
ENSG00000177553.6	antisense	ENSG00000177553	notKnown	1	antisense
ENSG00000236997.1	antisense	ENSG00000236997	notKnown	1	notfound
ENSG00000242349.1	non_coding	ENSG00000242349	notKnown	1	antisense
ENSG00000229484.1	lincRNA	ENSG00000229484	notKnown	1	lincRNA
ENSG00000228338.1	lincRNA	ENSG00000228338	notKnown	1	lincRNA
ENSG00000233336.1	lincRNA	ENSG00000233336	notKnown	1	lincRNA
ENSG00000235800.1	lincRNA	ENSG00000235800	notKnown	1	notfound
ENSG00000228229.1	antisense	ENSG00000228229	notKnown	1	lincRNA
ENSG00000236652.1	antisense	ENSG00000236652	notKnown	1	notfound
ENSG00000229350.1	ambiguous_orf	ENSG00000229350	notKnown	1	notfound
ENSG00000237445.1	lincRNA	ENSG00000237445	notKnown	1	lincRNA
ENSG00000227612.1	antisense	ENSG00000227612	notKnown	1	notfound
ENSG00000231606.1	lincRNA	ENSG00000231606	notKnown	1	lincRNA
ENSG00000234593.1	lincRNA	ENSG00000234593	notKnown	1	lincRNA
ENSG00000175147.7	processed_transcript	ENSG00000175147	notKnown	1	processed_transcript
ENSG00000233485.1	antisense	ENSG00000233485	notKnown	1	antisense
ENSG00000236045.1	antisense	ENSG00000236045	notKnown	1	antisense
ENSG00000228140.1	processed_transcript	ENSG00000228140	notKnown	1	processed_transcript
ENSG00000237301.1	processed_transcript	ENSG00000237301	notKnown	1	processed_transcript
ENSG00000237938.1	antisense	ENSG00000237938	notKnown	1	antisense
ENSG00000224459.1	antisense	ENSG00000224459	notKnown	1	antisense
ENSG00000179743.2	processed_transcript	ENSG00000179743	notKnown	1	processed_transcript
ENSG00000233078.1	antisense	ENSG00000233078	notKnown	1	antisense
ENSG00000227959.1	antisense	ENSG00000227959	notKnown	1	antisense
ENSG00000224621.1	antisense	ENSG00000224621	notKnown	1	antisense
ENSG00000234166.1	antisense	ENSG00000234166	notKnown	1	antisense
ENSG00000226029.1	lincRNA	ENSG00000226029	notKnown	1	lincRNA
ENSG00000224174.1	lincRNA	ENSG00000224174	notKnown	1	lincRNA
ENSG00000241374.1	processed_transcript	ENSG00000241374	notKnown	1	notfound
ENSG00000233421.2	processed_transcript	ENSG00000233421	notKnown	1	processed_transcript
ENSG00000219481.3	processed_transcript	ENSG00000219481	notKnown	1	protein_coding
ENSG00000215908.4	processed_transcript	ENSG00000215908	notKnown	1	processed_transcript
ENSG00000245549.1	lincRNA	ENSG00000245549	notKnown	1	notfound
ENSG00000256048.1	lincRNA	ENSG00000256048	notKnown	1	notfound
ENSG00000223643.1	lincRNA	ENSG00000223643	notKnown	1	lincRNA
ENSG00000230239.1	antisense	ENSG00000230239	notKnown	1	lincRNA
ENSG00000228549.1	antisense	ENSG00000228549	notKnown	1	lincRNA
ENSG00000238142.1	lincRNA	ENSG00000238142	notKnown	1	lincRNA
ENSG00000226526.1	antisense	ENSG00000226526	notKnown	1	antisense
ENSG00000204362.4	lincRNA	ENSG00000204362	notKnown	1	lincRNA
ENSG00000227751.1	antisense	ENSG00000227751	notKnown	1	antisense
ENSG00000236648.1	lincRNA	ENSG00000236648	notKnown	1	lincRNA
ENSG00000230035.1	antisense	ENSG00000230035	notKnown	1	antisense
ENSG00000225387.1	lincRNA	ENSG00000225387	notKnown	1	lincRNA
ENSG00000230424.1	antisense	ENSG00000230424	notKnown	1	antisense
ENSG00000235185.1	antisense	ENSG00000235185	notKnown	1	antisense
ENSG00000235434.1	antisense	ENSG00000235434	notKnown	1	antisense
ENSG00000227066.1	antisense	ENSG00000227066	notKnown	1	lincRNA
ENSG00000225986.1	antisense	ENSG00000225986	notKnown	1	antisense
ENSG00000228105.1	lincRNA	ENSG00000228105	notKnown	1	lincRNA
ENSG00000226664.1	antisense	ENSG00000226664	notKnown	1	antisense
ENSG00000236963.1	lincRNA	ENSG00000236963	notKnown	1	lincRNA
ENSG00000226487.1	lincRNA	ENSG00000226487	notKnown	1	lincRNA
ENSG00000233069.1	antisense	ENSG00000233069	notKnown	1	antisense
ENSG00000203394.2	antisense	ENSG00000203394	notKnown	1	antisense
ENSG00000236936.1	antisense	ENSG00000236936	notKnown	1	antisense
ENSG00000231105.1	antisense	ENSG00000231105	notKnown	1	antisense
ENSG00000236009.1	lincRNA	ENSG00000236009	notKnown	1	lincRNA
ENSG00000233431.1	antisense	ENSG00000233431	notKnown	1	antisense
ENSG00000228397.1	lincRNA	ENSG00000228397	notKnown	1	lincRNA
ENSG00000218510.3	lincRNA	ENSG00000218510	notKnown	1	lincRNA
ENSG00000230068.1	sense_intronic	ENSG00000230068	notKnown	1	sense_intronic
ENSG00000237200.1	sense_intronic	ENSG00000237200	notKnown	1	sense_intronic
ENSG00000225952.1	antisense	ENSG00000225952	notKnown	1	antisense
ENSG00000227868.1	antisense	ENSG00000227868	notKnown	1	protein_coding
ENSG00000235052.1	lincRNA	ENSG00000235052	notKnown	1	lincRNA
ENSG00000247296.1	lincRNA	ENSG00000247296	notKnown	1	notfound
ENSG00000236810.1	antisense	ENSG00000236810	notKnown	1	antisense
ENSG00000232557.1	sense_intronic	ENSG00000232557	notKnown	1	lincRNA
ENSG00000225315.1	antisense	ENSG00000225315	notKnown	1	antisense
ENSG00000230703.1	antisense	ENSG00000230703	notKnown	1	antisense
ENSG00000230023.1	processed_transcript	ENSG00000230023	notKnown	1	lincRNA
ENSG00000232298.1	antisense	ENSG00000232298	notKnown	1	antisense
ENSG00000231779.1	processed_transcript	ENSG00000231779	notKnown	1	notfound
ENSG00000229162.1	antisense	ENSG00000229162	notKnown	1	antisense
ENSG00000233755.1	lincRNA	ENSG00000233755	notKnown	2	lincRNA
ENSG00000231953.1	antisense	ENSG00000231953	notKnown	2	antisense
ENSG00000227985.1	processed_transcript	ENSG00000227985	notKnown	2	notfound
ENSG00000225643.1	lincRNA	ENSG00000225643	notKnown	2	lincRNA
ENSG00000233478.1	antisense	ENSG00000233478	notKnown	2	antisense
ENSG00000236528.1	antisense	ENSG00000236528	notKnown	2	antisense
ENSG00000236782.1	antisense	ENSG00000236782	notKnown	2	antisense
ENSG00000225375.1	antisense	ENSG00000225375	notKnown	2	notfound
ENSG00000225891.1	antisense	ENSG00000225891	notKnown	2	antisense
ENSG00000226698.1	antisense	ENSG00000226698	notKnown	2	antisense
ENSG00000224311.1	antisense	ENSG00000224311	notKnown	2	antisense
ENSG00000240397.1	antisense	ENSG00000240397	notKnown	2	notfound
ENSG00000241169.1	lincRNA	ENSG00000241169	notKnown	2	lincRNA
ENSG00000237429.1	antisense	ENSG00000237429	notKnown	2	antisense
ENSG00000233975.1	lincRNA	ENSG00000233975	notKnown	2	lincRNA
ENSG00000225886.1	antisense	ENSG00000225886	notKnown	2	antisense
ENSG00000227050.1	antisense	ENSG00000227050	notKnown	2	antisense
ENSG00000237895.1	sense_intronic	ENSG00000237895	notKnown	2	notfound
ENSG00000245178.1	lincRNA	ENSG00000245178	notKnown	2	notfound
ENSG00000197989.8	processed_transcript	ENSG00000197989	notKnown	2	processed_transcript
ENSG00000229388.1	lincRNA	ENSG00000229388	notKnown	2	lincRNA
ENSG00000226852.1	lincRNA	ENSG00000226852	notKnown	2	lincRNA
ENSG00000233427.1	antisense	ENSG00000233427	notKnown	2	antisense
ENSG00000225750.1	lincRNA	ENSG00000225750	notKnown	2	lincRNA
ENSG00000227637.1	antisense	ENSG00000227637	notKnown	2	antisense
ENSG00000237934.1	antisense	ENSG00000237934	notKnown	2	antisense
ENSG00000230523.1	processed_transcript	ENSG00000230523	notKnown	2	lincRNA
ENSG00000228176.1	lincRNA	ENSG00000228176	notKnown	2	lincRNA
ENSG00000233399.1	lincRNA	ENSG00000233399	notKnown	2	lincRNA
ENSG00000233372.1	lincRNA	ENSG00000233372	notKnown	2	lincRNA
ENSG00000236335.1	lincRNA	ENSG00000236335	notKnown	2	lincRNA
ENSG00000231949.1	lincRNA	ENSG00000231949	notKnown	2	lincRNA
ENSG00000186056.4	antisense	ENSG00000186056	notKnown	2	antisense
ENSG00000229607.1	lincRNA	ENSG00000229607	notKnown	2	lincRNA
ENSG00000223382.1	lincRNA	ENSG00000223382	notKnown	2	lincRNA
ENSG00000235143.1	antisense	ENSG00000235143	notKnown	2	antisense
ENSG00000229044.1	antisense	ENSG00000229044	notKnown	2	antisense
ENSG00000228682.2	lincRNA	ENSG00000228682	notKnown	2	lincRNA
ENSG00000223907.1	lincRNA	ENSG00000223907	notKnown	2	lincRNA
ENSG00000229167.1	antisense	ENSG00000229167	notKnown	2	antisense
ENSG00000235790.1	antisense	ENSG00000235790	notKnown	2	antisense
ENSG00000254545.1	antisense	ENSG00000254545	notKnown	2	antisense
ENSG00000203620.2	lincRNA	ENSG00000203620	notKnown	2	lincRNA
ENSG00000228634.1	lincRNA	ENSG00000228634	notKnown	2	lincRNA
ENSG00000203325.3	antisense	ENSG00000203325	notKnown	2	antisense
ENSG00000224066.1	antisense	ENSG00000224066	notKnown	2	antisense
ENSG00000235359.1	antisense	ENSG00000235359	notKnown	2	notfound
ENSG00000233775.1	antisense	ENSG00000233775	notKnown	2	lincRNA
ENSG00000231176.1	antisense	ENSG00000231176	notKnown	2	notfound
ENSG00000224021.1	antisense	ENSG00000224021	notKnown	2	notfound
ENSG00000225828.1	processed_transcript	ENSG00000225828	notKnown	2	protein_coding
ENSG00000224409.1	antisense	ENSG00000224409	notKnown	2	antisense
ENSG00000236065.2	processed_transcript	ENSG00000236065	notKnown	2	antisense
ENSG00000225313.1	antisense	ENSG00000225313	notKnown	2	antisense
ENSG00000233246.1	antisense	ENSG00000233246	notKnown	2	antisense
ENSG00000231163.1	antisense	ENSG00000231163	notKnown	2	antisense
ENSG00000255811.1	antisense	ENSG00000255811	notKnown	2	antisense
ENSG00000230163.1	antisense	ENSG00000230163	notKnown	2	antisense
ENSG00000241014.1	processed_transcript	ENSG00000241014	notKnown	2	processed_transcript
ENSG00000227409.1	antisense	ENSG00000227409	notKnown	2	antisense
ENSG00000239636.1	antisense	ENSG00000239636	notKnown	2	antisense
ENSG00000225306.1	antisense	ENSG00000225306	notKnown	2	notfound
ENSG00000232335.1	antisense	ENSG00000232335	notKnown	2	antisense
ENSG00000242815.1	processed_transcript	ENSG00000242815	notKnown	2	notfound
ENSG00000234481.1	antisense	ENSG00000234481	notKnown	2	antisense
ENSG00000223944.1	lincRNA	ENSG00000223944	notKnown	2	lincRNA
ENSG00000233621.1	antisense	ENSG00000233621	notKnown	2	antisense
ENSG00000233728.1	antisense	ENSG00000233728	notKnown	2	antisense
ENSG00000230955.1	antisense	ENSG00000230955	notKnown	2	antisense
ENSG00000224592.1	antisense	ENSG00000224592	notKnown	2	antisense
ENSG00000237290.1	lincRNA	ENSG00000237290	notKnown	2	lincRNA
ENSG00000238063.1	lincRNA	ENSG00000238063	notKnown	2	lincRNA
ENSG00000228436.1	antisense	ENSG00000228436	notKnown	2	antisense
ENSG00000226438.1	antisense	ENSG00000226438	notKnown	2	antisense
ENSG00000182109.3	processed_transcript	ENSG00000182109	notKnown	2	antisense
ENSG00000228060.1	antisense	ENSG00000228060	notKnown	2	antisense
ENSG00000225903.1	antisense	ENSG00000225903	notKnown	2	antisense
ENSG00000236546.1	antisense	ENSG00000236546	notKnown	2	antisense
ENSG00000225627.1	antisense	ENSG00000225627	notKnown	2	notfound
ENSG00000238287.1	antisense	ENSG00000238287	notKnown	2	antisense
ENSG00000227278.1	antisense	ENSG00000227278	notKnown	2	antisense
ENSG00000238186.1	antisense	ENSG00000238186	notKnown	2	antisense
ENSG00000237899.1	lincRNA	ENSG00000237899	notKnown	2	lincRNA
ENSG00000229528.1	antisense	ENSG00000229528	notKnown	2	antisense
ENSG00000235358.1	lincRNA	ENSG00000235358	notKnown	2	lincRNA
ENSG00000229901.1	antisense	ENSG00000229901	notKnown	2	antisense
ENSG00000230881.1	antisense	ENSG00000230881	notKnown	2	antisense
ENSG00000227527.1	processed_transcript	ENSG00000227527	notKnown	2	sense_intronic
ENSG00000234917.1	lincRNA	ENSG00000234917	notKnown	2	lincRNA
ENSG00000234866.1	antisense	ENSG00000234866	notKnown	2	notfound
ENSG00000228452.1	antisense	ENSG00000228452	notKnown	2	antisense
ENSG00000243153.1	antisense	ENSG00000243153	notKnown	2	antisense
ENSG00000241784.1	antisense	ENSG00000241784	notKnown	2	antisense
ENSG00000228192.2	antisense	ENSG00000228192	notKnown	2	antisense
ENSG00000227533.1	processed_transcript	ENSG00000227533	notKnown	2	processed_transcript
ENSG00000234694.1	antisense	ENSG00000234694	notKnown	2	antisense
ENSG00000229431.1	antisense	ENSG00000229431	notKnown	2	antisense
ENSG00000229372.1	antisense	ENSG00000229372	notKnown	2	antisense
ENSG00000229348.1	antisense	ENSG00000229348	notKnown	2	antisense
ENSG00000236200.1	antisense	ENSG00000236200	notKnown	2	antisense
ENSG00000229444.1	antisense	ENSG00000229444	notKnown	2	antisense
ENSG00000237950.1	antisense	ENSG00000237950	notKnown	2	antisense
ENSG00000230615.1	processed_transcript	ENSG00000230615	notKnown	2	lincRNA
ENSG00000233602.1	sense_intronic	ENSG00000233602	notKnown	2	sense_intronic
ENSG00000250809.1	lincRNA	ENSG00000250809	notKnown	2	notfound
ENSG00000225721.1	antisense	ENSG00000225721	notKnown	2	antisense
ENSG00000246279.1	lincRNA	ENSG00000246279	notKnown	2	notfound
ENSG00000230896.1	processed_transcript	ENSG00000230896	notKnown	2	sense_intronic
ENSG00000226957.1	antisense	ENSG00000226957	notKnown	2	antisense
ENSG00000227857.1	antisense	ENSG00000227857	notKnown	2	antisense
ENSG00000224863.1	processed_transcript	ENSG00000224863	notKnown	2	lincRNA
ENSG00000225667.1	lincRNA	ENSG00000225667	notKnown	2	lincRNA
ENSG00000235894.1	processed_transcript	ENSG00000235894	notKnown	2	notfound
ENSG00000186118.6	antisense	ENSG00000186118	notKnown	2	protein_coding
ENSG00000228237.1	antisense	ENSG00000228237	notKnown	2	antisense
ENSG00000225506.1	lincRNA	ENSG00000225506	notKnown	2	lincRNA
ENSG00000224805.1	antisense	ENSG00000224805	notKnown	2	antisense
ENSG00000226252.1	antisense	ENSG00000226252	notKnown	2	antisense
ENSG00000225762.1	antisense	ENSG00000225762	notKnown	2	antisense
ENSG00000237424.1	antisense	ENSG00000237424	notKnown	2	antisense
ENSG00000227947.1	lincRNA	ENSG00000227947	notKnown	2	lincRNA
ENSG00000223814.1	lincRNA	ENSG00000223814	notKnown	2	lincRNA
ENSG00000204018.5	lincRNA	ENSG00000204018	notKnown	2	protein_coding
ENSG00000225028.1	lincRNA	ENSG00000225028	notKnown	2	lincRNA
ENSG00000226133.1	lincRNA	ENSG00000226133	notKnown	2	lincRNA
ENSG00000231413.1	lincRNA	ENSG00000231413	notKnown	2	lincRNA
ENSG00000215889.4	lincRNA	ENSG00000215889	notKnown	2	notfound
ENSG00000223720.1	lincRNA	ENSG00000223720	notKnown	2	lincRNA
ENSG00000229846.1	antisense	ENSG00000229846	notKnown	2	antisense
ENSG00000230114.1	antisense	ENSG00000230114	notKnown	2	antisense
ENSG00000225623.1	sense_intronic	ENSG00000225623	notKnown	2	sense_intronic
ENSG00000237337.1	antisense	ENSG00000237337	notKnown	2	antisense
ENSG00000233407.1	antisense	ENSG00000233407	notKnown	2	antisense
ENSG00000225767.1	antisense	ENSG00000225767	notKnown	2	antisense
ENSG00000203356.2	processed_transcript	ENSG00000203356	notKnown	2	lincRNA
ENSG00000236434.1	antisense	ENSG00000236434	notKnown	2	antisense
ENSG00000230272.1	antisense	ENSG00000230272	notKnown	2	notfound
ENSG00000228298.1	ambiguous_orf	ENSG00000228298	notKnown	2	notfound
ENSG00000238140.1	antisense	ENSG00000238140	notKnown	2	antisense
ENSG00000227070.1	antisense	ENSG00000227070	notKnown	2	antisense
ENSG00000227070.1	ambiguous_orf	ENSG00000227070	notKnown	2	antisense
ENSG00000231730.1	antisense	ENSG00000231730	notKnown	2	notfound
ENSG00000223390.1	antisense	ENSG00000223390	notKnown	2	antisense
ENSG00000232993.1	processed_transcript	ENSG00000232993	notKnown	2	antisense
ENSG00000235563.1	antisense	ENSG00000235563	notKnown	2	antisense
ENSG00000236723.1	antisense	ENSG00000236723	notKnown	2	antisense
ENSG00000226754.1	processed_transcript	ENSG00000226754	notKnown	2	antisense
ENSG00000234578.1	antisense	ENSG00000234578	notKnown	2	antisense
ENSG00000228838.1	antisense	ENSG00000228838	notKnown	2	antisense
ENSG00000225030.1	sense_intronic	ENSG00000225030	notKnown	2	sense_intronic
ENSG00000232762.1	antisense	ENSG00000232762	notKnown	2	antisense
ENSG00000225675.1	processed_transcript	ENSG00000225675	notKnown	2	lincRNA
ENSG00000226938.1	lincRNA	ENSG00000226938	notKnown	2	lincRNA
ENSG00000230138.1	lincRNA	ENSG00000230138	notKnown	2	lincRNA
ENSG00000245332.1	lincRNA	ENSG00000245332	notKnown	2	notfound
ENSG00000231581.1	antisense	ENSG00000231581	notKnown	2	notfound
ENSG00000225632.1	antisense	ENSG00000225632	notKnown	2	antisense
ENSG00000232245.1	lincRNA	ENSG00000232245	notKnown	2	lincRNA
ENSG00000235741.1	lincRNA	ENSG00000235741	notKnown	2	lincRNA
ENSG00000230728.1	processed_transcript	ENSG00000230728	notKnown	2	processed_transcript
ENSG00000237453.1	antisense	ENSG00000237453	notKnown	2	antisense
ENSG00000242396.1	antisense	ENSG00000242396	notKnown	2	antisense
ENSG00000233203.2	antisense	ENSG00000233203	notKnown	2	antisense
ENSG00000233271.1	antisense	ENSG00000233271	notKnown	2	antisense
ENSG00000244861.1	lincRNA	ENSG00000244861	notKnown	2	notfound
ENSG00000231090.1	processed_transcript	ENSG00000231090	notKnown	2	processed_transcript
ENSG00000234810.1	lincRNA	ENSG00000234810	notKnown	2	lincRNA
ENSG00000233147.1	lincRNA	ENSG00000233147	notKnown	2	lincRNA
ENSG00000230250.1	processed_transcript	ENSG00000230250	notKnown	2	processed_transcript
ENSG00000233079.1	lincRNA	ENSG00000233079	notKnown	2	lincRNA
ENSG00000235612.1	lincRNA	ENSG00000235612	notKnown	2	lincRNA
ENSG00000223956.1	lincRNA	ENSG00000223956	notKnown	2	lincRNA
ENSG00000229913.1	antisense	ENSG00000229913	notKnown	2	antisense
ENSG00000236341.1	antisense	ENSG00000236341	notKnown	2	antisense
ENSG00000231229.1	antisense	ENSG00000231229	notKnown	2	notfound
ENSG00000227935.1	lincRNA	ENSG00000227935	notKnown	2	lincRNA
ENSG00000226759.1	lincRNA	ENSG00000226759	notKnown	2	antisense
ENSG00000230363.1	lincRNA	ENSG00000230363	notKnown	2	notfound
ENSG00000235038.1	lincRNA	ENSG00000235038	notKnown	2	lincRNA
ENSG00000234807.3	processed_transcript	ENSG00000234807	notKnown	2	lincRNA
ENSG00000231740.1	lincRNA	ENSG00000231740	notKnown	2	lincRNA
ENSG00000232453.1	lincRNA	ENSG00000232453	notKnown	2	lincRNA
ENSG00000230812.1	lincRNA	ENSG00000230812	notKnown	2	lincRNA
ENSG00000241042.1	lincRNA	ENSG00000241042	notKnown	2	lincRNA
ENSG00000235215.2	lincRNA	ENSG00000235215	notKnown	2	lincRNA
ENSG00000237352.1	lincRNA	ENSG00000237352	notKnown	2	lincRNA
ENSG00000224609.1	processed_transcript	ENSG00000224609	notKnown	2	processed_transcript
ENSG00000226883.1	antisense	ENSG00000226883	notKnown	2	antisense
ENSG00000231816.1	lincRNA	ENSG00000231816	notKnown	2	lincRNA
ENSG00000238242.1	lincRNA	ENSG00000238242	notKnown	2	lincRNA
ENSG00000226476.1	lincRNA	ENSG00000226476	notKnown	2	lincRNA
ENSG00000231252.1	lincRNA	ENSG00000231252	notKnown	3	lincRNA
ENSG00000237928.1	antisense	ENSG00000237928	notKnown	3	antisense
ENSG00000237853.1	antisense	ENSG00000237853	notKnown	3	lincRNA
