gene_id	withinSubset	lncRnaName	Comp.1	Comp.2	Comp.3	Comp.4	Comp.5	Comp.6	Comp.7	Comp.8	Comp.9	Comp.10	Comp.11	Comp.12	Comp.13	Comp.14	Comp.15
ENSG00000225210.1	rest	ENSG00000225210	16.8211252979542	1.88799812714808	4.6924177525102	3.04704338055487	2.66352338667607	8.66146499546097	3.13288145925514	1.44027287762439	1.95678785545962	2.9912396505832	1.62269541836875	1.28966567689795	1.34724886780183	1	3.45133725693679
ENSG00000225746.2	rest	ENSG00000225746	17.968731773647	2.03168376735366	3.04285215209658	2.1236970833311	2.85344193980462	8.48782601949686	3.5985049741301	1.45222269891022	1.88769854153607	3.29687872107337	1.8006520431266	1.2689333760871	1.32910439608677	1.02526888592779	3.4208772231751
ENSG00000225760.1	rest	ENSG00000225760	18.2746192614162	2.19203975426113	3.61055531231529	2.38221248140859	2.96487263641997	8.71137540156845	3.51011551134267	1.49907083742316	1.87151333790208	3.29365601720977	1.82679270491568	1.27022142581683	1.33436736209648	1.02116312256953	3.41791389342432
ENSG00000225791.1	rest	ENSG00000225791	18.3125461312421	2.18744642225662	3.59803342771186	2.37807921303725	2.96958099056434	8.69183284904551	3.50789871902844	1.5122652310149	1.87419976941407	3.28999200959285	1.82562775958005	1.2893491839606	1.3400772540675	1.03159391078781	3.42701141385962
ENSG00000225873.1	rest	ENSG00000225873	18.3920689843499	2.12448821170275	3.56252825110637	2.40757606727839	2.97560358015076	8.70822390099141	3.53541954510302	1.50698344655002	1.87121269440317	3.30971588142716	1.82195519256899	1.27104776633811	1.3326861762662	1.02905147679342	3.41884962765872
ENSG00000226007.1	rest	ENSG00000226007	18.4155009994068	2.13177116634943	3.55439183763847	2.38270233469946	2.93758796294908	8.70916412429236	3.53164140239292	1.50992385374606	1.88107894716477	3.30447135578441	1.82288004211557	1.27236579784912	1.3324091660851	1.02885701206151	3.41906261560992
ENSG00000226363.1	rest	ENSG00000226363	18.4082279707946	2.12828734957022	3.53799219063833	2.38174097577832	2.93391985186059	8.71885478025305	3.53250216551711	1.50687995225585	1.87219773720244	3.30452030714335	1.82083764521559	1.2715557511531	1.33073419907817	1.02873452375378	3.41939565640188
ENSG00000226453.1	rest	ENSG00000226453	18.0625007972044	2.10553537283237	3.82636249943753	2.5112127659594	2.86561118078602	8.71485262599212	3.56319070484716	1.47244588003057	1.83645651707891	3.25754126160014	1.8116334228929	1.27784271958388	1.33633814189038	1.03038954794838	3.42052891386604
ENSG00000226900.1	rest	ENSG00000226900	18.3974281487431	2.14798654080647	3.57129531592119	2.39444174832546	2.93238368435311	8.70648923877497	3.53511340417624	1.51377792894312	1.86962973683479	3.30737543773287	1.8222346852055	1.27291713495833	1.33326206287281	1.02968978750532	3.41771156921421
ENSG00000227502.1	rest	ENSG00000227502	18.3950227954084	2.11119549061208	3.60725722490627	2.33830379573985	2.95467171471397	8.70813344945339	3.53672766161886	1.49990708497151	1.87292636754565	3.27582315788487	1.82511425182171	1.27576833454112	1.33347425455167	1.02952079998103	3.42158507165716
ENSG00000227674.1	rest	ENSG00000227674	18.0102571792155	1.92385783660689	4.09853660994611	2.03140162702647	3.18999372805791	8.70943451629547	3.55936714761099	1.48667748187457	1.85458321104993	3.27205622829832	1.8166573471734	1.26904863286266	1.33471038937608	1.02939986682927	3.41955663150992
ENSG00000227681.1	rest	ENSG00000227681	18.399783595374	2.12709367599876	3.55814450134201	2.40338529962913	2.95773723586064	8.70902256895117	3.53752477009105	1.50585475045737	1.8736392205414	3.31233337014024	1.82329603835504	1.27245283512387	1.33370505236389	1.02990456541548	3.41732627954953
ENSG00000227932.1	rest	ENSG00000227932	18.4057413313856	2.1271740537125	3.54229284083635	2.41257466787545	2.99932309900923	8.70857475791429	3.53642435536088	1.50322714395765	1.87294416824769	3.30390792900271	1.8238041792383	1.2717008202885	1.33307759809902	1.02908952348586	3.41942086703357
ENSG00000228223.1	rest	ENSG00000228223	18.3384967394594	2.1734166394164	3.56590783989476	2.41585169655445	3.04009864368069	8.70185278514872	3.53695849227248	1.49949210186643	1.87721795942556	3.30629105702602	1.82402372097112	1.27399207460938	1.33755500752693	1.02954992932361	3.41582607539033
ENSG00000228327.2	rest	ENSG00000228327	18.1125550667627	2.40187880027821	3.6527654897931	2.35687127273803	3.10530466526489	8.7078314554696	3.47639741232905	1.48322100291857	1.88314912245058	3.29861378050645	1.80728452487772	1.26838892674329	1.33465412639873	1.02914392702647	3.41493965180014
ENSG00000228682.2	rest	ENSG00000228682	18.3769690793372	1.94455936813398	3.93847657814043	1.69184120054718	3.23620590270289	8.69857544450993	3.50403855341557	1.52023791720265	1.90326418129331	3.31668863665799	1.82550744333994	1.26747815764056	1.33252163144985	1.0292982991871	3.41732785136232
ENSG00000229205.1	rest	ENSG00000229205	18.3638253359061	2.11670186450712	3.51989679452055	2.47297125239054	3.1568279669037	8.7059397197506	3.53974836631792	1.49546956872419	1.8701087414282	3.30171620945131	1.82410701588486	1.26943203094658	1.33438784449136	1.02838042761941	3.41954213163755
ENSG00000229308.1	rest	ENSG00000229308	17.9886325417475	2.03552872301602	3.04977064067936	2.1335900827312	2.87366986058517	9.04230284232854	3.51569547353297	1.52605902312942	1.81140878376185	3.26901521141125	1.75158448220472	1.23802328656763	1.26879352526787	1.00937053668036	3.42323762674171
ENSG00000229656.2	rest	ENSG00000229656	18.4125056784072	2.13010165705766	3.55820354177947	2.39415202955875	2.93400023542009	8.70902398400835	3.53414817006582	1.52195497339309	1.91535029672232	3.30297638160347	1.82809009763609	1.27067855867064	1.32774063540484	1.02889016728168	3.41672501600659
ENSG00000229807.3	true	ENSG00000229807	18.2139469281146	1.80010649253176	4.14820586677884	1.3686498168572	3.85588087916054	8.53165615167792	3.2809008071224	2.03680718718313	1.72543835037389	3.19455214296711	1.78913509413119	1.17700387540717	1.2973042651654	1.04878413815866	3.42002960859702
ENSG00000230724.3	rest	ENSG00000230724	18.2663559821467	2.24712434574214	3.61211136491569	2.38905800827462	3.04854405631042	8.70887649714999	3.51329644577306	1.49301246424279	1.87114101248692	3.29508016676444	1.82319267273201	1.26824347606038	1.33347580978698	1.02359137880686	3.41690948161216
