"","missing"
"1","ENSG00000130600"
"2","ENSG00000247844"
"3","ENSG00000175061"
"4","ENSG00000226950"
"5","ENSG00000249790"
"6","ENSG00000255717"
"7","ENSG00000234741"
"8","ENSG00000147676"
"9","ENSG00000196756"
"10","ENSG00000004142"
